min_samples,eps,umap_n_components,NMI,embedding
5,0.9597648228232997,16,0.7229547084925149,word2vec
5,0.9697804663822513,16,0.7229547084925149,word2vec
6,0.9822831932846317,16,0.7229547084925149,word2vec
6,0.8773532387079435,16,0.7233603666336108,word2vec
6,0.8537776967959728,16,0.7233603666336108,word2vec
6,0.8280353558241292,16,0.7233603666336108,word2vec
7,0.8213684549024317,4,0.7188150706671311,word2vec
8,0.48634435249044783,16,0.6422278366705237,word2vec
6,0.7952062472716198,16,0.7233603666336108,word2vec
8,0.8777287378589278,16,0.7233603666336108,word2vec
6,0.5166432629435727,4,0.6603580344959735,word2vec
6,0.9079403117469496,16,0.7229547084925149,word2vec
5,0.7851837673390969,16,0.7233603666336108,word2vec
7,0.89595663272011,16,0.7233603666336108,word2vec
6,0.7749857018892274,16,0.7185551271933079,word2vec
5,0.8880202828433583,16,0.7233603666336108,word2vec
7,0.7281758395534692,16,0.7088279489220248,word2vec
6,0.9929413064046074,16,0.7229547084925149,word2vec
8,0.8556134702369291,2,0.7195993007749849,word2vec
6,0.7404038519725511,4,0.7188150706671311,word2vec
7,0.8453076283475962,2,0.7093300707134672,word2vec
6,0.9271142726640742,16,0.7229547084925149,word2vec
5,0.8251296685671008,16,0.7233603666336108,word2vec
6,0.9229865977233468,16,0.7229547084925149,word2vec
5,0.7753715680298695,16,0.7185551271933079,word2vec
7,0.8487079519907655,16,0.7233603666336108,word2vec
6,0.6967471775404757,4,0.7180467321321193,word2vec
5,0.9465576774190689,8,0.7188150706671311,word2vec
7,0.8824916776095562,2,0.7195993007749849,word2vec
10,0.7494230647885359,16,0.7104361370793496,word2vec
6,0.809888008875211,8,0.7188150706671311,word2vec
6,0.8298855463631392,16,0.7233603666336108,word2vec
6,0.9324129600820601,16,0.7229547084925149,word2vec
5,0.794336238406509,16,0.7233603666336108,word2vec
7,0.9972595207963023,16,0.722954708492515,word2vec
6,0.6359872900370209,16,0.7080829852073026,word2vec
6,0.694277156447873,16,0.7088279489220249,word2vec
7,0.9533527947955375,8,0.7188150706671311,word2vec
5,0.8573843192088529,16,0.7233603666336108,word2vec
6,0.8885965315683675,4,0.7188150706671311,word2vec
8,0.7538836422395025,2,0.7066145733141147,word2vec
9,0.8002027253107898,16,0.7194208278857609,word2vec
8,0.8792375887517248,16,0.7233603666336108,word2vec
9,0.915084275506204,16,0.7189785334536061,word2vec
8,0.9526386305287734,16,0.722954708492515,word2vec
7,0.8665585685457851,16,0.7233603666336108,word2vec
8,0.8178994630411087,16,0.7233603666336108,word2vec
6,0.9704007901256906,16,0.7229547084925149,word2vec
7,0.908612642618066,16,0.722954708492515,word2vec
6,0.7205677165661981,16,0.7088279489220249,word2vec
5,0.6673486717554522,8,0.7188150706671311,word2vec
5,0.7786584212114708,16,0.7185551271933079,word2vec
5,0.8666923384702795,16,0.7233603666336108,word2vec
6,0.832722588041274,16,0.7233603666336108,word2vec
5,0.7757728052073616,4,0.7188150706671311,word2vec
6,0.9042119703920986,16,0.7233603666336108,word2vec
7,0.8353017100224225,16,0.7233603666336108,word2vec
8,0.8000835046282774,2,0.7066145733141147,word2vec
5,0.7314654594438298,16,0.7185551271933079,word2vec
6,0.8621635537076429,16,0.7233603666336108,word2vec
6,0.7581446839020647,16,0.7185551271933079,word2vec
7,0.9004564190372655,16,0.7233603666336108,word2vec
6,0.933319919510222,16,0.7229547084925149,word2vec
7,0.8483359601680837,16,0.7233603666336108,word2vec
6,0.8839979933983931,16,0.7233603666336108,word2vec
8,0.970604135872753,16,0.722954708492515,word2vec
6,0.8148735307831046,16,0.7233603666336108,word2vec
9,0.9267862684658276,4,0.7148777160539874,word2vec
7,0.83607688985519,8,0.7188150706671311,word2vec
6,0.7909073376523156,2,0.7079566927009702,word2vec
5,0.8915309955589044,16,0.7233603666336108,word2vec
5,0.8776801429437169,16,0.7233603666336108,word2vec
5,0.852921248769109,16,0.7233603666336108,word2vec
5,0.9417136851582115,16,0.7229547084925149,word2vec
6,0.8184292973401948,16,0.7233603666336108,word2vec
5,0.9072013465134632,16,0.7229547084925149,word2vec
6,0.981638756726537,16,0.7229547084925149,word2vec
7,0.8690310869013945,16,0.7233603666336108,word2vec
6,0.7631535257375113,16,0.7185551271933079,word2vec
5,0.7963373831574723,16,0.7233603666336108,word2vec
6,0.9528108493707687,4,0.7188150706671311,word2vec
5,0.8322665441189158,16,0.7233603666336108,word2vec
5,0.9188171202301342,16,0.7229547084925149,word2vec
5,0.8465433145717061,16,0.7233603666336108,word2vec
8,0.8881459187484386,16,0.7233603666336108,word2vec
5,0.8123460466901173,8,0.7188150706671311,word2vec
6,0.8640309238903086,16,0.7233603666336108,word2vec
6,0.7837070350781196,2,0.7079566927009702,word2vec
5,0.9002822640445413,16,0.7233603666336108,word2vec
8,0.8210485529872403,16,0.7233603666336108,word2vec
5,0.7411033234862596,16,0.7185551271933079,word2vec
7,0.8389927995480945,16,0.7233603666336108,word2vec
7,0.8707885918452307,16,0.7233603666336108,word2vec
7,0.9275487755731312,16,0.722954708492515,word2vec
10,0.8566861459264608,16,0.7156218155987243,word2vec
6,0.8033454537054772,16,0.7233603666336108,word2vec
7,0.8842126122865681,16,0.7233603666336108,word2vec
8,0.7639386695859799,16,0.7185551271933076,word2vec
6,0.8477005196430426,16,0.7233603666336108,word2vec
6,0.9015396954585743,16,0.7233603666336108,word2vec
6,0.8240113003347643,4,0.7188150706671311,word2vec
6,0.7834333090768928,16,0.7233603666336108,word2vec
6,0.8364067853613476,16,0.7233603666336108,word2vec
