min_cluster_size,min_samples,umap_n_components,NMI,embedding
165,72,4,0.8134780503742779,fasttext
135,105,4,0.8134780503742779,fasttext
93,90,8,0.8003002675209494,fasttext
79,78,4,0.8134780503742779,fasttext
195,98,4,0.8134780503742779,fasttext
159,70,2,0.7502570173390591,fasttext
170,27,4,0.8134780503742778,fasttext
163,86,4,0.8134780503742779,fasttext
182,116,4,0.8003002675209494,fasttext
154,84,4,0.8134780503742779,fasttext
5,93,4,0.8134780503742779,fasttext
168,172,4,0.6926448108209644,fasttext
148,80,16,0.7887085469204895,fasttext
187,100,8,0.7849344884210642,fasttext
101,89,4,0.8134780503742779,fasttext
175,95,4,0.8134780503742779,fasttext
84,73,4,0.8134780503742779,fasttext
178,62,4,0.8134780503742779,fasttext
174,68,4,0.8134780503742779,fasttext
191,60,4,0.8134780503742779,fasttext
171,41,4,0.8012956399765955,fasttext
162,11,4,0.8134780503742779,fasttext
184,36,2,0.8126834404937598,fasttext
157,46,4,0.8012956399765955,fasttext
166,54,4,0.8012956399765956,fasttext
179,110,8,0.7211900616124172,fasttext
94,86,4,0.8134780503742779,fasttext
121,104,4,0.8134780503742779,fasttext
143,77,4,0.8134780503742779,fasttext
168,101,4,0.8134780503742779,fasttext
126,112,4,0.8134780503742779,fasttext
111,31,4,0.8012956399765955,fasttext
151,120,2,0.8037714985241288,fasttext
161,82,16,0.787993876367203,fasttext
104,106,4,0.8134780503742779,fasttext
172,23,4,0.8134780503742779,fasttext
155,76,4,0.8134780503742779,fasttext
150,97,4,0.8134780503742779,fasttext
147,91,4,0.8134780503742779,fasttext
165,81,4,0.8134780503742779,fasttext
158,84,4,0.8134780503742779,fasttext
139,88,8,0.8003002675209494,fasttext
181,71,4,0.8134780503742779,fasttext
98,75,4,0.8134780503742779,fasttext
89,15,4,0.8134780503742779,fasttext
187,65,2,0.7508862468115293,fasttext
176,93,4,0.8134780503742779,fasttext
135,67,4,0.8134780503742779,fasttext
146,79,4,0.8134780503742779,fasttext
153,192,4,0.6894002423441447,fasttext
143,72,4,0.8134780503742779,fasttext
157,86,4,0.8134780503742779,fasttext
162,116,4,0.8003002675209494,fasttext
168,62,4,0.8134780503742779,fasttext
172,76,8,0.8003002675209494,fasttext
123,129,4,0.70527659258727,fasttext
72,97,4,0.8134780503742779,fasttext
151,80,4,0.8134780503742779,fasttext
155,88,4,0.8134780503742779,fasttext
161,83,4,0.8134780503742779,fasttext
164,103,4,0.8134780503742779,fasttext
129,70,16,0.79868986944999,fasttext
159,91,4,0.8134780503742779,fasttext
148,108,2,0.822148299238414,fasttext
140,109,2,0.8037714985241288,fasttext
148,113,2,0.8037714985241288,fasttext
14,106,2,0.8037714985241288,fasttext
153,100,2,0.8037714985241288,fasttext
145,94,2,0.7745960861806858,fasttext
114,74,4,0.8134780503742779,fasttext
192,80,4,0.8134780503742779,fasttext
136,87,4,0.8134780503742779,fasttext
157,102,4,0.8134780503742779,fasttext
168,58,8,0.8134780503742778,fasttext
181,68,4,0.8134780503742779,fasttext
175,19,4,0.8134780503742778,fasttext
164,85,2,0.7891877906171672,fasttext
154,95,4,0.8134780503742779,fasttext
148,98,4,0.8134780503742779,fasttext
142,91,4,0.8134780503742779,fasttext
151,83,4,0.8134780503742779,fasttext
160,107,4,0.8134780503742779,fasttext
150,78,4,0.8134780503742779,fasttext
169,89,4,0.8134780503742779,fasttext
185,76,4,0.8134780503742779,fasttext
156,50,4,0.8001592324532519,fasttext
