min_cluster_size,min_samples,umap_n_components,NMI,embedding
144,83,16,0.7376816758026623,word2vec
179,39,8,0.7445839182996329,word2vec
45,25,2,0.7552306954071963,word2vec
71,114,16,0.669831974944473,word2vec
125,163,4,0.6704823594997036,word2vec
40,39,2,0.735351916687311,word2vec
96,27,4,0.7455310836218282,word2vec
101,129,16,0.669831974944473,word2vec
74,115,2,0.720781586471791,word2vec
52,156,16,0.669831974944473,word2vec
10,72,2,0.7172496161818335,word2vec
13,9,4,0.3971124758350343,word2vec
98,10,4,0.7455310836218282,word2vec
40,49,8,0.7471591131616963,word2vec
41,65,8,0.7200747545374333,word2vec
29,57,8,0.7318072495212453,word2vec
68,44,8,0.7390540030132666,word2vec
20,195,2,0.4129317674553139,word2vec
58,87,2,0.7197216974649365,word2vec
188,24,8,0.7445839182996329,word2vec
84,51,2,0.7322521371562093,word2vec
124,25,4,0.7455310836218282,word2vec
90,26,4,0.7455310836218282,word2vec
118,10,4,0.7455310836218282,word2vec
164,31,8,0.7445839182996329,word2vec
41,72,8,0.7207674013171786,word2vec
25,5,4,0.548670368451248,word2vec
54,55,2,0.7195710595171899,word2vec
109,93,2,0.7187552123419525,word2vec
146,21,16,0.7352781932259966,word2vec
84,80,4,0.7190355896219277,word2vec
95,13,4,0.7455310836218282,word2vec
142,37,4,0.7455310836218282,word2vec
65,46,4,0.7230729606178494,word2vec
77,16,8,0.742370397720193,word2vec
139,32,4,0.7455310836218282,word2vec
107,40,16,0.7352781932259967,word2vec
5,59,4,0.738455769435616,word2vec
37,17,8,0.735010856206517,word2vec
160,113,2,0.7211822857800022,word2vec
51,5,16,0.7376816758026623,word2vec
126,28,4,0.7455310836218282,word2vec
127,34,4,0.740001045356106,word2vec
114,19,4,0.7455310836218282,word2vec
102,47,4,0.7253009024868947,word2vec
131,66,4,0.7205690785173176,word2vec
152,138,2,0.6533807562808748,word2vec
76,39,8,0.7445839182996329,word2vec
62,24,4,0.7455310836218282,word2vec
47,16,2,0.7627527615831893,word2vec
34,14,2,0.7414055255431705,word2vec
95,28,2,0.78251208343143,word2vec
90,32,2,0.78251208343143,word2vec
46,50,2,0.7322521371562092,word2vec
17,41,2,0.7350560525146799,word2vec
86,32,2,0.78251208343143,word2vec
84,62,2,0.7432889929714163,word2vec
28,186,2,0.4129317674553139,word2vec
70,31,2,0.78251208343143,word2vec
70,33,2,0.78251208343143,word2vec
70,30,2,0.78251208343143,word2vec
70,30,2,0.78251208343143,word2vec
92,32,2,0.78251208343143,word2vec
70,55,2,0.7195710595171899,word2vec
82,35,2,0.780786219963942,word2vec
62,23,2,0.78251208343143,word2vec
71,44,2,0.7333108903841858,word2vec
89,30,2,0.78251208343143,word2vec
78,70,2,0.7172496161818338,word2vec
57,50,2,0.7322521371562092,word2vec
100,27,2,0.78251208343143,word2vec
96,35,2,0.780786219963942,word2vec
86,42,2,0.7448650837297336,word2vec
92,31,2,0.78251208343143,word2vec
105,10,2,0.78251208343143,word2vec
66,19,2,0.7825120834314298,word2vec
79,21,2,0.7825120834314298,word2vec
94,38,2,0.78251208343143,word2vec
114,54,2,0.7473495672637736,word2vec
74,28,16,0.7352781932259967,word2vec
89,108,2,0.7210740167710208,word2vec
59,24,2,0.78251208343143,word2vec
62,34,2,0.780786219963942,word2vec
69,23,2,0.78251208343143,word2vec
73,12,2,0.78251208343143,word2vec
54,7,2,0.78251208343143,word2vec
64,47,2,0.7322521371562092,word2vec
79,31,2,0.78251208343143,word2vec
88,38,2,0.78251208343143,word2vec
82,19,2,0.7825120834314298,word2vec
49,140,16,0.669831974944473,word2vec
99,29,2,0.78251208343143,word2vec
105,25,2,0.7825120834314298,word2vec
89,44,2,0.7333108903841858,word2vec
93,32,2,0.78251208343143,word2vec
67,15,2,0.78251208343143,word2vec
75,37,2,0.780786219963942,word2vec
58,22,2,0.78251208343143,word2vec
81,42,2,0.7448650837297336,word2vec
110,79,2,0.7172496161818335,word2vec
85,28,2,0.78251208343143,word2vec
101,27,2,0.78251208343143,word2vec
97,31,2,0.78251208343143,word2vec
91,17,2,0.7825120834314298,word2vec
102,34,2,0.780786219963942,word2vec
72,11,2,0.7825120834314298,word2vec
77,52,8,0.7397910910452947,word2vec
111,22,2,0.78251208343143,word2vec
118,40,16,0.7352781932259967,word2vec
61,59,2,0.7190964572784214,word2vec
86,25,2,0.7825120834314298,word2vec
93,29,2,0.78251208343143,word2vec
91,36,2,0.780786219963942,word2vec
97,32,2,0.78251208343143,word2vec
54,45,2,0.73266554246891,word2vec
68,19,2,0.7825120834314298,word2vec
81,27,2,0.78251208343143,word2vec
195,41,2,0.7448650837297336,word2vec
86,48,2,0.7322521371562092,word2vec
104,32,2,0.78251208343143,word2vec
72,14,2,0.7825120834314298,word2vec
121,8,2,0.7825120834314298,word2vec
107,10,2,0.78251208343143,word2vec
101,21,2,0.7825120834314298,word2vec
94,5,2,0.78251208343143,word2vec
65,37,2,0.780786219963942,word2vec
113,170,8,0.6746545829302384,word2vec
107,99,2,0.722465691003049,word2vec
99,25,2,0.7825120834314298,word2vec
90,16,2,0.7825120834314298,word2vec
75,34,16,0.7352781932259966,word2vec
93,29,2,0.78251208343143,word2vec
83,38,2,0.78251208343143,word2vec
96,23,2,0.78251208343143,word2vec
87,31,2,0.78251208343143,word2vec
79,20,2,0.78251208343143,word2vec
103,27,2,0.78251208343143,word2vec
99,38,2,0.78251208343143,word2vec
90,44,2,0.7333108903841858,word2vec
69,127,2,0.715059757613803,word2vec
95,35,2,0.780786219963942,word2vec
58,24,2,0.78251208343143,word2vec
58,30,2,0.78251208343143,word2vec
61,18,2,0.78251208343143,word2vec
52,25,2,0.7825120834314298,word2vec
62,12,2,0.78251208343143,word2vec
76,40,2,0.7452664433169369,word2vec
84,32,2,0.78251208343143,word2vec
176,27,8,0.7445839182996329,word2vec
71,22,2,0.78251208343143,word2vec
65,34,2,0.780786219963942,word2vec
70,24,2,0.78251208343143,word2vec
79,19,2,0.7825120834314298,word2vec
88,29,2,0.78251208343143,word2vec
105,16,2,0.7825120834314298,word2vec
44,37,2,0.7358947427460062,word2vec
67,23,2,0.78251208343143,word2vec
94,31,16,0.7352781932259966,word2vec
99,41,2,0.7448650837297336,word2vec
74,12,2,0.78251208343143,word2vec
55,28,2,0.78251208343143,word2vec
73,9,2,0.78251208343143,word2vec
68,16,2,0.7825120834314298,word2vec
84,13,2,0.78251208343143,word2vec
63,20,2,0.78251208343143,word2vec
81,33,2,0.78251208343143,word2vec
76,25,2,0.7825120834314298,word2vec
91,35,2,0.780786219963942,word2vec
71,28,2,0.78251208343143,word2vec
58,22,2,0.78251208343143,word2vec
88,5,2,0.78251208343143,word2vec
48,7,2,0.7001079140522373,word2vec
54,10,2,0.78251208343143,word2vec
61,15,2,0.78251208343143,word2vec
66,19,2,0.7825120834314298,word2vec
96,31,2,0.78251208343143,word2vec
79,26,2,0.78251208343143,word2vec
101,36,2,0.780786219963942,word2vec
62,9,8,0.7177311072819843,word2vec
92,39,2,0.7452664433169369,word2vec
108,14,2,0.7825120834314298,word2vec
78,31,2,0.78251208343143,word2vec
83,29,2,0.78251208343143,word2vec
72,24,2,0.78251208343143,word2vec
87,34,2,0.780786219963942,word2vec
68,21,4,0.7455310836218282,word2vec
76,27,2,0.78251208343143,word2vec
81,31,16,0.7352781932259966,word2vec
96,44,2,0.7333108903841858,word2vec
91,39,2,0.7452664433169369,word2vec
74,19,2,0.7825120834314298,word2vec
86,35,2,0.780786219963942,word2vec
89,38,2,0.78251208343143,word2vec
51,32,2,0.78251208343143,word2vec
65,26,2,0.78251208343143,word2vec
99,41,2,0.7448650837297336,word2vec
95,29,2,0.78251208343143,word2vec
104,23,2,0.78251208343143,word2vec
84,35,2,0.780786219963942,word2vec
57,46,2,0.7322521371562092,word2vec
100,68,4,0.6762131246090486,tfidf
155,188,8,0.5996224858803062,tfidf
188,70,2,0.6303239330335674,tfidf
59,11,2,0.5470026851601953,tfidf
171,167,4,0.5617797877281687,tfidf
118,87,4,0.6923411037993025,tfidf
102,8,16,0.6992252706791535,tfidf
64,167,4,0.6203521274613749,tfidf
177,128,8,0.6091606508193543,tfidf
118,65,2,0.6370784517019813,tfidf
25,5,16,0.4829125567395493,tfidf
119,111,16,0.6655782341958636,tfidf
97,43,16,0.7356057829758434,tfidf
80,33,16,0.6742123758854122,tfidf
30,38,16,0.5833058871442356,tfidf
140,37,16,0.7356057829758434,tfidf
151,33,16,0.7356057829758436,tfidf
151,47,16,0.7273312044126204,tfidf
5,99,16,0.6715375039970658,tfidf
139,54,8,0.6965068799689856,tfidf
85,24,16,0.6731869549971172,tfidf
138,25,16,0.742145214630918,tfidf
135,21,16,0.7387527356372536,tfidf
138,25,16,0.742145214630918,tfidf
136,19,16,0.7356057829758436,tfidf
167,85,16,0.7005807971276574,tfidf
120,58,16,0.728994486190426,tfidf
131,22,8,0.7070087026079139,tfidf
160,124,2,0.5783877219259351,tfidf
195,77,4,0.6752787886492795,tfidf
105,21,16,0.6981104891565402,tfidf
150,28,16,0.7479952069464985,tfidf
147,52,16,0.7294523783239196,tfidf
130,28,16,0.7479952069464985,tfidf
179,29,16,0.7356057829758436,tfidf
159,64,2,0.583391399944723,tfidf
126,11,8,0.7070087026079139,tfidf
105,42,4,0.6911261078439762,tfidf
165,191,16,0.619083940869861,tfidf
145,75,16,0.7247444278411638,tfidf
111,13,2,0.580963673341256,tfidf
131,18,16,0.7356057829758436,tfidf
130,29,16,0.7356057829758436,tfidf
91,5,16,0.6031030177789026,tfidf
178,167,4,0.5617797877281687,tfidf
112,44,16,0.7356057829758434,tfidf
155,28,16,0.7479952069464985,tfidf
154,63,16,0.7270265810111494,tfidf
172,147,8,0.6499853662787294,tfidf
187,33,16,0.7356057829758436,tfidf
142,50,16,0.7287161948593773,tfidf
124,16,16,0.7387527356372536,tfidf
158,26,16,0.7479952069464985,tfidf
160,39,16,0.7356057829758434,tfidf
148,11,16,0.7356057829758439,tfidf
169,28,16,0.7479952069464985,tfidf
185,32,2,0.583391399944723,tfidf
170,58,16,0.728994486190426,tfidf
153,38,4,0.6949108513786056,tfidf
162,47,16,0.7273312044126204,tfidf
63,29,16,0.6100823664494106,tfidf
140,26,16,0.7479952069464985,tfidf
155,25,16,0.742145214630918,tfidf
174,5,16,0.7356057829758439,tfidf
143,16,16,0.7387527356372536,tfidf
166,36,16,0.7356057829758434,tfidf
136,25,8,0.7070087026079139,tfidf
46,98,16,0.6748901846778829,tfidf
149,41,16,0.7356057829758434,tfidf
115,56,16,0.7294523783239196,tfidf
122,13,16,0.7356057829758436,tfidf
138,26,16,0.7479952069464985,tfidf
140,27,16,0.7479952069464985,tfidf
159,31,16,0.7356057829758436,tfidf
130,46,16,0.727877841806581,tfidf
144,18,2,0.6592254706645786,tfidf
155,25,16,0.742145214630918,tfidf
183,37,16,0.7356057829758434,tfidf
192,21,16,0.7387527356372536,tfidf
135,9,4,0.6949108513786056,tfidf
168,51,16,0.7294523783239196,tfidf
139,28,16,0.7479952069464985,tfidf
140,29,16,0.7356057829758436,tfidf
149,34,16,0.7356057829758436,tfidf
125,42,8,0.7018205544728825,tfidf
130,15,16,0.7511073464413216,tfidf
133,17,16,0.7387527356372536,tfidf
96,14,16,0.6992252706791535,tfidf
164,21,16,0.7387527356372536,tfidf
76,9,16,0.6089993423352033,tfidf
129,33,2,0.5966887000568446,tfidf
145,27,16,0.7479952069464985,tfidf
139,22,16,0.7387527356372536,tfidf
156,28,16,0.7479952069464985,tfidf
151,35,16,0.7356057829758436,tfidf
118,20,16,0.7387527356372536,tfidf
141,44,16,0.7356057829758434,tfidf
128,14,4,0.6949108513786056,tfidf
174,39,16,0.7356057829758434,tfidf
110,8,16,0.6992252706791535,tfidf
157,25,16,0.742145214630918,tfidf
146,28,16,0.7479952069464985,tfidf
146,27,16,0.7479952069464985,tfidf
134,33,16,0.7356057829758436,tfidf
162,49,16,0.7287161948593773,tfidf
150,174,8,0.5980952930560087,tfidf
144,150,16,0.6419890814990786,tfidf
138,18,16,0.7356057829758436,tfidf
152,23,16,0.7387527356372536,tfidf
122,38,16,0.7356057829758434,tfidf
142,109,16,0.6678865407205107,tfidf
157,29,16,0.7356057829758436,tfidf
154,31,16,0.7356057829758436,tfidf
169,27,16,0.7479952069464985,tfidf
136,16,16,0.7387527356372536,tfidf
159,23,2,0.583391399944723,tfidf
148,41,16,0.7356057829758434,tfidf
132,12,16,0.7356057829758439,tfidf
127,35,4,0.6949108513786056,tfidf
146,5,16,0.7356057829758439,tfidf
163,30,16,0.7356057829758434,tfidf
145,28,16,0.7479952069464985,tfidf
180,20,16,0.7387527356372536,tfidf
138,25,16,0.742145214630918,tfidf
152,35,16,0.7356057829758436,tfidf
5,86,16,0.6504344131877486,tfidf
157,17,16,0.7387527356372536,tfidf
141,31,8,0.7070087026079139,tfidf
147,27,16,0.7479952069464985,tfidf
165,46,16,0.727877841806581,tfidf
134,22,16,0.7387527356372536,tfidf
145,27,16,0.7479952069464985,tfidf
153,40,16,0.7356057829758434,tfidf
142,19,16,0.7356057829758436,tfidf
147,25,16,0.742145214630918,tfidf
150,36,16,0.7356057829758434,tfidf
138,31,16,0.7356057829758436,tfidf
161,15,16,0.7511073464413216,tfidf
170,10,2,0.5999428974068687,tfidf
176,15,16,0.7511073464413216,tfidf
160,15,16,0.7511073464413216,tfidf
174,12,16,0.7356057829758439,tfidf
162,14,16,0.7356057829758436,tfidf
167,16,16,0.7387527356372536,tfidf
179,21,16,0.7387527356372536,tfidf
158,23,16,0.7387527356372536,tfidf
171,7,16,0.7511073464413216,tfidf
171,6,4,0.6549986903756786,tfidf
175,9,16,0.7356057829758439,tfidf
185,13,16,0.7356057829758436,tfidf
16,17,16,0.49020025745056317,tfidf
164,19,16,0.7356057829758436,tfidf
160,10,16,0.7356057829758439,tfidf
155,23,16,0.7387527356372536,tfidf
165,15,16,0.7511073464413216,tfidf
182,129,16,0.6667911619937777,tfidf
189,15,16,0.7511073464413216,tfidf
190,5,8,0.7070087026079139,tfidf
195,15,16,0.7511073464413216,tfidf
191,12,16,0.7356057829758439,tfidf
176,15,16,0.7511073464413216,tfidf
195,14,16,0.7356057829758436,tfidf
177,8,16,0.7511073464413216,tfidf
177,9,16,0.7356057829758439,tfidf
187,16,16,0.7387527356372536,tfidf
183,8,16,0.7511073464413216,tfidf
182,8,16,0.7511073464413216,tfidf
183,5,16,0.7356057829758439,tfidf
177,8,16,0.7511073464413216,tfidf
188,8,16,0.7511073464413216,tfidf
189,8,16,0.7511073464413216,tfidf
194,8,16,0.7511073464413216,tfidf
188,8,16,0.7511073464413216,tfidf
188,8,16,0.7511073464413216,tfidf
187,8,16,0.7511073464413216,tfidf
194,7,16,0.7511073464413216,tfidf
190,10,16,0.7356057829758439,tfidf
182,11,16,0.7356057829758439,tfidf
188,6,16,0.7387527356372537,tfidf
180,13,2,0.652812789306996,tfidf
194,8,16,0.7511073464413216,tfidf
187,5,16,0.7356057829758439,tfidf
185,9,16,0.7356057829758439,tfidf
190,14,16,0.7356057829758436,tfidf
177,10,16,0.7356057829758439,tfidf
184,15,16,0.7511073464413216,tfidf
178,8,16,0.7511073464413216,tfidf
189,5,16,0.7356057829758439,tfidf
173,12,16,0.7356057829758439,tfidf
192,17,16,0.7387527356372536,tfidf
181,12,4,0.6949108513786056,tfidf
195,8,16,0.7511073464413216,tfidf
186,7,16,0.7511073464413216,tfidf
193,5,16,0.7356057829758439,tfidf
187,16,16,0.7387527356372536,tfidf
195,11,16,0.7356057829758439,tfidf
176,18,16,0.7356057829758436,tfidf
183,9,16,0.7356057829758439,tfidf
190,14,16,0.7356057829758436,tfidf
181,9,16,0.7356057829758439,tfidf
151,67,2,0.7516150552122198,fasttext
112,187,2,0.7301576088227864,fasttext
62,184,2,0.7309850491633102,fasttext
17,17,2,0.4791896575820614,fasttext
131,33,2,0.8089130785580501,fasttext
113,162,2,0.7385479701621631,fasttext
62,194,2,0.7280052036014805,fasttext
118,117,16,0.7566721080447756,fasttext
45,183,16,0.7071175260460771,fasttext
6,141,8,0.698930426767097,fasttext
176,7,4,0.8134780503742778,fasttext
195,11,4,0.8134780503742779,fasttext
195,57,4,0.8001592324532519,fasttext
195,7,4,0.8134780503742778,fasttext
168,76,4,0.8134780503742779,fasttext
158,86,4,0.8134780503742779,fasttext
159,47,4,0.8001592324532519,fasttext
86,100,8,0.7849344884210642,fasttext
175,77,4,0.8134780503742779,fasttext
138,37,4,0.8012956399765956,fasttext
174,125,4,0.70527659258727,fasttext
152,87,4,0.8134780503742779,fasttext
172,95,4,0.8134780503742779,fasttext
191,119,4,0.8003002675209494,fasttext
139,76,16,0.7887085469204895,fasttext
158,28,8,0.8134780503742779,fasttext
88,60,4,0.8134780503742779,fasttext
183,145,4,0.70527659258727,fasttext
164,110,4,0.8134780503742779,fasttext
132,75,4,0.8134780503742779,fasttext
143,49,8,0.8134780503742778,fasttext
184,76,4,0.8134780503742779,fasttext
167,88,4,0.8134780503742779,fasttext
181,61,4,0.8134780503742779,fasttext
124,105,4,0.8134780503742779,fasttext
152,85,4,0.8134780503742779,fasttext
166,132,16,0.7409934512245895,fasttext
106,26,2,0.7781646907892127,fasttext
146,70,4,0.8134780503742779,fasttext
186,48,2,0.8126834404937598,fasttext
176,41,16,0.8118583555441817,fasttext
156,88,4,0.8134780503742779,fasttext
150,93,4,0.8134780503742779,fasttext
126,82,4,0.8134780503742779,fasttext
168,67,4,0.8134780503742779,fasttext
36,164,4,0.70527659258727,fasttext
189,16,2,0.773249657222641,fasttext
179,113,8,0.7628642715654274,fasttext
160,102,4,0.8134780503742779,fasttext
93,52,4,0.8001592324532519,fasttext
195,95,4,0.8134780503742779,fasttext
171,67,4,0.8134780503742779,fasttext
174,97,4,0.8134780503742779,fasttext
67,106,4,0.8134780503742779,fasttext
152,80,4,0.8134780503742779,fasttext
187,127,16,0.7423727308201354,fasttext
138,92,4,0.8134780503742779,fasttext
160,119,8,0.752194359222838,fasttext
174,71,4,0.8134780503742779,fasttext
164,150,4,0.70527659258727,fasttext
145,57,2,0.7950838478107827,fasttext
156,28,8,0.8134780503742779,fasttext
181,15,8,0.8134780503742778,fasttext
169,32,8,0.8134780503742778,fasttext
132,7,8,0.8134780503742779,fasttext
113,19,4,0.8134780503742778,fasttext
191,41,8,0.8134780503742778,fasttext
161,24,4,0.8134780503742779,fasttext
179,80,16,0.7887085469204895,fasttext
153,63,4,0.8134780503742779,fasttext
138,11,4,0.8134780503742779,fasttext
79,88,4,0.8134780503742779,fasttext
82,78,4,0.8134780503742779,fasttext
103,56,4,0.8012956399765956,fasttext
119,73,4,0.8134780503742779,fasttext
88,85,4,0.8134780503742779,fasttext
73,62,4,0.8134780503742779,fasttext
98,108,2,0.822148299238414,fasttext
98,114,2,0.8037714985241288,fasttext
148,109,2,0.8037714985241288,fasttext
171,99,2,0.7730944790500717,fasttext
97,91,2,0.7745960861806858,fasttext
107,103,4,0.8134780503742779,fasttext
93,86,2,0.7891877906171672,fasttext
185,98,4,0.8134780503742779,fasttext
53,21,16,0.7256463726702597,fasttext
164,82,8,0.8003002675209494,fasttext
156,75,4,0.8134780503742779,fasttext
176,34,4,0.8001592324532519,fasttext
29,44,4,0.771842377251275,fasttext
190,69,4,0.8134780503742779,fasttext
163,124,4,0.70527659258727,fasttext
167,134,4,0.70527659258727,fasttext
179,108,4,0.8134780503742779,fasttext
157,95,4,0.8134780503742779,fasttext
141,113,8,0.7628642715654274,fasttext
171,11,4,0.8134780503742779,fasttext
183,102,2,0.7688993599415902,fasttext
153,91,4,0.8134780503742779,fasttext
176,82,4,0.8134780503742779,fasttext
193,122,16,0.7444970611070755,fasttext
127,76,4,0.8134780503742779,fasttext
145,66,4,0.8134780503742779,fasttext
132,73,4,0.8134780503742779,fasttext
150,55,4,0.8001592324532519,fasttext
160,88,4,0.8134780503742779,fasttext
108,109,8,0.7785915212010763,fasttext
88,94,4,0.8134780503742779,fasttext
167,59,4,0.8012956399765956,fasttext
117,65,2,0.7508862468115293,fasttext
173,51,4,0.8012956399765956,fasttext
184,78,4,0.8134780503742779,fasttext
188,83,4,0.8134780503742779,fasttext
179,5,4,0.8134780503742779,fasttext
