min_cluster_size,rho,beta,umap_n_components,NMI,embedding
188,1.484958748138067,0.15343215755925965,16,0.6222972643742465,BERT
174,1.435272655235864,0.19003339820047707,16,0.6191235875111017,BERT
168,1.5534092509321955,0.19984592458790945,16,0.6330245722062154,BERT
171,1.3683540485439667,0.17521915056811221,16,0.6234616716957317,BERT
163,1.4595885856081432,0.16185184073479297,16,0.6220422374859272,BERT
181,1.3126775281136405,0.20727541510608716,16,0.6206099294683487,BERT
176,1.5140682386906863,0.17744204263423294,16,0.6379387660620525,BERT
177,1.5286486540526192,0.1715765352117796,16,0.6195697978491868,BERT
166,1.4965946419156748,0.18018012267174444,16,0.6329402135073285,BERT
176,1.2151961147770205,0.13873612829855542,4,0.6281365382500574,BERT
184,1.568809694466586,0.16411640374632006,16,0.6211118426173153,BERT
172,1.4401042085615001,0.1948958595223767,16,0.6369009061814046,BERT
169,1.3949865269543875,0.21952555371718943,16,0.6379185094714707,BERT
168,1.3889168943567058,0.22066747821598057,16,0.6375045949345642,BERT
167,1.3883238476091846,0.23342306559223244,16,0.6379533612007114,BERT
163,1.3787234505532928,0.22255092805871107,16,0.6220422374859272,BERT
168,1.2883589030396905,0.22951704203765042,16,0.6249464901550922,BERT
160,1.343793007807266,0.23954006064617747,16,0.6159144698789097,BERT
155,1.3963134638795471,0.2158942156087209,8,0.6188610289249497,BERT
117,1.4111794754705094,0.20537066824399988,16,0.5552382382628975,BERT
54,1.248569344566635,0.2251543577225446,16,0.5149704013235324,BERT
176,1.4949345285525717,0.21262490554732502,16,0.6231008507691289,BERT
168,1.4265682104164983,0.2542205799585722,16,0.6369009061814046,BERT
174,1.3690285991254005,0.24364745295537632,16,0.6231008507691289,BERT
166,1.4732095472297797,0.18557205245549882,16,0.6329402135073285,BERT
170,1.31242154722444,0.2352782701486216,16,0.6234616716957317,BERT
179,1.4062596441363884,0.1939196081697945,16,0.6206099294683487,BERT
164,1.5215556429687516,0.17718657909823715,16,0.6115652177900666,BERT
173,1.3472405809347563,0.2597883293870568,16,0.6234616716957317,BERT
169,1.4605011623906192,0.2060872076123011,16,0.6369009061814046,BERT
181,1.376248169844016,0.2189186017865684,8,0.6042564083527799,BERT
172,1.4458564643046132,0.152138386389228,16,0.6369009061814046,BERT
166,1.4770940603031275,0.16537022647989694,16,0.6329402135073285,BERT
176,1.4114837850800361,0.3881928590221821,16,0.6081596503599738,BERT
162,1.5153176017708596,0.18022355236929757,16,0.6135116448566783,BERT
171,1.4332529302455597,0.26939381499120585,16,0.6369009061814046,BERT
177,1.339103125684034,0.19085289989524365,16,0.6206099294683487,BERT
170,1.5620611809715914,0.15671313254689534,16,0.6330245722062154,BERT
175,1.3909557773819012,0.16957444620750928,16,0.6191235875111017,BERT
167,1.4744128171035655,0.14516001055061198,16,0.6329402135073285,BERT
73,0.2000535387445233,0.17267679678034284,16,0.6917641963104546,word2vec
6,1.7741341487398097,0.22928434124888755,8,0.364460939729963,word2vec
69,0.7123903577247153,0.5872933610332112,8,0.5635061577923707,word2vec
144,0.6890075129025164,0.5527522474650249,2,0.6461246269788251,word2vec
119,1.1427698178720331,0.24394800839539274,2,0.6190971107341305,word2vec
92,0.9293974623394835,0.5771329945632481,8,0.5923204480352838,word2vec
46,0.2978893672517144,0.4524569065580063,4,0.5314813206932794,word2vec
174,0.40732522122089776,0.2215171653458959,16,0.7009889302020865,word2vec
17,0.17740378418137032,0.33503001255135545,4,0.44312068096304497,word2vec
51,0.8649915482155545,0.4298150612318715,8,0.5249084609806871,word2vec
190,0.0531045268626647,0.11180212099854209,16,0.7020455645167397,word2vec
195,0.08805002646367338,0.10213928734092415,16,0.7020455645167397,word2vec
193,0.07872471057489179,0.12170279609109583,16,0.7020455645167397,word2vec
156,0.0531453979150577,0.10830842638578167,16,0.696862665662842,word2vec
193,0.4527530295347813,0.10144298579488856,16,0.7020455645167397,word2vec
136,0.4584700807464348,0.16099299338506362,16,0.696862665662842,word2vec
162,0.059933884420679595,0.2968253594000508,16,0.7025006967802675,word2vec
167,0.5592815002680378,0.29589767650353704,16,0.7025006967802675,word2vec
160,0.5589451567604283,0.3061014625691137,4,0.6781989868914312,word2vec
115,0.37024439158994416,0.28424791691334284,2,0.692351285306444,word2vec
129,0.28367997483737883,0.3758073794075376,16,0.6927372359642258,word2vec
172,0.25270028427950975,0.18196666813931742,16,0.7025006967802675,word2vec
169,0.280961894540428,0.29155243411833215,16,0.7025006967802675,word2vec
147,0.5875315243949285,0.2537696717598583,16,0.696862665662842,word2vec
175,0.25711930788761345,0.1991385440978053,16,0.7009889302020865,word2vec
99,0.4945495263657179,0.2734483037336946,16,0.6523396341820913,word2vec
175,0.3405414126697964,0.3391648155197361,16,0.7009889302020865,word2vec
157,0.2107091913666943,0.19576049420713637,2,0.615143469604041,word2vec
116,0.6262671381374629,0.25738017943902824,4,0.650024188540044,word2vec
132,0.16833408858996957,0.1619114693579975,16,0.696862665662842,word2vec
181,0.36800002123926545,0.20337176818950603,16,0.7020455645167397,word2vec
164,0.19690358327523858,0.2947299223244722,16,0.7025006967802675,word2vec
