min_cluster_size,min_samples,umap_n_components,NMI,embedding
142,96,4,0.25695394834558544,fasttext
111,111,4,0.25678155876373926,fasttext
125,117,4,0.009170508283190989,fasttext
117,124,4,0.009170508283190989,fasttext
129,103,4,0.25601581375846444,fasttext
120,115,2,0.008509468744222776,fasttext
105,130,4,0.009170508283190989,fasttext
92,99,8,0.25227607901584104,fasttext
136,111,4,0.25678155876373926,fasttext
133,106,4,0.25174098998392774,fasttext
142,114,4,0.25755541927352565,fasttext
113,121,4,0.009170508283190989,fasttext
21,125,4,0.009170508283190989,fasttext
123,118,4,0.009170508283190989,fasttext
147,134,4,0.009170508283190989,fasttext
109,108,4,0.25678155876373926,fasttext
99,113,16,0.25191238887404827,fasttext
85,116,4,0.25755541927352565,fasttext
127,128,4,0.009170508283190989,fasttext
133,115,4,0.25755541927352565,fasttext
125,121,4,0.009170508283190989,fasttext
119,105,4,0.25601581375846444,fasttext
137,110,4,0.25678155876373926,fasttext
130,125,4,0.009170508283190989,fasttext
114,113,4,0.25678155876373926,fasttext
152,118,4,0.009170508283190989,fasttext
102,99,4,0.25695394834558544,fasttext
95,108,4,0.25678155876373926,fasttext
141,115,4,0.25755541927352565,fasttext
145,114,4,0.25755541927352565,fasttext
140,120,4,0.009170508283190989,fasttext
126,40,4,0.2517409899839278,fasttext
136,123,4,0.009170508283190989,fasttext
121,111,2,0.008509468744222776,fasttext
107,104,8,0.25227607901584104,fasttext
129,127,4,0.009170508283190989,fasttext
117,130,4,0.009170508283190989,fasttext
144,117,4,0.009170508283190989,fasttext
80,115,4,0.25755541927352565,fasttext
90,109,4,0.25678155876373926,fasttext
86,120,4,0.009170508283190989,fasttext
77,116,4,0.25755541927352565,fasttext
111,104,4,0.25601581375846444,fasttext
97,123,4,0.009170508283190989,fasttext
73,112,4,0.25678155876373926,fasttext
105,94,16,0.25191238887404827,fasttext
133,108,4,0.25678155876373926,fasttext
85,119,4,0.009170508283190989,fasttext
134,115,4,0.25755541927352565,fasttext
130,115,4,0.25755541927352565,fasttext
138,112,4,0.25678155876373926,fasttext
124,123,4,0.009170508283190989,fasttext
101,100,4,0.25695394834558544,fasttext
116,106,4,0.25174098998392774,fasttext
121,118,4,0.009170508283190989,fasttext
132,127,4,0.009170508283190989,fasttext
109,111,4,0.25678155876373926,fasttext
126,133,2,0.008509468744222776,fasttext
140,116,4,0.25755541927352565,fasttext
143,113,4,0.25678155876373926,fasttext
148,121,4,0.009170508283190989,fasttext
135,115,4,0.25755541927352565,fasttext
157,109,4,0.25678155876373926,fasttext
91,118,4,0.009170508283190989,fasttext
152,125,8,0.25227607901584104,fasttext
140,105,4,0.25601581375846444,fasttext
104,114,4,0.25755541927352565,fasttext
129,122,4,0.009170508283190989,fasttext
145,113,4,0.25678155876373926,fasttext
162,108,4,0.25678155876373926,fasttext
144,117,4,0.009170508283190989,fasttext
138,112,4,0.25678155876373926,fasttext
132,120,4,0.009170508283190989,fasttext
148,115,4,0.25755541927352565,fasttext
99,102,4,0.25601581375846444,fasttext
112,110,16,0.25191238887404827,fasttext
94,124,4,0.009170508283190989,fasttext
135,117,4,0.009170508283190989,fasttext
84,114,4,0.25755541927352565,fasttext
81,120,4,0.009170508283190989,fasttext
127,109,4,0.25678155876373926,fasttext
79,106,4,0.25174098998392774,fasttext
88,115,4,0.25755541927352565,fasttext
141,119,4,0.009170508283190989,fasttext
107,113,4,0.25678155876373926,fasttext
119,127,4,0.009170508283190989,fasttext
131,122,4,0.009170508283190989,fasttext
122,111,4,0.25678155876373926,fasttext
77,116,4,0.25755541927352565,fasttext
76,116,4,0.25755541927352565,fasttext
80,107,4,0.25695394834558544,fasttext
72,118,4,0.009170508283190989,fasttext
69,114,4,0.25755541927352565,fasttext
56,123,4,0.009170508283190989,fasttext
136,110,4,0.25678155876373926,fasttext
115,119,8,0.25227607901584104,fasttext
64,103,2,0.008509468744222776,fasttext
