min_samples,xi,umap_n_components,NMI,embedding
65,0.010278442754414235,16,0.3116114550460899,BERT
66,0.09428818585540813,16,0.07512072835132476,BERT
65,0.0641057218267637,8,0.1718217650667588,BERT
47,0.010637410067743781,16,0.3337390889371277,BERT
58,0.010950151107044193,16,0.32941895648307606,BERT
57,0.05070035399098147,16,0.18264026897878938,BERT
54,0.025280739333214022,16,0.31778553679486593,BERT
49,0.05465489364596078,16,0.21053956520847292,BERT
55,0.0797457338416821,16,0.12122473764562075,BERT
30,0.027135102970914714,16,0.27978759347577853,BERT
79,0.10478804898419931,16,0.013617384664015724,BERT
62,0.0250646911832179,16,0.32444365741036096,BERT
36,0.1408482026565405,16,0.0615178849516749,BERT
62,0.047180813585181225,16,0.20233936858342827,BERT
74,0.02782278502340235,16,0.31614186976148495,BERT
68,0.06887595225570958,16,0.10290791574451047,BERT
50,0.024184867524215944,16,0.27066571639443393,BERT
62,0.045859798556233095,16,0.20132264915844278,BERT
83,0.09359825794061014,16,0.07100889795899004,BERT
94,0.07049044695965043,16,0.01750172872577993,BERT
46,0.012365832742773267,16,0.33630099965094784,BERT
46,0.11597684873471426,16,0.11961757604009803,BERT
51,0.010694496756016069,4,0.3218314397588126,BERT
52,0.046632432048536725,4,0.19500355081372223,BERT
57,0.013903061278908542,4,0.31121120274811603,BERT
38,0.0371501580771151,4,0.2830026448019841,BERT
46,0.06124356043250363,4,0.192107390454001,BERT
59,0.024755394455018707,16,0.30767064228673363,BERT
51,0.010297057507844633,4,0.3218314397588126,BERT
23,0.01192538586641322,8,0.2954028394807305,BERT
52,0.08713652125191419,4,0.05353215104904748,BERT
41,0.05128969383333894,4,0.24094715846110593,BERT
55,0.012786528137260316,4,0.3119742801142456,BERT
68,0.04145337467875041,4,0.26145435700058645,BERT
48,0.07205649639841341,16,0.1804417702555734,BERT
61,0.040404280699873146,16,0.22790056044113052,BERT
79,0.027443998275174648,16,0.32028666721416027,BERT
79,0.01024734119943991,4,0.31435320019234897,BERT
43,0.28343432082938225,16,0.02113280104696114,BERT
33,0.06026480479513799,16,0.23920111291337331,BERT
71,0.02953436679538146,16,0.25138328253139713,BERT
86,0.0810123819725886,16,0.01750172872577993,BERT
50,0.35215014276277884,16,0.013850879163825233,BERT
77,0.02863544102456643,16,0.27650213393551126,BERT
69,0.051406107531256684,16,0.15040981927628377,BERT
57,0.03548419737491343,16,0.28246048102408916,BERT
65,0.06531746866764675,16,0.10997442127071234,BERT
81,0.012892856528216475,16,0.28298583641419955,BERT
76,0.029728558633783504,16,0.28936914246303286,BERT
73,0.3795187355446843,4,0.007102125324059422,BERT
53,0.050811745721735704,16,0.21282527458236505,BERT
63,0.08360620042945918,16,0.07512072835132476,BERT
60,0.011001238120180973,16,0.3160794620304603,BERT
73,0.027255791548271478,16,0.31939069014357957,BERT
85,0.035073529646478585,16,0.2725049903892169,BERT
45,0.05849587268575358,16,0.24563763701574845,BERT
69,0.010298114425513247,16,0.2937947837225973,BERT
92,0.038693838377614934,16,0.27618215596866075,BERT
73,0.10151963190831363,16,0.11840870918757865,BERT
57,0.07243053417447484,8,0.11376558757302381,BERT
81,0.02742742981071984,16,0.31049494534391664,BERT
50,0.051810048783345435,16,0.22817962217885787,BERT
64,0.024852437860616056,4,0.2775073426914302,BERT
75,0.02736014709614689,16,0.32440025153874774,BERT
77,0.03833747653127707,16,0.2988000649843391,BERT
71,0.010027620840233032,16,0.27469866901523377,BERT
88,0.0633133404738365,16,0.18230249683302174,BERT
67,0.0461729222362654,16,0.19155329170902421,BERT
97,0.02478991579424426,16,0.3017830058887517,BERT
41,0.08214688642158381,16,0.11657819095494036,BERT
55,0.17797744002522548,16,0.12226054297894262,BERT
81,0.04753545398527986,16,0.2413542344744428,BERT
75,0.0258425741207879,4,0.29413901857766966,BERT
74,0.024768184040147644,16,0.31614186976148495,BERT
60,0.060079298163122116,16,0.1715931843309055,BERT
79,0.04204405567679453,16,0.24974396325890852,BERT
47,0.010773463866257712,16,0.3337390889371277,BERT
48,0.013607834745050444,16,0.32299083927408256,BERT
47,0.011139213930414706,16,0.3327977667601823,BERT
44,0.012146297357219659,16,0.301095588112068,BERT
44,0.5112584261417613,16,0.013993720863484646,BERT
36,0.039767608370265196,16,0.302383702065879,BERT
48,0.011655773335858849,16,0.32898710873527437,BERT
47,0.02398222649938274,16,0.31621990622643253,BERT
52,0.010201735747122069,16,0.32088563036428547,BERT
50,0.6502451725660285,16,0.0,BERT
39,0.21461170829771037,16,0.059052861518344296,BERT
47,0.01083652340534565,16,0.3337390889371277,BERT
47,0.014316842590590588,16,0.29174651606763397,BERT
52,0.012773025164150366,16,0.29119125916035443,BERT
42,0.05508679205581594,4,0.20313578588615216,BERT
49,0.038093774102370435,8,0.24357612065514272,BERT
46,0.011524517466247351,16,0.3358773999989507,BERT
38,0.013055936791259794,16,0.285608268611681,BERT
47,0.010263165370879068,16,0.3337390889371277,BERT
46,0.011287657035066631,16,0.3358773999989507,BERT
44,0.010479953992151472,16,0.31411550325577137,BERT
47,0.04395513501927353,16,0.25474301920403697,BERT
53,0.011004368246055942,16,0.32359026244916345,BERT
53,0.062161198371427605,16,0.1820193943387111,BERT
31,0.012410330991823374,16,0.3014725194892097,BERT
40,0.010317544876935803,16,0.2870484772085627,BERT
81,0.18110465920022364,4,0.27227180311453114,word2vec
110,0.02598421962439597,16,0.2789725144686529,word2vec
49,0.313967747335303,4,0.0,word2vec
176,0.11796975610803248,2,0.2652589785169432,word2vec
131,0.5589767256244672,4,0.0,word2vec
76,0.6156191079994362,8,0.0,word2vec
60,0.7846640225820146,8,0.0,word2vec
92,0.5022165277443656,2,0.0,word2vec
8,0.13604301690322393,2,0.17750435486747188,word2vec
63,0.14170546210420684,16,0.0,word2vec
129,0.010507716671009693,16,0.4529889313581209,word2vec
139,0.052339268628571335,16,0.269383928858508,word2vec
126,0.021184366470452597,16,0.46047465214407896,word2vec
178,0.346788767496672,16,0.0,word2vec
147,0.010207615695704888,16,0.49342504016871513,word2vec
155,0.25974470658214505,16,0.0,word2vec
192,0.40090992025391425,16,0.0,word2vec
109,0.23665894093817216,16,0.0,word2vec
161,0.22607313463861015,8,0.0,word2vec
119,0.08793605803076951,16,0.27328590500359784,word2vec
141,0.021187038493948783,16,0.4671860980047343,word2vec
148,0.010980324178666859,16,0.508575748567118,word2vec
151,0.15982150712362506,16,0.0,word2vec
145,0.0970731651524505,16,0.26841407657054817,word2vec
171,0.011213830467669716,16,0.5019704476031747,word2vec
171,0.0919045339803256,16,0.2664810034524593,word2vec
189,0.19135562477743076,4,0.2639054343229627,word2vec
162,0.2725789007555466,2,0.0,word2vec
172,0.08139096339298306,8,0.26566704135845304,word2vec
94,0.1875690388665489,4,0.26914971058401665,word2vec
193,0.18983882817181325,16,0.0,word2vec
147,0.10551444807287015,16,0.26841407657054817,word2vec
138,0.018951246913418006,16,0.4705034709490791,word2vec
164,0.05170900624450355,16,0.26744644122859057,word2vec
112,0.04914272470999521,16,0.27328590500359784,word2vec
181,0.017438200664284514,16,0.42355752864006363,word2vec
130,0.1345886049396957,4,0.26743540392235204,word2vec
139,0.07044265995425725,2,0.26485886542576775,word2vec
27,0.01122893578762618,8,0.22732332467522937,word2vec
154,0.13850636421234164,16,0.0,word2vec
83,0.31046699765665936,4,0.0,word2vec
142,0.0623578223254745,16,0.26841407657054817,word2vec
119,0.11342277830787689,16,0.27328590500359784,word2vec
134,0.012113821578974098,16,0.4660404221596378,word2vec
167,0.053536766979663565,16,0.26744644122859057,word2vec
183,0.15789876596945485,2,0.2652589785169432,word2vec
157,0.04299465356468016,16,0.27161021652307965,word2vec
136,0.11263081545744608,16,0.27328590500359784,word2vec
122,0.014541691834106071,16,0.46940165037473836,word2vec
123,0.06699788484556188,8,0.27220424129794685,word2vec
105,0.12398412487480437,16,0.27643968239861416,word2vec
147,0.015548577982474936,16,0.391658424004921,word2vec
117,0.046090783028029096,16,0.27328590500359784,word2vec
102,0.08266914394835703,16,0.2754551267397818,word2vec
126,0.03762167223556394,16,0.27328590500359784,word2vec
151,0.16925748300928553,16,0.0,word2vec
132,0.0110689795572149,16,0.48242703088678046,word2vec
134,0.08670074359731793,16,0.27328590500359784,word2vec
158,0.1332480385898451,2,0.2628580749349501,word2vec
111,0.07379388534416595,16,0.27328590500359784,word2vec
173,0.013340679772124931,16,0.41169308889744954,word2vec
142,0.03561565771780871,16,0.26841407657054817,word2vec
129,0.10331942224931671,16,0.27328590500359784,word2vec
150,0.042818656338556325,16,0.46149906912116945,word2vec
