n_clusters,umap_n_components,NMI,embedding
4,4,0.03359508816594993,BERT
2,2,0.014491227397182395,BERT
4,16,0.032181120127976685,BERT
5,16,0.04817321460229482,BERT
4,8,0.03137668687268513,BERT
2,16,0.013993720863484646,BERT
6,2,0.11449805175369257,BERT
5,4,0.058225320767720266,BERT
3,8,0.017105895125193175,BERT
8,4,0.16988435282537512,BERT
8,4,0.16988435282537506,BERT
8,4,0.1698843528253751,BERT
8,4,0.16988435282537506,BERT
7,4,0.17065615281566526,BERT
7,4,0.17065615281566526,BERT
7,4,0.1706561528156653,BERT
6,4,0.11040772557127872,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369253,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369258,BERT
7,2,0.17626730186174466,BERT
5,2,0.11416022305090177,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369254,BERT
8,2,0.17547928963028822,BERT
7,8,0.09986004421399307,BERT
5,2,0.11416022305090179,BERT
6,2,0.11449805175369256,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028825,BERT
7,2,0.1762673018617447,BERT
6,16,0.09864115556429662,BERT
8,2,0.17547928963028822,BERT
5,16,0.046897468403230995,BERT
4,8,0.03137668687268513,BERT
6,2,0.11449805175369254,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
3,2,0.028489877915193834,BERT
7,2,0.17626730186174466,BERT
8,16,0.17318835219004367,BERT
6,2,0.11449805175369253,BERT
8,8,0.1706286498124993,BERT
7,2,0.17626730186174466,BERT
8,2,0.17547928963028822,BERT
7,2,0.17626730186174466,BERT
2,16,0.013993720863484646,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
6,2,0.11449805175369253,BERT
8,2,0.17547928963028822,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369253,BERT
7,8,0.09986004421399308,BERT
8,2,0.17547928963028825,BERT
6,2,0.11449805175369253,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,4,0.17065615281566526,BERT
8,2,0.17547928963028822,BERT
6,2,0.11449805175369257,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
6,8,0.09961473899880237,BERT
3,16,0.01691164938619551,BERT
7,2,0.17626730186174464,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
8,2,0.17547928963028825,BERT
6,4,0.11040772557127874,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028822,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028822,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
6,16,0.09864115556429663,BERT
4,2,0.04590499024154623,BERT
7,8,0.1006090839678639,BERT
7,2,0.17626730186174466,BERT
6,2,0.11449805175369253,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
8,4,0.16988435282537506,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369253,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028825,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
6,16,0.0986411555642966,BERT
7,2,0.1762673018617447,BERT
7,8,0.1006090839678639,BERT
8,2,0.17547928963028822,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174464,BERT
7,2,0.17626730186174466,BERT
7,4,0.1706561528156653,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369256,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028822,BERT
7,2,0.1762673018617447,BERT
5,2,0.11416022305090179,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,16,0.17458874848363734,BERT
7,2,0.1762673018617447,BERT
7,8,0.09986004421399307,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,4,0.17065615281566526,BERT
8,2,0.17547928963028822,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369256,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
8,2,0.17547928963028825,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
3,2,0.02833919673679434,BERT
7,2,0.1762673018617447,BERT
7,16,0.1745887484836373,BERT
7,2,0.17626730186174466,BERT
7,8,0.09986004421399308,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
6,2,0.11449805175369253,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,4,0.17065615281566526,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,16,0.17458874848363734,BERT
7,2,0.1762673018617447,BERT
5,2,0.11416022305090177,BERT
7,8,0.10060908396786392,BERT
7,2,0.17626730186174466,BERT
7,2,0.17626730186174466,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
7,2,0.1762673018617447,BERT
4,2,0.045904990241546234,BERT
7,2,0.1762673018617447,BERT
7,2,0.17626730186174464,BERT
7,4,0.17065615281566526,BERT
7,2,0.1762673018617447,BERT
4,4,0.43791731324071465,word2vec
7,16,0.48785352128235954,word2vec
7,16,0.4878535212823595,word2vec
2,8,0.2744729078115023,word2vec
6,2,0.4998612587206757,word2vec
6,2,0.49986125872067555,word2vec
3,2,0.4881521036369548,word2vec
8,8,0.48951852173507415,word2vec
4,4,0.4379173132407147,word2vec
3,8,0.47125085267396055,word2vec
5,2,0.49147316450503403,word2vec
6,2,0.49986125872067555,word2vec
6,2,0.49986125872067555,word2vec
6,2,0.49986125872067555,word2vec
8,2,0.45387517669057376,word2vec
5,2,0.4920996477600904,word2vec
7,2,0.48041318042540726,word2vec
6,16,0.502130035569588,word2vec
5,16,0.49667979286105846,word2vec
4,16,0.44133864278748686,word2vec
7,16,0.48785352128235954,word2vec
6,4,0.5006349326958968,word2vec
6,4,0.5006349326958969,word2vec
5,4,0.4998241886044165,word2vec
7,4,0.4859300029694082,word2vec
6,4,0.5006349326958969,word2vec
5,4,0.4998241886044165,word2vec
8,4,0.4891188754434034,word2vec
6,4,0.5006349326958969,word2vec
4,4,0.43791731324071465,word2vec
5,16,0.4966797928610585,word2vec
6,4,0.5006349326958969,word2vec
7,4,0.48593000296940836,word2vec
7,4,0.4859300029694083,word2vec
6,4,0.5006349326958969,word2vec
7,16,0.48785352128235954,word2vec
6,4,0.5006349326958969,word2vec
5,8,0.4958253447983238,word2vec
