k,nc,umap_n_components,NMI,embedding
31,6,16,0.5256312886924907,fasttext
33,6,16,0.5531555716835505,fasttext
28,6,8,0.429713931250426,fasttext
35,6,16,0.49289617786904677,fasttext
30,6,16,0.5534140378639115,fasttext
30,6,16,0.5534140378639115,fasttext
32,6,16,0.5462439648618014,fasttext
26,6,16,0.5112829463768211,fasttext
29,6,16,0.5358696350967465,fasttext
33,6,16,0.5531555716835505,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
27,6,16,0.5304394916039592,fasttext
25,6,4,0.5185719587979581,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
28,6,16,0.5343230324957299,fasttext
29,6,16,0.5358696350967465,fasttext
32,6,16,0.5462439648618014,fasttext
30,6,16,0.5534140378639115,fasttext
34,6,2,0.48355491622067776,fasttext
27,6,16,0.5304394916039592,fasttext
28,6,16,0.5343230324957299,fasttext
33,6,16,0.5531555716835505,fasttext
30,6,16,0.5534140378639115,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
29,6,16,0.5358696350967465,fasttext
32,6,16,0.5462439648618014,fasttext
28,6,8,0.429713931250426,fasttext
31,6,16,0.5256312886924907,fasttext
29,6,16,0.5358696350967465,fasttext
26,6,16,0.5112829463768211,fasttext
32,6,16,0.5462439648618014,fasttext
30,6,16,0.5534140378639115,fasttext
30,6,16,0.5534140378639115,fasttext
29,6,16,0.5358696350967465,fasttext
31,6,16,0.5256312886924907,fasttext
28,6,16,0.5343230324957299,fasttext
33,6,16,0.5531555716835505,fasttext
30,6,16,0.5534140378639115,fasttext
27,6,4,0.47729291331491797,fasttext
32,6,16,0.5462439648618014,fasttext
31,6,16,0.5256312886924907,fasttext
30,6,16,0.5534140378639115,fasttext
29,6,16,0.5358696350967465,fasttext
30,6,16,0.5534140378639115,fasttext
28,6,16,0.5343230324957299,fasttext
32,6,16,0.5462439648618014,fasttext
31,6,2,0.4813420342274587,fasttext
29,6,16,0.5358696350967465,fasttext
34,6,16,0.4951744878189802,fasttext
30,6,16,0.5534140378639115,fasttext
29,6,8,0.4281642589908955,fasttext
6,6,16,0.5096015627540365,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
28,6,16,0.5343230324957299,fasttext
33,6,16,0.5531555716835505,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
29,6,16,0.5358696350967465,fasttext
27,6,16,0.5304394916039592,fasttext
32,6,16,0.5462439648618014,fasttext
30,6,16,0.5534140378639115,fasttext
31,6,16,0.5256312886924907,fasttext
29,6,16,0.5358696350967465,fasttext
30,6,16,0.5534140378639115,fasttext
28,6,16,0.5343230324957299,fasttext
32,6,16,0.5462439648618014,fasttext
29,6,16,0.5358696350967465,fasttext
30,6,4,0.5498700691120928,fasttext
33,6,16,0.5531555716835505,fasttext
31,6,16,0.5256312886924907,fasttext
30,6,16,0.5534140378639115,fasttext
29,6,16,0.5358696350967465,fasttext
28,6,16,0.5343230324957299,fasttext
31,6,16,0.5256312886924907,fasttext
30,6,16,0.5534140378639115,fasttext
32,6,16,0.5462439648618014,fasttext
30,6,2,0.48463521539326326,fasttext
29,6,16,0.5358696350967465,fasttext
27,6,16,0.5304394916039592,fasttext
31,6,16,0.5256312886924907,fasttext
30,6,16,0.5534140378639115,fasttext
30,6,16,0.5534140378639115,fasttext
28,6,16,0.5343230324957299,fasttext
31,6,16,0.5256312886924907,fasttext
29,6,16,0.5358696350967465,fasttext
32,6,16,0.5462439648618014,fasttext
29,6,16,0.5358696350967465,fasttext
30,6,16,0.5534140378639115,fasttext
28,6,16,0.5343230324957299,fasttext
