bandwidth,umap_n_components,NMI,embedding
0.0348479952970085,16,0.3375569427193773,BERT
0.076952633304002,16,0.3337737305631567,BERT
0.10010188210968897,16,0.3339913107809656,BERT
0.05565388611006621,16,0.3355326877036718,BERT
0.027605462755508695,16,0.3388724355121961,BERT
0.010924145306446052,16,0.34102881188095063,BERT
0.030981928650739746,16,0.33877970812690067,BERT
0.012616070218959025,16,0.3408181567415755,BERT
0.04803449996356457,16,0.33626276947356226,BERT
0.02645445412575089,16,0.3390146037755288,BERT
0.47678540699383976,16,0.3284149294818949,BERT
0.010113884761926917,16,0.3412208628725631,BERT
0.06277154707208914,16,0.3356706410384869,BERT
0.18740024233062177,16,0.3296863100584751,BERT
0.012563638460383572,16,0.3408181567415755,BERT
0.0301990830092675,16,0.3388137302814552,BERT
0.04537376224731388,16,0.3367633272312044,BERT
0.010471730426824553,16,0.34102508743693655,BERT
0.5831878840424468,16,0.3191281913609871,BERT
0.011041355973905636,16,0.34102881188095063,BERT
0.031708989132339514,16,0.33842306722582205,BERT
0.04178650922756096,16,0.3371920308752288,BERT
0.06286283926825484,16,0.33569153880296865,BERT
0.02760751359966557,16,0.3388724355121961,BERT
0.011278598587272003,16,0.34102881188095063,BERT
0.013079114013491516,16,0.3407032862727195,BERT
0.04696660540363436,16,0.33682058553575867,BERT
0.010887835109071924,16,0.34102881188095063,BERT
0.028933688887528064,16,0.33886303570608034,BERT
0.011254864488811373,16,0.34102881188095063,BERT
0.07199702474237217,16,0.33495022694777704,BERT
0.039600593596792646,16,0.3375581141038888,BERT
0.05606104595890088,16,0.33560494275901315,BERT
0.028062525199403394,16,0.3389148484033458,BERT
0.01126958547799024,16,0.34102881188095063,BERT
0.010339946619077955,16,0.3411229809309497,BERT
0.030871871816640986,16,0.3387594674095768,BERT
0.010353990711392608,16,0.34102508743693655,BERT
0.03995822348796258,2,0.32248013758455,BERT
0.04699844889688317,16,0.33682058553575867,BERT
0.010288857358701428,16,0.3411229809309497,BERT
0.07848560179485171,16,0.33404096024958085,BERT
0.027965790868623948,16,0.3389320157958777,BERT
0.05356860384467406,16,0.3353199975190596,BERT
0.010176204972166538,16,0.3412208628725631,BERT
0.026974237306107665,16,0.3389474073120314,BERT
0.024562324665079002,16,0.3389662115207762,BERT
0.011541373591625392,16,0.3410489397560274,BERT
0.17395615439511447,16,0.32830664739135457,BERT
0.2096637686312959,16,0.3277184889885954,BERT
0.010405109088733619,16,0.34102508743693655,BERT
0.0450412730693954,16,0.33664843887140805,BERT
0.0296797749808134,16,0.3388305608384586,BERT
0.028902795996424306,4,0.34285586250694366,word2vec
0.4641171295622876,8,0.39754024328795884,word2vec
0.732418931544719,8,0.47020440672437863,word2vec
0.659294201929901,8,0.44487998983455224,word2vec
0.7009682265267994,16,0.4413211119784051,word2vec
0.5540309733953784,16,0.41445603377263973,word2vec
0.021811134430419037,16,0.34155890799264643,word2vec
0.20225544093421297,8,0.3591898765761878,word2vec
0.3301624421480919,2,0.3715272926153177,word2vec
0.5205762593336477,8,0.40846998409365665,word2vec
0.877155634365625,4,0.4680721556970942,word2vec
0.8919608229878603,4,0.46714592065554583,word2vec
0.8855950658400236,4,0.467413334953427,word2vec
0.7622397683815497,2,0.4462405496163278,word2vec
0.7885205856268798,4,0.46757764535516244,word2vec
0.612229581659806,8,0.43312938768181086,word2vec
0.786265154475748,4,0.4622901659102929,word2vec
0.8959541030693129,2,0.4743603098330654,word2vec
0.6663277304461974,2,0.46683287521352584,word2vec
0.7340667146319759,2,0.44562853578648615,word2vec
0.8287214139269339,2,0.47143263834075566,word2vec
0.8112305117346523,2,0.4932095410267405,word2vec
0.8585392379813748,2,0.48411581524069786,word2vec
0.9095988584472388,2,0.49650768988426186,word2vec
0.7919106459772012,2,0.47030444187875753,word2vec
0.8414857824316813,2,0.4922866073421474,word2vec
0.8259146840125031,2,0.4717960932960917,word2vec
0.6403341409853758,2,0.44518787210457705,word2vec
0.7196224292928786,2,0.4408846968655024,word2vec
0.8170836881523709,2,0.47095252943870414,word2vec
0.9042671465755727,2,0.5281245955155373,word2vec
0.8423622788726308,2,0.49228660734214735,word2vec
0.7604464536714317,2,0.4405633244743489,word2vec
0.8900880620538467,2,0.49658911316996224,word2vec
0.8972725091644772,2,0.49663931095280744,word2vec
0.8927133075054022,16,0.4665622157831122,word2vec
0.7049364516319047,2,0.44580974340925345,word2vec
0.7438808360771519,16,0.45697926400657596,word2vec
0.8888496169493174,2,0.49744205373504297,word2vec
0.9088721909936992,2,0.4966330353786899,word2vec
0.8539081710818467,8,0.4736622172242394,word2vec
0.9040895639169347,2,0.49668059381016666,word2vec
0.9099742644101353,2,0.49650768988426186,word2vec
0.8385790918198929,2,0.49228660734214735,word2vec
0.7901436817424824,16,0.44344196658090274,word2vec
0.8635965556535659,2,0.4926272177925496,word2vec
0.7510344424742862,2,0.4381013364188466,word2vec
0.8610999118908522,8,0.47270667516693826,word2vec
0.684391278275487,2,0.45167478166905967,word2vec
0.7853733925915153,4,0.46247933266153124,word2vec
0.9059535145740641,2,0.5281245955155373,word2vec
0.870903097637487,2,0.4967412588627722,word2vec
0.8702388530950895,2,0.4964576575568547,word2vec
0.8137587320085208,2,0.4885098845103932,word2vec
0.8709226369570745,2,0.4967412588627722,word2vec
0.8666177022792636,2,0.49051986075194115,word2vec
0.7700604351128744,8,0.45218290912312736,word2vec
0.7994683483505527,4,0.4820955990110256,word2vec
0.8302616640963315,16,0.48233864525992476,word2vec
0.7225156626487884,2,0.44387135604487227,word2vec
0.8760963831661028,2,0.4976132766579827,word2vec
0.8586954792915296,2,0.48411581524069786,word2vec
0.8814348728211008,2,0.47982356382244923,word2vec
0.8175243282754171,2,0.47095252943870414,word2vec
0.8767414267362372,2,0.48054975513168263,word2vec
0.9075102619040607,2,0.52855819464374,word2vec
0.8362683326486703,2,0.4926438583685804,word2vec
0.7691924800438649,2,0.4548538060332478,word2vec
0.804383507008491,2,0.4696901891059036,word2vec
0.8387137810671608,4,0.4779131280628012,word2vec
0.875169322980809,2,0.4973873837424329,word2vec
0.9097384934127525,2,0.49650768988426186,word2vec
0.8769124598853822,2,0.49824429268686116,word2vec
0.8521306742232048,2,0.49453510806531115,word2vec
0.8873040304391094,2,0.49744205373504297,word2vec
0.8833171392659459,2,0.4784191494002129,word2vec
0.816323051142363,2,0.4707555534719126,word2vec
0.887186913580687,8,0.4903186836181913,word2vec
0.843059586825601,2,0.49253800463025826,word2vec
0.7817147911962872,16,0.4481504272699162,word2vec
0.9081165620128423,2,0.4966330353786899,word2vec
0.8804866930762818,2,0.4798983378566532,word2vec
0.8531261938475874,2,0.49453510806531115,word2vec
0.8300695374750676,2,0.4716254381557924,word2vec
0.8023342264613963,2,0.4697486263336566,word2vec
0.8837975305269022,2,0.4784191494002129,word2vec
0.7514345600861452,2,0.45002442327746045,word2vec
0.9091644387866149,2,0.4966330353786899,word2vec
0.8615405171213714,2,0.48427845730908164,word2vec
0.8891000938453512,4,0.4668258811567121,word2vec
0.8228565647478038,2,0.47162520775217887,word2vec
0.8706596993984105,2,0.4970133458576735,word2vec
0.8478969561151437,2,0.49278763056895875,word2vec
0.8722665288839616,2,0.47853349578859267,word2vec
0.889036349354249,2,0.49744205373504297,word2vec
0.8904869492911006,2,0.49658911316996224,word2vec
0.842255369257441,2,0.49228660734214735,word2vec
0.8051958713884878,8,0.4613128052977307,word2vec
0.896066810362771,16,0.46917112463531385,word2vec
0.8604469100228648,2,0.48427845730908164,word2vec
0.7790065382561843,2,0.45986331498072364,word2vec
0.8727879549417519,2,0.47888436086494734,word2vec
0.9081023454622313,2,0.4966330353786899,word2vec
0.8300018363726405,2,0.47078836726005047,word2vec
0.8685315377488677,2,0.49303973807337986,word2vec
0.8825511178931305,2,0.49755351258138336,word2vec
0.8891139187467206,2,0.49744205373504297,word2vec
0.8472394016334014,2,0.49242561801344087,word2vec
0.8864007354688228,2,0.49744205373504297,word2vec
0.89682951667683,2,0.49663931095280744,word2vec
0.8171655587517208,4,0.4776251343263335,word2vec
0.8947945309006627,2,0.49685004261269194,word2vec
0.8530680743206661,2,0.49453510806531115,word2vec
0.8852467701392863,2,0.49744205373504297,word2vec
0.8908949140610121,2,0.4798411864035161,word2vec
0.8317007349939587,2,0.4711511405566932,word2vec
0.7946039094673608,2,0.46195274117836693,word2vec
0.8537244562582159,2,0.49453510806531115,word2vec
0.8898800715151785,8,0.4902539691325744,word2vec
0.9084366643730485,2,0.4966330353786899,word2vec
0.9098497810262162,16,0.47212495520570247,word2vec
0.8729917991362058,2,0.4973873837424329,word2vec
0.8794118706627125,2,0.4773950579171818,word2vec
0.8417860404916252,2,0.49416491167353016,word2vec
0.8820791903130236,2,0.47803691627488154,word2vec
0.8644848195512952,2,0.4853087814379086,word2vec
0.8188711165938521,2,0.47095252943870414,word2vec
0.5860844624764082,2,0.4292907983394912,word2vec
0.8551025335459993,2,0.49403984935345197,word2vec
0.8948022065409689,2,0.49685004261269194,word2vec
0.8311704221838295,2,0.4717960932960917,word2vec
0.8721781174245821,2,0.47853349578859267,word2vec
0.8809504533902114,2,0.47982356382244923,word2vec
0.908930288322102,2,0.4966330353786899,word2vec
0.862022544958348,2,0.48427845730908164,word2vec
0.8810257935472702,2,0.47982356382244923,word2vec
0.46115811930121975,2,0.4026617829410558,word2vec
0.8425452085607481,2,0.49228660734214735,word2vec
0.8059783419489864,4,0.48906509954532484,word2vec
0.8934465667373821,2,0.4970964691425763,word2vec
0.8636335251054688,2,0.4926272177925496,word2vec
0.892279211724767,2,0.4966485219963216,word2vec
0.9099285508461739,2,0.49650768988426186,word2vec
0.8712858920616322,2,0.47742239252378404,word2vec
0.8848667470348329,2,0.49744205373504297,word2vec
0.8455719418579221,2,0.49242561801344087,word2vec
0.4970980959224458,8,0.40578101423412366,word2vec
0.825879682361878,2,0.4717960932960917,word2vec
0.8782622995780371,2,0.47901440451063365,word2vec
0.8515851601037626,16,0.47006652833686247,word2vec
0.3653191578851746,2,0.3814389771964984,word2vec
0.8925193271412926,2,0.49664852199632165,word2vec
0.8954607781475448,2,0.4742152443551549,word2vec
0.6526098991296788,2,0.44839443670353246,word2vec
0.8680926111922823,2,0.49303973807337986,word2vec
0.892941591389997,2,0.4972500384774114,word2vec
0.9095306055253213,2,0.4966330353786899,word2vec
0.8760412231357372,2,0.4976132766579827,word2vec
0.8579408525551621,2,0.48411581524069786,word2vec
0.7361674672153458,2,0.4452317790387215,word2vec
0.8760277664594568,2,0.4976132766579827,word2vec
0.8766243188709679,2,0.47933742093058973,word2vec
0.837099336635728,2,0.492572310027131,word2vec
0.8770619257910444,2,0.49824429268686116,word2vec
0.8537877106627172,2,0.49453510806531115,word2vec
0.8838456380883304,2,0.4784191494002129,word2vec
0.8179297262842472,2,0.47095252943870414,word2vec
0.8612801759515396,2,0.48427845730908164,word2vec
0.8939946999742249,4,0.4671341374673495,word2vec
0.8401290755633314,2,0.4926496287358352,word2vec
0.6743669991980636,2,0.45764931077636634,word2vec
0.8759135643973698,2,0.4976132766579827,word2vec
0.8832505497620061,2,0.4784191494002129,word2vec
0.9089754760078906,2,0.4966330353786899,word2vec
0.8697694076296856,2,0.4964576575568547,word2vec
0.6254564318299509,2,0.4397320457351543,word2vec
0.877469173186307,2,0.49824429268686116,word2vec
0.8542292316809236,2,0.4945351080653112,word2vec
0.9088516765777601,8,0.4905873206991183,word2vec
0.7620351757532148,2,0.4406781281508849,word2vec
0.8828307737528119,16,0.4707714840490954,word2vec
0.873138345115876,2,0.47612637777100586,word2vec
0.8926572711726072,2,0.4972500384774114,word2vec
0.8616684964487579,2,0.48427845730908164,word2vec
0.8350934059284316,2,0.47122166123091563,word2vec
0.8927351845749568,2,0.4972500384774114,word2vec
0.8695532957110582,2,0.4964576575568547,word2vec
0.8447860706364146,2,0.49253800463025826,word2vec
0.8811067407879241,2,0.47982356382244923,word2vec
0.8955538218501063,2,0.4742062359203641,word2vec
0.7995388538842629,2,0.46149624185825405,word2vec
0.8760017797274493,2,0.4976132766579827,word2vec
0.8598108554200894,2,0.4832829973519075,word2vec
0.9095489950208001,2,0.49650768988426186,word2vec
0.5613056264990959,2,0.4175452008409708,word2vec
0.8758221985902545,2,0.4976132766579827,word2vec
0.8809865815100448,2,0.47982356382244923,word2vec
0.8288938823604998,2,0.4712739241864389,word2vec
0.8538634655249969,2,0.49453510806531115,word2vec
0.8944414467040347,2,0.4967347918552491,word2vec
0.4829018453094319,2,0.47515434010810037,tfidf
0.7524782522855196,16,0.554220939957241,tfidf
0.5395314434686611,16,0.4869972576504016,tfidf
0.6067730067276549,8,0.5155716834295577,tfidf
0.8789355027395948,16,0.5845227858737285,tfidf
0.24177185207490445,8,0.40174715106154435,tfidf
0.56627106989126,4,0.5005933537655625,tfidf
0.9079144364504682,4,0.599438370772689,tfidf
0.4464045536016565,8,0.4532443519972942,tfidf
0.5745459215909335,2,0.5156680867553289,tfidf
0.9036010871604035,4,0.5948663060146772,tfidf
0.8970598518326122,4,0.5949659137580379,tfidf
0.7708267309929278,4,0.5598040872223069,tfidf
0.7594658831253795,4,0.556052709871857,tfidf
0.896293105605626,4,0.5949659137580379,tfidf
0.6921417925961542,4,0.550433959033656,tfidf
0.8340751610092758,4,0.5842627756013437,tfidf
0.6774439778749358,4,0.5412098503249433,tfidf
0.8138970844379008,2,0.5579914180280137,tfidf
0.9040358557615632,4,0.5948663060146772,tfidf
0.036512095431748604,4,0.35633538306908696,tfidf
0.9083458242248468,4,0.599438370772689,tfidf
0.8190089573069779,4,0.5801048364393998,tfidf
0.7099336191403026,4,0.5589997899073391,tfidf
0.8251944802691668,4,0.5739783135333458,tfidf
0.9094168748276602,4,0.5988158871244498,tfidf
0.6488846556145704,8,0.5367202978173125,tfidf
0.7784453022165262,2,0.547565049248743,tfidf
0.8421240578850236,16,0.5767904122148007,tfidf
0.7126681530665663,2,0.5720426554695436,tfidf
0.8343351413384541,4,0.5842627756013437,tfidf
0.907547776708995,4,0.5990492296970611,tfidf
0.7486292304451028,4,0.5511851158454851,tfidf
0.8547023004231954,4,0.5835264784014249,tfidf
0.9083141404044619,16,0.6043888281248844,tfidf
0.7931041968546844,16,0.5584680581817252,tfidf
0.8587937563641527,16,0.5837656557258549,tfidf
0.7452510560786534,16,0.5596043460333177,tfidf
0.8601049262865108,16,0.5841875129932831,tfidf
0.637423564570716,8,0.5256243403122326,tfidf
0.8049208984322838,16,0.5673111302931678,tfidf
0.9078410854709063,4,0.5990492296970611,tfidf
0.867445822415988,16,0.5830536140969038,tfidf
0.9080727409347187,4,0.599438370772689,tfidf
0.8654266692946677,8,0.5849957666359894,tfidf
0.7754595615494522,4,0.558472586560263,tfidf
0.8748276604230566,4,0.581940258113136,tfidf
0.7976994341835316,2,0.5538237618788868,tfidf
0.7254047846675373,4,0.5434773895091293,tfidf
0.5163364343536062,16,0.47698488510043213,tfidf
0.8850998372683465,4,0.5963420906619356,tfidf
0.906250342536295,4,0.5998285133877485,tfidf
0.9073726260887333,4,0.5993255166968113,tfidf
0.8392022743247386,4,0.5749012419410091,tfidf
0.7996782080010422,4,0.5734822160985502,tfidf
0.8699984703517089,4,0.5829738628983784,tfidf
0.8256108861515464,4,0.574459765023208,tfidf
0.9073733690304124,8,0.5892508845947007,tfidf
0.7756346474589149,4,0.5609882380869651,tfidf
0.8803095533775044,4,0.5965751630445095,tfidf
0.8210738478051157,4,0.5752724775800674,tfidf
0.9032586720014086,4,0.5948663060146772,tfidf
0.8805715742205156,4,0.5965751630445095,tfidf
0.9098020366848255,4,0.5988158871244498,tfidf
0.8357159833921197,2,0.5599487118865268,tfidf
0.8472770625624989,4,0.575147534409406,tfidf
0.8850022719013401,4,0.5963420906619356,tfidf
0.7948601845032067,4,0.5692334690227048,tfidf
0.7448454579846785,16,0.5587889517599633,tfidf
0.8533998370576191,4,0.5796330233757234,tfidf
0.8828648235536463,4,0.5963420906619356,tfidf
0.9053100602566022,4,0.5958034075436266,tfidf
0.9074613355778713,4,0.5990492296970611,tfidf
0.8176670752033368,4,0.5796480095636937,tfidf
0.8524497224660279,4,0.579405330428288,tfidf
0.8743791979016238,8,0.5855426582101836,tfidf
0.840163892830659,4,0.5749012419410091,tfidf
0.884697305225848,16,0.5836057550567455,tfidf
0.8115906416740926,2,0.5646919831105778,tfidf
0.8594414539345003,4,0.5919242502064571,tfidf
0.9096242845210369,4,0.5988158871244498,tfidf
0.8945555195867619,4,0.5949024815754617,tfidf
0.8621577386125203,4,0.5833693667252942,tfidf
0.9097213733716296,4,0.5988158871244498,tfidf
0.8319715971537814,4,0.5796721371007498,tfidf
0.8793020363738587,16,0.5845227858737285,tfidf
0.7825054853546057,4,0.558067445848606,tfidf
0.8886564491839863,4,0.5952517436413791,tfidf
0.8119836856659497,4,0.5806471822475341,tfidf
0.849604011389795,8,0.5657170066308215,tfidf
0.8678188108555019,4,0.5844952841383066,tfidf
0.9092892188698184,4,0.5988158871244498,tfidf
0.8943545019886345,4,0.5949024815754617,tfidf
0.8389213954700792,4,0.5749012419410091,tfidf
0.8875363040258434,4,0.59571838230282,tfidf
0.8708059677203175,16,0.5839546723273733,tfidf
0.8296587510233098,2,0.5530621486170265,tfidf
0.8579536834803193,4,0.5919242502064571,tfidf
0.7987345882457446,4,0.5735082004186649,tfidf
0.8944301463076431,4,0.5949024815754617,tfidf
0.7617584819420185,4,0.5553487930064119,tfidf
0.9090295083003963,4,0.599438370772689,tfidf
0.8932437992349171,4,0.5947222382017843,tfidf
0.8706700866559758,4,0.5829738628983784,tfidf
0.9098726379351084,4,0.5988158871244498,tfidf
0.8419467174048486,4,0.5744612073087726,tfidf
0.8693646570326612,16,0.5830536140969038,tfidf
0.8876524240043233,4,0.59571838230282,tfidf
0.8553487417591126,4,0.5834607254095477,tfidf
0.8938138497382375,4,0.5947222382017843,tfidf
0.8316168802963789,8,0.5666463531055519,tfidf
0.909185144632034,4,0.5988158871244498,tfidf
0.9095812379935769,4,0.5988158871244498,tfidf
0.8760883245797527,4,0.5817767099609701,tfidf
0.8528914454078597,4,0.5796330233757234,tfidf
0.8878804903618911,4,0.5952517436413791,tfidf
0.8098118063950402,2,0.5578366088366219,tfidf
0.8687674992767386,4,0.5796364781810616,tfidf
0.8222754994258318,16,0.5779953533225272,tfidf
0.9099488825824247,4,0.5988158871244498,tfidf
0.8470706711802611,4,0.575147534409406,tfidf
0.893523267285144,4,0.5947222382017843,tfidf
0.8784466441410916,4,0.596958491590476,tfidf
0.9096247342867189,4,0.5988158871244498,tfidf
0.8692621287864074,4,0.5790527302518137,tfidf
0.8953136164885779,4,0.5864455916089651,tfidf
0.8550317052240508,4,0.5834607254095477,tfidf
0.8816900957767401,4,0.5963420906619356,tfidf
0.909550960943089,16,0.6040759962858949,tfidf
0.8374504076541043,16,0.5771908706405091,tfidf
0.8914635825288617,16,0.5835371659959796,tfidf
0.9089777158853084,16,0.6043888281248844,tfidf
0.8666413388490157,16,0.5830536140969038,tfidf
0.889826729184797,16,0.5836057550567455,tfidf
0.5783931041328909,16,0.5104948690236245,tfidf
0.9092790914723193,16,0.6046367910065601,tfidf
0.8760671240054085,16,0.5844472755785103,tfidf
0.9096841966722218,16,0.6041749541979956,tfidf
0.8567979100663392,16,0.5841875129932831,tfidf
0.893292396100394,16,0.5841427743962216,tfidf
0.8210305974144961,16,0.5779953533225272,tfidf
0.9099866150757518,16,0.6040188281056661,tfidf
0.8949256542022319,16,0.5879289467669455,tfidf
0.9078402312462002,16,0.6043888281248844,tfidf
0.909821639942861,16,0.6041749541979956,tfidf
0.8805436938046097,16,0.5845227858737285,tfidf
0.8638540267991338,16,0.5829736056377844,tfidf
0.8453049767341572,16,0.5795161115641101,tfidf
0.44648420197802774,16,0.45391136493511586,tfidf
0.8768190147749673,16,0.5844472755785103,tfidf
0.6900184371692719,16,0.5372543916945381,tfidf
0.9085853888826657,16,0.6043888281248844,tfidf
0.9098479737260934,16,0.6041749541979956,tfidf
0.9073560307428657,16,0.5944527421308478,tfidf
0.8932889325808542,16,0.5841427743962216,tfidf
0.8787676676124591,16,0.5845227858737285,tfidf
0.37618315779847306,16,0.43804900824051324,tfidf
0.8976281125990149,16,0.58796719780875,tfidf
0.8514163217694866,16,0.5795161115641101,tfidf
0.908524025694397,16,0.6043888281248844,tfidf
0.8669189110999443,16,0.5830536140969038,tfidf
0.905719837722275,16,0.5841634603931047,tfidf
0.9094102972090722,16,0.6046367910065601,tfidf
0.908927778417223,16,0.6043888281248844,tfidf
0.8839620611501972,16,0.5836057550567455,tfidf
0.909807968326968,16,0.6041749541979956,tfidf
0.6424955521128208,16,0.5278654272032184,tfidf
0.8897644092062291,16,0.5836057550567455,tfidf
