n_clusters,epsilon,umap_n_components,NMI,embedding
4,0.6919366208183272,8,0.0,fasttext
4,0.40362119921620815,2,0.0,fasttext
4,0.8976644767534578,2,0.0,fasttext
4,0.7897912557675483,2,0.0,fasttext
4,0.6918635512129905,2,0.0,fasttext
4,0.8669037888515965,4,0.0,fasttext
4,0.8425195684358457,8,0.0,fasttext
4,0.616111878185728,4,0.0,fasttext
4,0.9806462102912933,2,0.0,fasttext
4,0.5207851022336587,16,0.0,fasttext
4,0.7667259861427854,4,0.0,fasttext
4,0.6677575172777913,8,0.0,fasttext
4,0.7347227958428381,4,0.0,fasttext
4,0.8839063992080332,4,0.0,fasttext
4,0.9434879995241333,4,0.0,fasttext
4,0.47667944319377864,4,0.0,fasttext
4,0.8073694544774292,16,0.0,fasttext
4,0.5276271113506642,8,0.0,fasttext
4,0.5969106782726823,4,0.0,fasttext
4,0.8473501339221093,2,0.0,fasttext
4,0.9244378803237424,16,0.0,fasttext
4,0.36174149729747057,16,0.0,fasttext
4,0.42906384722301083,8,0.0,fasttext
4,0.2845604560953682,8,0.0,fasttext
4,0.5785854877640353,8,0.0,fasttext
4,0.5073427842629578,8,0.0,fasttext
4,0.4602102250688841,4,0.0,fasttext
4,0.40451464648891905,8,0.0,fasttext
4,0.5333728271708645,16,0.0,fasttext
4,0.4862279550609281,2,0.0,fasttext
4,0.6472607583444858,16,0.0,fasttext
4,0.5632940927559,8,0.0,fasttext
4,0.369551744922451,16,0.0,fasttext
4,0.42967816394430136,16,0.0,fasttext
4,0.45493814436470287,16,0.0,fasttext
4,0.4819371689276658,16,0.0,fasttext
4,0.5457547963371057,4,0.0,fasttext
4,0.7092281939669237,2,0.0,fasttext
4,0.7595775231598384,16,0.0,fasttext
4,0.608834400765925,8,0.0,fasttext
4,0.3213537896623923,4,0.0,fasttext
4,0.5032783846570056,16,0.0,fasttext
4,0.8393547681023481,8,0.0,fasttext
4,0.6659196397025704,8,0.0,fasttext
4,0.7837323749836983,8,0.0,fasttext
4,0.9059980020644427,8,0.0,fasttext
4,0.8593291444839586,2,0.0,fasttext
4,0.41966356233581803,4,0.0,fasttext
4,0.8240292239845629,8,0.0,fasttext
4,0.3885292992875207,16,0.0,fasttext
4,0.9590008158025265,4,0.0,fasttext
4,0.9942810528341988,2,0.0,fasttext
4,0.2406687170762694,8,0.0,fasttext
4,0.09481106737075538,8,0.0,fasttext
4,0.5810568988987496,8,0.0,fasttext
4,0.8841813268024278,8,0.0,fasttext
4,0.44270799088576945,16,0.0,fasttext
4,0.47089302210569656,8,0.0,fasttext
4,0.6274858947079955,4,0.0,fasttext
4,0.50744643879619,8,0.0,fasttext
4,0.9252101031379156,16,0.0,fasttext
4,0.3583473407282974,2,0.0,fasttext
4,0.6899961852401643,2,0.0,fasttext
4,0.7227387739174392,2,0.0,fasttext
4,0.7473010021298373,2,0.0,fasttext
4,0.5993683191699487,4,0.0,fasttext
4,0.6599211825141104,2,0.0,fasttext
4,0.7934774672611019,16,0.0,fasttext
4,0.5505111928429833,8,0.0,fasttext
4,0.6474305330187011,4,0.0,fasttext
4,0.5688624317332305,16,0.0,fasttext
4,0.5275215181916714,2,0.0,fasttext
4,0.6216032216234852,4,0.0,fasttext
4,0.5954173955580584,4,0.0,fasttext
4,0.45482481762359184,4,0.0,fasttext
4,0.6814232648804377,4,0.0,fasttext
4,0.6373099980730498,8,0.0,fasttext
4,0.5713066446000995,16,0.0,fasttext
4,0.48617362616616905,4,0.0,fasttext
4,0.6125619176944684,8,0.0,fasttext
4,0.5432751400876197,16,0.0,fasttext
4,0.4149264038763242,2,0.0,fasttext
4,0.7021153594253806,4,0.0,fasttext
4,0.67729485029472,4,0.0,fasttext
4,0.6507606479741295,4,0.0,fasttext
4,0.7184468283653973,4,0.0,fasttext
4,0.8301031705000571,8,0.0,fasttext
4,0.856164055390577,4,0.0,fasttext
4,0.3890282619363437,8,0.0,fasttext
4,0.5883642925478,16,0.0,fasttext
4,0.739427068655572,4,0.0,fasttext
4,0.8720746279553959,8,0.0,fasttext
4,0.043790414047488846,4,0.0,fasttext
4,0.2989063777110864,4,0.0,fasttext
4,0.14879507428264463,4,0.0,fasttext
4,0.33340870733373207,2,0.0,fasttext
4,0.42915580126253694,16,0.0,fasttext
4,0.17560681344394435,4,0.0,fasttext
4,0.36794519275480925,8,0.0,fasttext
4,0.26250557898016597,4,0.0,fasttext
4,0.5175548939185185,16,0.0,fasttext
4,0.6680204609068938,2,0.0,fasttext
4,0.9644795895418674,8,0.0,fasttext
4,0.9277694439451489,8,0.0,fasttext
4,0.8997703783054773,8,0.0,fasttext
4,0.8051587691069957,8,0.0,fasttext
4,0.9758570644267766,8,0.0,fasttext
4,0.9114880612294679,4,0.0,fasttext
4,0.7691475801537986,16,0.0,fasttext
4,0.3504441096143691,8,0.0,fasttext
4,0.9929273520759778,4,0.0,fasttext
4,0.9519787664986037,2,0.0,fasttext
4,0.46794317789998335,4,0.0,fasttext
4,0.49496725396394753,4,0.0,fasttext
4,0.5593992124295375,4,0.0,fasttext
4,0.8778009935534234,4,0.0,fasttext
4,0.44218239824468053,16,0.0,fasttext
4,0.5109730270618635,8,0.0,fasttext
4,0.4033004498892103,4,0.0,fasttext
4,0.844662615098456,2,0.0,fasttext
4,0.5344994094484345,8,0.0,fasttext
4,0.6168636787139417,16,0.0,fasttext
4,0.7100812029227644,8,0.0,fasttext
4,0.6327382046166727,8,0.0,fasttext
4,0.3783615429872033,8,0.0,fasttext
4,0.3366380822434555,8,0.0,fasttext
4,0.8202699743036519,4,0.0,fasttext
4,0.30684876701266023,8,0.0,fasttext
4,0.7298116071617677,4,0.0,fasttext
4,0.6933261883968134,16,0.0,fasttext
4,0.40347798784614997,2,0.0,fasttext
4,0.9423071742883605,8,0.0,fasttext
4,0.4781605900406853,2,0.0,fasttext
4,0.5299665487311153,2,0.0,fasttext
4,0.5770363826133911,2,0.0,fasttext
4,0.4985931234323075,2,0.0,fasttext
4,0.1889067196122658,4,0.0,fasttext
4,0.7790421486902072,16,0.0,fasttext
4,0.02377524777826494,8,0.0,fasttext
4,0.6531408529957596,2,0.0,fasttext
4,0.6806021305222237,4,0.0,fasttext
4,0.8933207817276198,8,0.0,fasttext
4,0.8608995460880579,4,0.0,fasttext
4,0.7505122737950239,4,0.0,fasttext
4,0.8167908960097375,4,0.0,fasttext
4,0.10181690834154804,4,0.0,fasttext
4,0.7881275451951657,4,0.0,fasttext
4,0.5468194555239684,16,0.0,fasttext
4,0.4567315194109337,4,0.0,fasttext
4,0.7507726353758748,8,0.0,fasttext
4,0.2754646551447112,2,0.0,fasttext
4,0.24217629801272622,4,0.0,fasttext
4,0.7026087290770044,8,0.0,fasttext
4,0.6067112877697455,8,0.0,fasttext
4,0.6678314125869015,8,0.0,fasttext
4,0.4213686709101144,8,0.0,fasttext
4,0.35686467151930334,16,0.0,fasttext
4,0.6346162992522586,8,0.0,fasttext
4,0.8358703589782059,8,0.0,fasttext
4,0.7272776628928741,4,0.0,fasttext
4,0.7648106613481113,2,0.0,fasttext
