perplexity,MinPts,probability,umap_n_components,NMI,embedding
1,3,0.9970564687165672,2,0.0,BERT
2,2,0.9970546977648763,2,0.27803135588711314,BERT
1,4,0.9970501663683256,2,0.0,BERT
3,1,0.9970532930360614,2,0.22062132467814763,BERT
2,3,0.9970474417272663,2,0.27251281243950787,BERT
1,2,0.9970585101289254,2,0.17571164604458,BERT
2,1,0.9970458204904245,2,0.3056660869345897,BERT
3,1,0.9970440408624496,2,0.22062132467814763,BERT
1,3,0.9970388787933859,2,0.0,BERT
2,2,0.9970482430476022,2,0.27803135588711314,BERT
3,1,0.9970511470649072,2,0.22062132467814763,BERT
1,4,0.9970461607573367,2,0.0,BERT
18,1,0.9970491114215169,2,0.02604687971930249,BERT
4,28,0.9970432028759667,2,0.0,BERT
2,2,0.9970518561396648,2,0.27803135588711314,BERT
22,2,0.997042082277652,2,0.02320082763305109,BERT
2,1,0.9970406722626474,2,0.3056660869345897,BERT
3,1,0.9970375809062064,2,0.22062132467814763,BERT
2,3,0.9970459968531314,2,0.27251281243950787,BERT
3,5,0.997039473490398,2,0.25736352181740585,BERT
30,4,0.9970427597185667,2,0.022735816731402316,BERT
1,2,0.9970452974307628,2,0.17571164604458,BERT
2,1,0.9970480956274321,2,0.3057229639296703,BERT
4,3,0.9970555408145907,2,0.06380061388113052,BERT
5,1,0.9970535843992829,2,0.06549675581705788,BERT
1,2,0.9970485803081398,2,0.17571164604458,BERT
2,1,0.9970509229073393,2,0.3057229639296703,BERT
3,1,0.9970506209717493,2,0.22062132467814763,BERT
2,2,0.9970474780258181,2,0.27803135588711314,BERT
1,3,0.997059045262145,2,0.0,BERT
3,1,0.9970520221455901,2,0.22062132467814763,BERT
2,1,0.9970549090185046,2,0.3057229639296703,BERT
1,2,0.9970549454777354,2,0.17571164604458,BERT
4,3,0.9970601273877416,2,0.06380061388113052,BERT
2,2,0.9970567663545078,4,0.28241791620019935,BERT
3,1,0.9970522206496129,16,0.28062551757736737,BERT
2,1,0.99704468903942,2,0.3056660869345897,BERT
1,2,0.9970484383618198,2,0.17571164604458,BERT
2,1,0.9970497388767627,2,0.3057229639296703,BERT
3,1,0.9970541509214771,2,0.22062132467814763,BERT
1,2,0.997049904099291,2,0.17571164604458,BERT
2,3,0.9970468687422609,2,0.27251281243950787,BERT
4,4,0.9970611771580995,2,0.05943204533930042,BERT
1,1,0.9970536393543941,2,0.33636599925011496,BERT
1,2,0.9970557201715896,2,0.17571164604458,BERT
1,1,0.9970526333816658,2,0.33636599925011496,BERT
1,1,0.9970540543310215,2,0.33636599925011496,BERT
1,1,0.9970530193120551,2,0.33636599925011496,BERT
1,2,0.9970534130626927,2,0.17571164604458,BERT
26,3,0.99705687864869,2,0.022735816731402316,BERT
1,1,0.9970517057415781,2,0.33636599925011496,BERT
1,2,0.9970512251441672,2,0.17571164604458,BERT
1,1,0.9970575265460654,4,0.3408085216710433,BERT
1,1,0.997057878784202,4,0.3408085216710433,BERT
1,2,0.9970622161937553,4,0.13035795282737442,BERT
1,4,0.9970577715832943,4,0.0,BERT
1,1,0.997054737668536,4,0.3408085216710433,BERT
1,1,0.9970567039523112,4,0.3408085216710433,BERT
1,2,0.9970578481020479,4,0.13035795282737442,BERT
1,3,0.9970590760133449,4,0.0,BERT
1,1,0.9970634202407646,4,0.3408085216710433,BERT
1,1,0.9970630591466108,4,0.3408085216710433,BERT
1,2,0.9970632977336312,4,0.13035795282737442,BERT
1,24,0.997064851188836,4,0.0,BERT
1,3,0.997060416808665,4,0.0,BERT
1,1,0.9970632164025309,4,0.3408085216710433,BERT
1,1,0.9970653872495332,4,0.3408085216710433,BERT
1,1,0.9970655259189439,4,0.3408085216710433,BERT
1,1,0.9970686004552248,4,0.3408085216710433,BERT
1,2,0.9970660775376481,4,0.13035795282737442,BERT
3,1,0.9970676056866014,4,0.2879051427682601,BERT
2,2,0.9970691530236072,4,0.28258687171158364,BERT
1,1,0.9970625541576587,4,0.3408085216710433,BERT
2,2,0.9970624204995867,4,0.28258687171158364,BERT
3,1,0.99706512782456,4,0.2879051427682601,BERT
1,3,0.9970693564661047,4,0.0,BERT
1,1,0.997061521711739,4,0.3408085216710433,BERT
1,1,0.9970635451060972,4,0.3408085216710433,BERT
2,1,0.997062254715502,4,0.32403166310822157,BERT
1,2,0.9970641910873927,4,0.13035795282737442,BERT
2,2,0.997059800643212,4,0.28258687171158364,BERT
1,1,0.9970669021532649,4,0.3408085216710433,BERT
2,2,0.9970667288909811,4,0.28258687171158364,BERT
2,1,0.9970682537990542,4,0.32403166310822157,BERT
1,21,0.997071106202513,4,0.0,BERT
3,2,0.9970644068812472,4,0.2591001681247625,BERT
1,1,0.9970611306462029,4,0.3408085216710433,BERT
14,1,0.997061335140008,4,0.04628146552265771,BERT
1,1,0.9970632810614709,4,0.3408085216710433,BERT
1,1,0.9970661947159227,4,0.3408085216710433,BERT
2,2,0.9970636007679443,4,0.28258687171158364,BERT
1,1,0.9970653780852435,4,0.3408085216710433,BERT
1,3,0.997066080820999,4,0.0,BERT
2,1,0.9970626301677932,4,0.32403166310822157,BERT
1,1,0.997070620116348,4,0.3408085216710433,BERT
2,26,0.9970705665841981,4,0.0,BERT
1,1,0.9970667480312231,4,0.3408085216710433,BERT
1,2,0.9970666176089511,4,0.13035795282737442,BERT
1,1,0.9970725604061613,4,0.3408085216710433,BERT
2,1,0.9970650286292335,4,0.32403166310822157,BERT
1,2,0.9970675028452801,4,0.13035795282737442,BERT
2,1,0.9970609256097355,4,0.32403166310822157,BERT
1,1,0.9970642271993339,4,0.3408085216710433,BERT
3,2,0.9970625153673143,4,0.2591001681247625,BERT
1,1,0.9970599033119733,4,0.3408085216710433,BERT
6,12,0.997003705775508,8,0.3677876315109503,word2vec
9,4,0.9970861310867811,8,0.026104674331115022,word2vec
14,17,0.9970995766213344,8,0.27957542608640795,word2vec
14,29,0.9970383083998013,4,0.2699965924400225,word2vec
25,18,0.9970205245965147,16,0.0,word2vec
2,26,0.9970346710865541,16,0.0,word2vec
6,26,0.9970120062638267,8,0.0,word2vec
12,12,0.9970568312770026,4,0.013056964572127256,word2vec
28,10,0.9970839512399945,16,0.0,word2vec
10,2,0.9970701924730917,4,0.013819381774007355,word2vec
21,8,0.9970009715665151,2,0.0,word2vec
19,18,0.9970961477652094,8,0.0009087696667979953,word2vec
1,15,0.9970634125303284,8,0.0,word2vec
17,22,0.9970441544823476,8,0.2739954618370007,word2vec
6,15,0.9970291038694055,2,0.3606395447970783,word2vec
6,7,0.9970221927427104,2,0.027556411744258852,word2vec
6,14,0.9970011494276472,2,0.3543522845806472,word2vec
4,21,0.9970286149513216,2,0.0,word2vec
9,12,0.9970128201565113,2,0.021290748862415276,word2vec
4,6,0.9970317374174685,2,0.2576375554161736,word2vec
11,20,0.9970500278557126,8,0.2783320491631201,word2vec
7,13,0.9970011673946209,2,0.06254371418455411,word2vec
4,15,0.9970080699359815,2,0.04114245610679991,word2vec
7,9,0.9970191430232368,2,0.02263214242590467,word2vec
1,13,0.99700734550218,2,0.0,word2vec
4,10,0.9970002587816426,2,0.32865249567748045,word2vec
13,16,0.9970220092209753,16,0.013864465072178818,word2vec
8,14,0.9970141680670175,4,0.28156427084765606,word2vec
16,11,0.9970278629040137,2,0.013021774663673573,word2vec
10,5,0.9970071235368145,8,0.023049054337238646,word2vec
23,2,0.9970181708248442,8,0.0,word2vec
3,9,0.9970020077752053,2,0.24958326655095073,word2vec
5,11,0.9970067854816433,2,0.37457784969534624,word2vec
6,17,0.997008478021031,2,0.27397278759762034,word2vec
8,14,0.9970162793720807,2,0.04813914889777211,word2vec
14,20,0.9970064206250678,2,0.03893266560079086,word2vec
5,17,0.9970248580127541,16,0.20132237794781196,word2vec
2,23,0.997036773138165,4,0.0,word2vec
12,12,0.9970123853092981,8,0.2781199663178188,word2vec
9,11,0.9970155581676438,16,0.02222209776288787,word2vec
2,8,0.9970245574132046,2,0.04267514753226125,word2vec
5,10,0.9970005507971499,2,0.2688024823835671,word2vec
6,4,0.9970003947325966,2,0.0330832157731243,word2vec
3,14,0.9970102884726464,2,0.0,word2vec
28,10,0.9970058262422594,4,0.0,word2vec
8,18,0.9970041038624596,8,0.24422020481423937,word2vec
5,16,0.9970107778692702,2,0.18675350546030323,word2vec
30,7,0.9970179240393112,2,0.0,word2vec
10,29,0.9970040001531337,8,0.3602148886307731,word2vec
10,29,0.9970120007638857,8,0.35923927037675235,word2vec
11,30,0.997013429585075,8,0.4034614166533942,word2vec
11,30,0.9970130529162368,8,0.4034614166533942,word2vec
12,30,0.9970150632273962,8,0.22743504777372542,word2vec
14,27,0.9970209267392082,8,0.27630838323247453,word2vec
11,27,0.9970044535584999,8,0.2219034391116069,word2vec
9,30,0.9970099550743103,8,0.23669076585938387,word2vec
19,24,0.9970144424388678,8,0.0096921704458846,word2vec
16,28,0.9970048075350314,8,0.27114058191744406,word2vec
11,25,0.997031855136417,8,0.25320613789607754,word2vec
13,29,0.9970187632453545,8,0.27276728210939916,word2vec
7,26,0.9970112342591957,8,0.14541274781101238,word2vec
8,29,0.9970122059923903,8,0.1537391608900675,word2vec
10,28,0.9970090936665453,8,0.3583546786461253,word2vec
10,30,0.9970044983241474,8,0.33984418632850755,word2vec
15,28,0.9970214657081492,8,0.2703371906686851,word2vec
7,27,0.9970163425190239,8,0.1148972439368667,word2vec
12,25,0.9970130481679355,8,0.2598192374393732,word2vec
9,29,0.9970082017095316,16,0.3041498872413803,word2vec
13,30,0.997003352840508,4,0.260769773782204,word2vec
11,13,0.9970240060458361,8,0.277424348008694,word2vec
3,19,0.9970077086519659,8,0.0,word2vec
10,28,0.9970093835173581,8,0.3583546786461253,word2vec
7,29,0.9970178654438837,8,0.05930414802890041,word2vec
10,26,0.9970057267867591,8,0.226460119241158,word2vec
5,28,0.9970134470822332,8,0.0,word2vec
6,12,0.9970035097109171,8,0.3677876315109503,word2vec
6,12,0.997002848161429,16,0.26689027840098445,word2vec
18,11,0.9970072993171012,8,0.013785443953936143,word2vec
4,13,0.9970163015850085,4,0.19275949556471922,word2vec
9,15,0.9970024634725047,8,0.279701298426541,word2vec
8,11,0.9970107840709744,8,0.2778325057823941,word2vec
10,9,0.9970097138154145,8,0.022096111426167363,word2vec
6,30,0.9970004957850107,8,0.0,word2vec
7,27,0.9970069375889402,8,0.11287614208181178,word2vec
13,17,0.9970038888413794,8,0.27957542608640795,word2vec
11,28,0.9970120513538695,8,0.2196256668189946,word2vec
5,29,0.9970143428358237,2,0.0,word2vec
3,16,0.9970059656646807,8,0.0070929715580403336,word2vec
15,12,0.9970204286125581,2,0.021847216115533852,word2vec
8,14,0.9970091649989786,16,0.2714043131830933,word2vec
4,22,0.9970017799870214,8,0.0,word2vec
10,26,0.9970093741071269,8,0.22670102253749594,word2vec
12,28,0.9970061664836716,8,0.2459689082291402,word2vec
9,29,0.9970122174489779,8,0.2579992459676255,word2vec
11,30,0.9970029880285588,8,0.403322358567584,word2vec
11,30,0.9970023798555556,8,0.403322358567584,word2vec
13,30,0.9970025106991133,2,0.49280700635684255,word2vec
12,30,0.9970002663989467,2,0.4404534753667265,word2vec
14,30,0.997000042927682,2,0.44900701783628144,word2vec
14,30,0.9970022749081168,2,0.44900701783628144,word2vec
14,30,0.9970006067266505,2,0.44900701783628144,word2vec
14,30,0.9970000485243592,2,0.44900701783628144,word2vec
14,30,0.9970001659331701,2,0.44900701783628144,word2vec
14,30,0.9970000795588688,2,0.44900701783628144,word2vec
14,30,0.9970004996775558,2,0.44900701783628144,word2vec
14,30,0.9970004829496968,2,0.44900701783628144,word2vec
17,30,0.9970004930491332,2,0.2861411328586966,word2vec
15,27,0.9970001907124649,2,0.2833442850336136,word2vec
14,29,0.9970016565947373,2,0.4525249649971045,word2vec
14,29,0.9970016241274172,2,0.4525249649971045,word2vec
14,29,0.9970021833031114,2,0.4525249649971045,word2vec
14,29,0.9970018444373311,2,0.4525249649971045,word2vec
16,29,0.9970051526528014,2,0.28629701932111007,word2vec
15,29,0.9970024069653151,2,0.2793897206819806,word2vec
14,28,0.9970047011302584,2,0.28443045046508353,word2vec
13,27,0.9970023113254992,2,0.44991577802823174,word2vec
17,27,0.9970026398150563,2,0.031415024290640775,word2vec
13,29,0.9970065171248023,2,0.4375416776898701,word2vec
16,28,0.997004798001391,2,0.28629701932111007,word2vec
14,26,0.9970025361459988,2,0.28288756147062727,word2vec
13,29,0.9970076581434688,2,0.4375416776898701,word2vec
15,30,0.9970000023251407,2,0.45871345080404496,word2vec
15,29,0.9970020497229025,2,0.2793897206819806,word2vec
13,28,0.9970040007133933,2,0.44244075848250386,word2vec
17,30,0.997005192848617,2,0.2861411328586966,word2vec
16,29,0.9970001207318212,2,0.28629701932111007,word2vec
15,27,0.9970021388870902,2,0.2833442850336136,word2vec
14,30,0.9970077239486534,2,0.44900701783628144,word2vec
13,29,0.997003998537179,2,0.4375416776898701,word2vec
14,28,0.9970059676897308,2,0.28443045046508353,word2vec
15,25,0.9970020769889045,2,0.03218423964995864,word2vec
14,30,0.997000217776009,2,0.44900701783628144,word2vec
12,30,0.9970003157548261,2,0.4404534753667265,word2vec
16,29,0.9970037466042622,2,0.28629701932111007,word2vec
13,30,0.9970000146987716,2,0.49280700635684255,word2vec
13,28,0.9970055847628444,2,0.44244075848250386,word2vec
12,29,0.9970022755809903,2,0.4586728726540436,word2vec
12,27,0.9970080515278358,2,0.426796823602256,word2vec
13,29,0.9970027530712785,2,0.4375416776898701,word2vec
15,28,0.9970058862914956,2,0.2799284901530563,word2vec
12,29,0.997003871291763,2,0.4586728726540436,word2vec
12,29,0.997003617074788,2,0.4586728726540436,word2vec
12,29,0.9970040609913474,2,0.4586728726540436,word2vec
12,29,0.9970038318275866,2,0.4586728726540436,word2vec
12,27,0.9970084697667175,2,0.426796823602256,word2vec
12,29,0.9970041431227001,2,0.4586728726540436,word2vec
12,26,0.997006742886429,2,0.43512145906429756,word2vec
12,28,0.9970104841617566,2,0.46672110459474536,word2vec
12,28,0.9970100061341591,4,0.2550651730318113,word2vec
11,28,0.9970043896020152,2,0.39342143973686833,word2vec
12,1,0.997010229265768,2,0.013021774663673573,word2vec
13,29,0.9970037518432285,2,0.4375416776898701,word2vec
13,29,0.9970068438809472,2,0.4375416776898701,word2vec
12,28,0.9970046528597538,2,0.46454907055715167,word2vec
11,27,0.9970045401333971,2,0.4191320743777475,word2vec
13,28,0.997002870938832,2,0.44244075848250386,word2vec
12,29,0.9970082463507407,2,0.4586728726540436,word2vec
12,29,0.9970083003200341,2,0.4586728726540436,word2vec
11,29,0.9970085522829655,2,0.3631953632458125,word2vec
12,28,0.9970117038033247,2,0.46672110459474536,word2vec
12,28,0.9970101915775965,2,0.46672110459474536,word2vec
12,28,0.9970104807521547,2,0.46672110459474536,word2vec
11,28,0.9970099206099331,2,0.39342143973686833,word2vec
12,28,0.9970120215970253,2,0.46672110459474536,word2vec
12,27,0.997011980265805,16,0.257516482713971,word2vec
12,28,0.9970147858536929,2,0.4645574209349102,word2vec
12,28,0.9970148236674942,2,0.4645574209349102,word2vec
11,25,0.9970148474425765,2,0.4050504276871866,word2vec
10,28,0.997016341803882,2,0.29989792690441197,word2vec
12,26,0.9970114251275788,2,0.43512145906429756,word2vec
10,26,0.997013661249042,2,0.3620895036983637,word2vec
12,28,0.997011232486547,2,0.46672110459474536,word2vec
11,27,0.9970172436977305,2,0.4191320743777475,word2vec
12,28,0.9970150206845442,2,0.4645574209349102,word2vec
12,28,0.9970156708287787,2,0.4645574209349102,word2vec
13,28,0.9970191908808639,4,0.27287462186102834,word2vec
11,27,0.9970151859720832,2,0.4191320743777475,word2vec
11,28,0.9970141477324169,2,0.39342143973686833,word2vec
12,27,0.9970115345970554,2,0.426796823602256,word2vec
13,28,0.9970175467002256,2,0.4434251081849274,word2vec
22,28,0.9970130785138066,2,0.0,word2vec
12,28,0.9970110867160127,2,0.46672110459474536,word2vec
12,28,0.9970156139721746,2,0.4645574209349102,word2vec
12,27,0.9970193532110526,2,0.426796823602256,word2vec
13,28,0.9970149287515614,2,0.44244075848250386,word2vec
11,26,0.9970163920896729,2,0.3953262732256322,word2vec
13,27,0.9970130352642255,2,0.44991577802823174,word2vec
11,28,0.9970229137561117,2,0.39342143973686833,word2vec
25,28,0.9970116191748217,2,0.0,word2vec
10,27,0.9970204874061271,16,0.42056073032030045,word2vec
12,26,0.9970160274228804,2,0.43512145906429756,word2vec
12,29,0.9970104081797001,2,0.4586728726540436,word2vec
12,28,0.9970390513908566,2,0.4719606974994796,word2vec
11,28,0.997018210160011,2,0.39342143973686833,word2vec
13,27,0.9970291195212606,2,0.4508365463671351,word2vec
12,28,0.9970415739355755,2,0.4719606974994796,word2vec
13,28,0.9970570843090732,2,0.4434251081849274,word2vec
12,28,0.9970137485947336,2,0.46672110459474536,word2vec
11,27,0.9970140642038775,2,0.4191320743777475,word2vec
10,25,0.9970361094129546,2,0.38873868840898734,word2vec
21,27,0.997065025936289,4,0.01564899652286415,tfidf
30,23,0.9970095420827845,2,0.017532126962794856,tfidf
23,28,0.9970980207103686,4,0.004721045928256114,tfidf
15,27,0.9970372744972843,8,0.08158280261139392,tfidf
2,26,0.9970786530475122,8,0.0,tfidf
25,8,0.9970701759970568,2,0.017532126962794856,tfidf
14,21,0.9970703523161337,4,0.33780841287488694,tfidf
25,18,0.9970253185128835,16,0.0,tfidf
5,5,0.9970158577363952,2,0.12698930805241473,tfidf
24,13,0.9970008513943365,16,0.0,tfidf
11,19,0.9970492336849767,4,0.2936656245624521,tfidf
11,17,0.997049158514393,4,0.33880184175098504,tfidf
10,13,0.9970512896202257,4,0.17838616313646952,tfidf
15,21,0.9970545834147383,4,0.3475887243576617,tfidf
18,15,0.9970359709450602,4,0.018800934280178098,tfidf
8,10,0.997051409628628,4,0.37143970110337726,tfidf
7,9,0.9970594134453978,4,0.3587696649310644,tfidf
6,1,0.9970340150832339,8,0.36243146132472964,tfidf
1,3,0.997035949756345,8,0.0,tfidf
5,1,0.9970269266823656,8,0.36188451120021636,tfidf
8,7,0.9970419760974303,8,0.12583392126385337,tfidf
4,3,0.9970251416012623,8,0.4296847023297789,tfidf
4,1,0.9970239908333368,8,0.44289647190093473,tfidf
3,11,0.9970210370030684,8,0.03590894984964643,tfidf
4,5,0.9970276338894434,8,0.42927561323642666,tfidf
3,5,0.9970158349289368,8,0.3747033239352829,tfidf
1,5,0.9970288772155111,8,0.0,tfidf
4,3,0.9970213580381752,8,0.42944928877019073,tfidf
9,3,0.9970081957829758,16,0.0718025113704482,tfidf
13,3,0.9970211504995531,8,0.048619027274210705,tfidf
18,7,0.9970157660148392,8,0.019620551609604023,tfidf
4,1,0.9970287705410829,8,0.44289647190093473,tfidf
6,1,0.9970413304612052,8,0.36243146132472964,tfidf
4,3,0.9970307878202588,8,0.4296847023297789,tfidf
30,1,0.997030752252951,2,0.017532126962794856,tfidf
1,6,0.9970398415367491,8,0.0,tfidf
3,30,0.9970440280723861,8,0.0,tfidf
7,3,0.9970322873789031,8,0.14480379596741363,tfidf
5,8,0.9970335841241265,2,0.34217643770990763,tfidf
9,25,0.9970227625855841,16,0.3317494556685394,tfidf
13,4,0.9970102320756574,8,0.048619027274210705,tfidf
4,2,0.9970239034828898,8,0.4316790549974551,tfidf
2,2,0.9970260017975058,8,0.3411260127485858,tfidf
4,6,0.9970304442342786,8,0.4131820971895137,tfidf
6,2,0.9970377000089728,8,0.3500423444602936,tfidf
2,4,0.9970226430983423,2,0.3254419253712874,tfidf
11,2,0.9970181274439545,8,0.04760905043841405,tfidf
22,7,0.9970264987124742,16,0.0,tfidf
27,12,0.9970130104924856,8,0.000798646520618998,tfidf
7,9,0.9970076639241862,8,0.31971818271395636,tfidf
17,4,0.9970295658589238,8,0.036133312777402386,tfidf
4,2,0.9970210148959996,8,0.43145791547186085,tfidf
5,1,0.997018383433726,8,0.36188451120021636,tfidf
4,2,0.99702565250834,8,0.4316790549974551,tfidf
3,2,0.9970246834989857,8,0.4028832822097509,tfidf
8,15,0.9970187195282986,8,0.40691241376835163,tfidf
6,4,0.9970252295464492,2,0.07976335182845785,tfidf
2,6,0.9970354156659317,8,0.13314963241195407,tfidf
10,1,0.9970134603712938,16,0.0774021083943669,tfidf
5,2,0.9970047536408301,8,0.34737407257850655,tfidf
1,21,0.9970242589029282,4,0.0,tfidf
4,4,0.9970323235336243,8,0.42338313157371954,tfidf
3,3,0.997030200994075,8,0.4005295414209267,tfidf
4,5,0.9970198954392592,8,0.42927561323642666,tfidf
7,2,0.9970275556891918,8,0.14707223431215802,tfidf
6,1,0.9970228848052488,8,0.36243146132472964,tfidf
2,5,0.9970163721401103,8,0.23945832849131593,tfidf
20,3,0.9970339006189505,8,0.01955287748268643,tfidf
5,6,0.9970370819443355,8,0.3896540251802695,tfidf
8,18,0.9970279629158456,4,0.377092870167215,tfidf
3,1,0.9970213472097211,8,0.4188209465300736,tfidf
4,4,0.9970208425706668,8,0.42315160536197266,tfidf
4,3,0.9970240969034674,8,0.4296847023297789,tfidf
2,3,0.9970245653097541,8,0.33261846961469704,tfidf
5,2,0.9970291770913118,8,0.34727980508992584,tfidf
1,2,0.9970309805010168,8,0.15583728781361184,tfidf
6,5,0.9970146075676627,2,0.09534460363136457,tfidf
4,8,0.9970177339149738,8,0.368666579201038,tfidf
9,3,0.9970265337767872,16,0.0718025113704482,tfidf
3,1,0.9970337877111664,8,0.4188209465300736,tfidf
7,4,0.997012182058075,8,0.15428600761044411,tfidf
4,3,0.9970222947260613,8,0.42944928877019073,tfidf
5,2,0.9970183463267629,8,0.34727980508992584,tfidf
2,1,0.9970208778278156,8,0.3742649605694916,tfidf
4,3,0.9970244577649026,8,0.4296847023297789,tfidf
6,6,0.9970277397833537,8,0.3259079940486058,tfidf
3,4,0.9970253655177048,8,0.38673240398816694,tfidf
5,7,0.9970167801069234,8,0.3926666274478665,tfidf
4,3,0.9970306485909884,4,0.44713337440278345,tfidf
1,5,0.997030920847406,4,0.0,tfidf
3,2,0.997032510052842,4,0.393728653531644,tfidf
4,3,0.9970291413986117,4,0.44713337440278345,tfidf
7,1,0.9970387081582871,4,0.1433192082141986,tfidf
5,2,0.9970288069875227,4,0.43077829618602403,tfidf
2,2,0.9970357118552359,4,0.34267427813055334,tfidf
5,4,0.9970284139751023,4,0.49532866985682716,tfidf
6,4,0.9970288617975239,4,0.4435362648316162,tfidf
6,4,0.9970280106306173,4,0.4435362648316162,tfidf
8,4,0.9970279207050853,4,0.11732397471447463,tfidf
