n_clusters,tsne_n_components,NMI,embedding
5,2,0.8102775921891537,fasttext
5,2,0.8102775921891539,fasttext
5,2,0.8102775921891539,fasttext
5,2,0.8102775921891537,fasttext
5,2,0.8102775921891537,fasttext
5,2,0.8102775921891539,fasttext
5,2,0.8102775921891536,fasttext
5,2,0.8102775921891539,fasttext
5,4,0.7655655229430343,fasttext
5,2,0.8102775921891537,fasttext
5,2,0.8102775921891536,fasttext
5,2,0.8102775921891539,fasttext
5,2,0.8102775921891537,fasttext
