min_samples,eps,tsne_n_components,NMI,embedding
6,0.739066373189026,2,0.038493450667442954,word2vec
5,0.8966288899553126,2,0.1774498578724514,word2vec
5,0.88687572685979,2,0.17399098616785738,word2vec
5,0.8939994457375331,4,0.0,word2vec
5,0.866715368291676,16,0.0,word2vec
5,0.9403608752669899,2,0.201133384320085,word2vec
5,0.9424920953461603,2,0.20424467268648927,word2vec
5,0.9899115960509451,2,0.22499731248009752,word2vec
7,0.979935144254428,2,0.10261722073011288,word2vec
5,0.9720775414926175,2,0.2193919368131553,word2vec
6,0.98051570395505,2,0.16058734136316144,word2vec
5,0.8264472662031435,2,0.13425642475442146,word2vec
7,0.9986784265506534,4,0.0,word2vec
9,0.8446263055320908,16,0.0,word2vec
5,0.9337092946551677,2,0.19954864308246956,word2vec
5,0.9515275488291919,2,0.20983361394000227,word2vec
5,0.924227314898487,2,0.19172044622917098,word2vec
5,0.9319474146130093,2,0.1989752504849222,word2vec
6,0.997510422464467,8,0.0,word2vec
5,0.8611662977453249,2,0.155701141621905,word2vec
6,0.9369446710805612,2,0.13482186442016045,word2vec
5,0.8396447151881709,8,0.0,word2vec
6,0.7084275996044478,2,0.031997841335189056,word2vec
5,0.9709796838159341,4,0.0,word2vec
9,0.9006922267827262,16,0.0,word2vec
5,0.9461565120359023,2,0.20763674553002953,word2vec
5,0.9975576265247955,2,0.22530223001797486,word2vec
6,0.9923403470846878,2,0.1643667832760485,word2vec
5,0.8916738209305155,2,0.17705011017746392,word2vec
10,0.9551680624416217,2,0.0,word2vec
6,0.8606400445522628,8,0.0,word2vec
5,0.9131290708889243,2,0.18703495608659407,word2vec
6,0.9558339088229671,2,0.14899684933409377,word2vec
8,0.9998991683549389,2,0.07601497199057809,word2vec
5,0.8223730241027204,2,0.13425642475442146,word2vec
5,0.9510827426237334,2,0.2095022207901393,word2vec
5,0.9576385707494475,2,0.2122713001155186,word2vec
5,0.8752337767808254,2,0.16684882292760064,word2vec
5,0.9155068658174513,2,0.18840853594981766,word2vec
5,0.9663541812297132,4,0.0,word2vec
6,0.9060579181922896,2,0.119654237181997,word2vec
7,0.7981881606627669,16,0.0,word2vec
5,0.8711114520020998,2,0.16078524848267298,word2vec
6,0.9636330788279958,8,0.0,word2vec
5,0.7627787435829376,2,0.10693353427158099,word2vec
5,0.9577303688139551,2,0.2122713001155186,word2vec
5,0.9625846118338496,2,0.21275622467875846,word2vec
5,0.9165121269507713,2,0.18916041224701885,word2vec
5,0.9792369618602441,2,0.22186962797395662,word2vec
5,0.9777254878989554,2,0.22186962797395662,word2vec
6,0.9969009973539176,2,0.16479043208729727,word2vec
5,0.8872527214302056,2,0.17399098616785738,word2vec
5,0.9746792680729142,4,0.0,word2vec
5,0.9187260020921683,2,0.19100349071616068,word2vec
8,0.8461695413248449,16,0.0,word2vec
5,0.974053508695728,2,0.22058769550238347,word2vec
5,0.9798058653985867,2,0.22221487892347358,word2vec
5,0.9793439390703311,2,0.22186962797395662,word2vec
5,0.9837695679250925,2,0.22441002808685426,word2vec
5,0.9987081824839382,2,0.22530223001797486,word2vec
5,0.9999957330779503,2,0.22586642517278147,word2vec
6,0.9361518310756033,2,0.13482186442016045,word2vec
5,0.9986417846217505,2,0.22530223001797486,word2vec
6,0.9998334439727141,8,0.0,word2vec
5,0.9298777674944548,2,0.1989752504849222,word2vec
5,0.9980061708567958,2,0.22530223001797486,word2vec
5,0.995221309897176,2,0.22530223001797486,word2vec
5,0.9995142404975019,2,0.22586642517278147,word2vec
5,0.9990234094047763,2,0.22586642517278147,word2vec
5,0.9426881908115177,2,0.20424467268648927,word2vec
5,0.9020653458907025,2,0.17779851688205048,word2vec
5,0.9982366532298902,2,0.22530223001797486,word2vec
5,0.9413460611973118,4,0.0,word2vec
6,0.9244291353086549,2,0.12255219416772191,word2vec
5,0.9922373634620784,16,0.0,word2vec
5,0.99755471522229,2,0.22530223001797486,word2vec
5,0.9511149125025471,2,0.2095022207901393,word2vec
5,0.9982017942415974,2,0.22530223001797486,word2vec
5,0.9262435287360895,2,0.19323860450031438,word2vec
5,0.9654316943184045,2,0.21335606521572523,word2vec
10,0.8832391987722289,2,0.0,word2vec
5,0.9992653477806349,2,0.22586642517278147,word2vec
5,0.9021690214292741,2,0.17779851688205048,word2vec
5,0.9503725543759239,2,0.2095022207901393,word2vec
5,0.9688375219403327,8,0.0,word2vec
5,0.999358409563042,2,0.22586642517278147,word2vec
5,0.981309199338952,2,0.22441002808685426,word2vec
5,0.998832621193359,2,0.22530223001797486,word2vec
5,0.9392216905419638,2,0.19986965340716298,word2vec
5,0.9625920894562685,2,0.21275622467875846,word2vec
5,0.9217579377960138,2,0.19172044622917098,word2vec
5,0.9801842829200721,2,0.22221487892347358,word2vec
6,0.9526405874919393,2,0.1439186289433411,word2vec
5,0.909689447003405,4,0.0,word2vec
5,0.9669678001702022,2,0.21404325139835656,word2vec
5,0.9999112658196366,2,0.22586642517278147,word2vec
5,0.9998486488810001,2,0.22586642517278147,word2vec
5,0.98211140289527,2,0.22441002808685426,word2vec
5,0.9460446949966054,2,0.20763674553002953,word2vec
5,0.9708346260901584,2,0.21769322751584258,word2vec
5,0.9336673398940161,16,0.0,word2vec
7,0.9993653594875749,2,0.11018549993545962,word2vec
9,0.9582159924571914,2,0.0,word2vec
5,0.9763691065853529,2,0.22186962797395662,word2vec
5,0.9840871771543428,2,0.22441002808685426,word2vec
5,0.999961173188774,2,0.22586642517278147,word2vec
5,0.9615752463224774,2,0.2123885060866847,word2vec
5,0.9994358080796395,2,0.22586642517278147,word2vec
5,0.9410651053430934,2,0.20149993207257746,word2vec
5,0.9842365730132326,2,0.22441002808685426,word2vec
5,0.9235841084187463,8,0.0,word2vec
5,0.9621349436425847,2,0.21275622467875846,word2vec
5,0.9786965393641841,2,0.22186962797395662,word2vec
6,0.8988517071820251,2,0.11913905640238706,word2vec
5,0.9433982490682193,2,0.20548799107941976,word2vec
5,0.9974251733003179,2,0.22530223001797486,word2vec
5,0.9999840311001482,2,0.22586642517278147,word2vec
5,0.9817695564575757,2,0.22441002808685426,word2vec
5,0.9615820975262049,2,0.2123885060866847,word2vec
5,0.9843079074682475,2,0.22441002808685426,word2vec
5,0.9997741474322759,2,0.22586642517278147,word2vec
5,0.9997229613128422,4,0.0,word2vec
5,0.9507681876085389,2,0.2095022207901393,word2vec
5,0.6140292997163093,2,0.031662575271788146,word2vec
5,0.4858061864967493,16,0.0,word2vec
5,0.9691386765992639,2,0.2158179315012913,word2vec
5,0.9990748710486964,2,0.22586642517278147,word2vec
5,0.974952225500403,2,0.22156967396787783,word2vec
5,0.9981109455901136,2,0.22530223001797486,word2vec
5,0.9311082464763979,2,0.1989752504849222,word2vec
5,0.9558193265351199,2,0.2108713302250345,word2vec
5,0.9815127735896088,2,0.22441002808685426,word2vec
5,0.9649969435378769,2,0.21335606521572523,word2vec
5,0.9991693127900734,2,0.22586642517278147,word2vec
5,0.9180866239541379,2,0.18916041224701885,word2vec
5,0.9838356321666306,2,0.22441002808685426,word2vec
5,0.9995867603573637,2,0.22586642517278147,word2vec
5,0.9476797461052932,2,0.20793822099284226,word2vec
5,0.9998852813136405,2,0.22586642517278147,word2vec
5,0.6757664258573943,2,0.05456602580782187,word2vec
5,0.969754046416451,2,0.21560829298482537,word2vec
5,0.9989116438205689,8,0.0,word2vec
5,0.978607306651142,2,0.22186962797395662,word2vec
5,0.9449841318122443,2,0.2072620460301209,word2vec
5,0.9669455081780202,2,0.21404325139835656,word2vec
5,0.9841487851841667,2,0.22441002808685426,word2vec
5,0.9995107107671879,2,0.22586642517278147,word2vec
5,0.9832724717381768,2,0.22441002808685426,word2vec
5,0.9998963201512105,2,0.22586642517278147,word2vec
5,0.999534363642678,2,0.22586642517278147,word2vec
5,0.8067599728585326,2,0.12784639353904115,word2vec
5,0.9647628286016595,2,0.21335606521572523,word2vec
5,0.9524819346515455,2,0.20983361394000227,word2vec
5,0.9823160177749245,2,0.22441002808685426,word2vec
5,0.9335771587269932,4,0.0,word2vec
5,0.9992463816541874,2,0.22586642517278147,word2vec
5,0.9818533863211472,2,0.22441002808685426,word2vec
5,0.9979903686612693,2,0.22530223001797486,word2vec
5,0.968768774502159,2,0.21550914703556345,word2vec
5,0.7446280950210815,2,0.09281437694806459,word2vec
5,0.9993693295841296,2,0.22586642517278147,word2vec
5,0.9589076622225343,16,0.0,word2vec
5,0.3310619354589692,2,0.0041673316926368765,word2vec
8,0.9802198796722303,2,0.07044775660534984,word2vec
5,0.9490498768467442,2,0.20821401592143504,word2vec
5,0.9990627952104414,2,0.22586642517278147,word2vec
5,0.9996109404360911,2,0.22586642517278147,word2vec
5,0.9722392523005653,2,0.2193919368131553,word2vec
5,0.977492633144991,2,0.22186962797395662,word2vec
5,0.985996486853376,2,0.22499731248009752,word2vec
7,0.8631840418166956,2,0.05323473074335109,word2vec
5,0.9993860996034544,2,0.22586642517278147,word2vec
5,0.9612255423634637,2,0.2123885060866847,word2vec
5,0.9370366794227419,2,0.19986965340716298,word2vec
5,0.7709968399462876,8,0.0,word2vec
5,0.9989036770926554,2,0.22530223001797486,word2vec
5,0.9987989564627451,2,0.22530223001797486,word2vec
5,0.9816810479824346,2,0.22441002808685426,word2vec
5,0.8266349201794772,2,0.13425642475442146,word2vec
5,0.970303138894959,2,0.215915312234019,word2vec
5,0.9822930438061207,2,0.22441002808685426,word2vec
5,0.5561091292345958,2,0.02231367544219709,word2vec
5,0.9560690151551829,2,0.2108713302250345,word2vec
5,0.9845919138490129,2,0.22441002808685426,word2vec
10,0.1726109163571689,16,0.0,tfidf
9,0.739462205879181,2,0.0,tfidf
10,0.3426493904340723,2,0.0,tfidf
9,0.7114386793986178,4,0.0,tfidf
10,0.5782044759803923,4,0.0,tfidf
9,0.6143997331631227,2,0.0,tfidf
7,0.4676712029807536,2,0.0,tfidf
9,0.8242355537830015,16,0.0,tfidf
8,0.7156280865262793,4,0.0,tfidf
5,0.9193060840274387,2,0.017267163413403903,tfidf
5,0.989439866615496,8,0.0,tfidf
5,0.2976385128971092,16,0.0,tfidf
6,0.10309202938916112,16,0.0,tfidf
7,0.9655295210601818,8,0.0,tfidf
6,0.10997318392917098,16,0.0,tfidf
8,0.4890641960404381,2,0.0,tfidf
6,0.8478086342723126,16,0.0,tfidf
7,0.2674319428703786,8,0.0,tfidf
5,0.400694518080211,2,0.0,tfidf
10,0.6127116162208638,16,0.0,tfidf
8,0.1844620504603537,2,0.0,tfidf
9,0.8507234614034291,2,0.0,tfidf
10,0.23259625943049717,2,0.0,tfidf
9,0.6905965526882686,2,0.0,tfidf
10,0.39677554926619013,2,0.0,tfidf
8,0.9114708381765455,16,0.0,tfidf
9,0.7881010461158681,4,0.0,tfidf
10,0.9226853024951818,8,0.0,tfidf
6,0.7693543280584907,2,0.0,tfidf
10,0.6518335629452761,2,0.0,tfidf
8,0.49401787875351333,16,0.0,tfidf
10,0.32251158795172974,2,0.0,tfidf
10,0.5589452764330871,4,0.0,tfidf
9,0.6984928716671296,2,0.0,tfidf
9,0.1665927189609409,2,0.0,tfidf
10,0.3316159306968908,2,0.0,tfidf
9,0.5938622188677204,4,0.0,tfidf
9,0.5391738887992161,2,0.0,tfidf
7,0.7531840861237292,2,0.0,tfidf
10,0.8119777104418447,16,0.0,tfidf
10,0.6402750459372573,8,0.0,tfidf
9,0.7233695116820973,4,0.0,tfidf
8,0.8731007157385827,4,0.0,tfidf
5,0.9907178114029547,4,0.0,tfidf
9,0.8065369932796593,4,0.0,tfidf
9,0.7508108415571705,16,0.0,tfidf
8,0.6734205756552516,4,0.0,tfidf
6,0.6271831933001677,16,0.0,tfidf
10,0.7158675546433108,2,0.0,tfidf
7,0.8280707194927681,8,0.0,tfidf
10,0.9341774075569185,2,0.0,tfidf
10,0.5749724534949266,4,0.0,tfidf
10,0.8759002495355572,4,0.0,tfidf
5,0.6674268751151063,4,0.0,tfidf
9,0.4437872386016781,16,0.0,tfidf
10,0.6138693724260825,2,0.0,tfidf
9,0.25342324596701116,4,0.0,tfidf
6,0.5209314856849822,2,0.0,tfidf
8,0.7831608498102549,16,0.0,tfidf
10,0.5792477770010022,8,0.0,tfidf
9,0.9614908466528583,2,0.0,tfidf
8,0.6528789115604293,2,0.0,tfidf
9,0.6182307116413087,2,0.0,tfidf
10,0.6868621191594225,2,0.0,tfidf
10,0.5519575566812257,2,0.0,tfidf
9,0.12479478574303585,2,0.0,tfidf
9,0.7330364651226977,16,0.0,tfidf
10,0.7048182088724502,4,0.0,tfidf
8,0.5926699588814153,2,0.0,tfidf
10,0.4972690882377484,2,0.0,tfidf
9,0.7514687693701811,4,0.0,tfidf
6,0.45555052906521504,2,0.0,tfidf
7,0.3011001298096985,2,0.0,tfidf
5,0.3869828702104444,2,0.0,tfidf
7,0.21918967323942395,2,0.0,tfidf
6,0.6555713934526184,8,0.0,tfidf
10,0.5183346979364892,16,0.0,tfidf
8,0.6332138695605448,2,0.0,tfidf
7,0.6011416312826704,4,0.0,tfidf
9,0.6892881237135745,2,0.0,tfidf
10,0.5562603154752795,16,0.0,tfidf
9,0.35318111956812975,16,0.0,tfidf
9,0.28357880296263993,16,0.0,tfidf
5,0.7713561030092809,16,0.0,tfidf
9,0.8333768894318047,16,0.0,tfidf
8,0.8036944735641762,4,0.0,tfidf
10,0.7348385571905591,2,0.0,tfidf
9,0.4545802757970845,8,0.0,tfidf
10,0.8675427666662114,2,0.0,tfidf
9,0.19819702310737017,4,0.0,tfidf
8,0.6681021528910049,16,0.0,tfidf
7,0.7029102358453603,4,0.0,tfidf
8,0.7879136933953775,4,0.0,tfidf
10,0.7286683881688247,4,0.0,tfidf
8,0.7640643552736025,4,0.0,tfidf
9,0.6313233886471921,2,0.0,tfidf
9,0.5841647085840027,2,0.0,tfidf
9,0.8929857520592674,4,0.0,tfidf
10,0.8502095273871184,16,0.0,tfidf
10,0.2502473710808825,2,0.0,tfidf
9,0.6014320446807695,4,0.0,tfidf
5,0.9990361936649702,8,0.0,tfidf
6,0.936385505253415,8,0.0,tfidf
5,0.9740564168973352,8,0.0,tfidf
5,0.912224822196812,8,0.0,tfidf
5,0.676530411378311,2,0.0,tfidf
5,0.7103829311525394,2,0.0,tfidf
6,0.8183243198915456,8,0.0,tfidf
7,0.5699023844803632,16,0.0,tfidf
10,0.5419111365827866,4,0.0,tfidf
9,0.6556877404146974,2,0.0,tfidf
5,0.32496540764919074,16,0.0,tfidf
5,0.1514485344302032,16,0.0,tfidf
5,0.35527477102540883,16,0.0,tfidf
5,0.4150580007344059,16,0.0,tfidf
8,0.29410925845198804,2,0.0,tfidf
10,0.7431173830446423,16,0.0,tfidf
9,0.23151960838082436,4,0.0,tfidf
6,0.9470119664258665,2,0.0,tfidf
5,0.7167896221621265,2,0.0,tfidf
10,0.7987227392246254,16,0.0,tfidf
6,0.12777058810865508,16,0.0,tfidf
6,0.1820209069888454,16,0.0,tfidf
7,0.10257735425595252,16,0.0,tfidf
5,0.15943645824175645,4,0.0,tfidf
9,0.2646139063343017,16,0.0,tfidf
7,0.1181610317155161,2,0.0,tfidf
5,0.20347128595903086,8,0.0,tfidf
8,0.7680538895050769,4,0.0,tfidf
10,0.8326298710065579,2,0.0,tfidf
6,0.1441638312537911,16,0.0,tfidf
7,0.9656980693362569,8,0.0,tfidf
9,0.9217674018304307,8,0.0,tfidf
7,0.9815047763307034,8,0.0,tfidf
7,0.9481999767745332,8,0.0,tfidf
7,0.8942358758345399,2,0.0,tfidf
5,0.689031865484419,4,0.0,tfidf
9,0.9965298443151149,8,0.0,tfidf
10,0.18749328641731966,2,0.0,tfidf
9,0.6412561417629329,16,0.0,tfidf
8,0.9659211212885225,4,0.0,tfidf
6,0.10033528174979575,16,0.0,tfidf
6,0.1689211015651622,16,0.0,tfidf
7,0.6141960690611787,16,0.0,tfidf
5,0.1345586278369934,16,0.0,tfidf
6,0.7508045591180094,2,0.0,tfidf
10,0.14859809979354952,16,0.0,tfidf
5,0.4906851621474659,2,0.0,tfidf
8,0.27387298817136807,4,0.0,tfidf
10,0.31419751678310476,8,0.0,tfidf
7,0.5225982839525616,16,0.0,tfidf
8,0.5604112069872131,2,0.0,tfidf
8,0.1196836787859964,2,0.0,tfidf
9,0.5877243368115456,2,0.0,tfidf
8,0.7225318015640183,2,0.0,tfidf
5,0.2187039363734421,2,0.0,tfidf
9,0.47489582249547446,4,0.0,tfidf
9,0.4234571892991807,2,0.0,tfidf
8,0.36416179860989095,16,0.0,tfidf
10,0.789798994491276,2,0.0,tfidf
6,0.34029862830719726,16,0.0,tfidf
6,0.38943621728739597,16,0.0,tfidf
6,0.8492068381363277,16,0.0,tfidf
6,0.8907763890635125,16,0.0,tfidf
7,0.2576835943296335,8,0.0,tfidf
5,0.3087264436513033,16,0.0,tfidf
6,0.9216776902617871,2,0.0,tfidf
9,0.8144407536049518,4,0.0,tfidf
5,0.2884947706291012,16,0.0,tfidf
7,0.5391621171131057,4,0.0,tfidf
10,0.37080803297072584,2,0.0,tfidf
7,0.7781224864867385,8,0.0,tfidf
