perplexity,MinPts,probability,tsne_n_components,NMI,embedding
3,9,0.997020140213803,2,0.36276999986254366,word2vec
3,11,0.9970174932130272,16,0.0,word2vec
5,7,0.997009089718696,2,0.415473114452815,word2vec
2,8,0.9970223576374168,8,0.0,word2vec
6,5,0.9970262753687361,2,0.42103172943933675,word2vec
1,3,0.9970166873625501,2,0.0,word2vec
4,12,0.9970141586276775,2,0.39230415833646964,word2vec
3,6,0.997021702126545,2,0.45254170283487094,word2vec
3,6,0.9970202775017202,2,0.45254170283487094,word2vec
3,6,0.9970099592999779,2,0.45192136915631903,word2vec
4,8,0.9970237929479329,2,0.39760806675858107,word2vec
2,7,0.9970181666870551,4,0.08049045935755202,word2vec
5,9,0.9970149958964583,2,0.39742350845049834,word2vec
1,5,0.997007216359585,2,0.0,word2vec
3,6,0.9970106552357851,2,0.45192136915631903,word2vec
3,6,0.9970293656081395,2,0.45254170283487094,word2vec
2,10,0.9970304116201062,2,0.014297468807920759,word2vec
4,7,0.9970206861335044,2,0.40873777908084624,word2vec
6,5,0.9970248600542914,2,0.42103172943933675,word2vec
27,8,0.9970223374912776,2,0.0,word2vec
1,3,0.9970184705296072,8,0.0,word2vec
3,11,0.9970280100647694,16,0.0,word2vec
6,5,0.9970132999501047,2,0.42103172943933675,word2vec
5,8,0.9970253519497521,2,0.40105365176580726,word2vec
3,6,0.9970098221694114,2,0.45192136915631903,word2vec
4,6,0.9970152887002354,2,0.3948003296653004,word2vec
3,7,0.9970033412398934,2,0.47680549771003383,word2vec
2,9,0.9970029633207148,2,0.02909729040711546,word2vec
7,4,0.9970073384899386,2,0.4226977015080813,word2vec
2,7,0.9970047861510898,4,0.08049045935755202,word2vec
5,5,0.9970125486209364,2,0.418402017495221,word2vec
1,10,0.9970191034386043,2,0.0,word2vec
4,7,0.9970222076316176,2,0.40873777908084624,word2vec
3,13,0.9970024171372044,2,0.04776968498407618,word2vec
3,6,0.9970092713421607,2,0.45192136915631903,word2vec
4,8,0.9970172282376708,2,0.39760806675858107,word2vec
2,4,0.9970112343539744,2,0.390656324050734,word2vec
6,6,0.997014255169599,2,0.42103172943933675,word2vec
3,9,0.9970004274083779,2,0.3622473452080389,word2vec
5,7,0.9970070799287777,8,0.17301925234876422,word2vec
1,3,0.9970164325989715,16,0.0,word2vec
4,5,0.9970051813260867,2,0.3958212388437195,word2vec
2,2,0.9970089645646633,2,0.42643437342078,word2vec
7,4,0.9970124842689364,2,0.4226977015080813,word2vec
3,6,0.9970109370226224,2,0.45192136915631903,word2vec
3,6,0.9970195995384801,2,0.4522296570501413,word2vec
5,7,0.9970204061797003,2,0.415473114452815,word2vec
3,8,0.997023501473742,2,0.41885670244604023,word2vec
2,5,0.9970195793063855,2,0.34404493926515295,word2vec
4,29,0.9970264047543028,4,0.0,word2vec
1,17,0.9970292760647713,2,0.0,word2vec
5,8,0.9970165755556202,2,0.40105365176580726,word2vec
6,9,0.9970219658637893,2,0.40882781199785007,word2vec
4,23,0.9970141455466526,2,0.0,word2vec
3,6,0.9970099343063837,2,0.45192136915631903,word2vec
3,6,0.9970175156904343,2,0.45192136915631903,word2vec
2,7,0.9970116332304485,2,0.20025502244570156,word2vec
1,5,0.9970245496752594,2,0.0,word2vec
3,4,0.9970147965859404,2,0.4012504098124936,word2vec
2,6,0.9970077962751919,2,0.2705257756060322,word2vec
12,15,0.9970042874918007,8,0.012772601494889258,word2vec
4,7,0.9970205087226075,16,0.0,word2vec
21,19,0.9970180096955746,2,0.0,word2vec
5,3,0.9970031429113578,2,0.42001987530060686,word2vec
3,6,0.99701039382736,2,0.45192136915631903,word2vec
3,5,0.9970088912004816,2,0.3953400214433456,word2vec
2,8,0.9970059095037169,2,0.13290051173972986,word2vec
4,6,0.9970139474839355,2,0.3948003296653004,word2vec
1,7,0.9970162519717086,2,0.0,word2vec
3,5,0.997012958589575,2,0.3953400214433456,word2vec
2,8,0.9970192803216144,2,0.13290051173972986,word2vec
6,10,0.9970228288935855,4,0.006403216984802192,word2vec
4,4,0.9970064022576314,2,0.3958212388437195,word2vec
2,6,0.9970108678686093,2,0.2705257756060322,word2vec
3,7,0.9970094223462773,2,0.4771731610413956,word2vec
3,7,0.9970079291444577,2,0.4771731610413956,word2vec
4,7,0.9970008136035292,2,0.40873777908084624,word2vec
5,9,0.9970086935826781,2,0.39742350845049834,word2vec
3,8,0.9970151692084149,2,0.4186833751836504,word2vec
10,7,0.9970315154226588,2,0.42973496702070035,word2vec
1,6,0.9970123015284056,2,0.0,word2vec
2,5,0.9970038709732614,2,0.34324029480506096,word2vec
3,7,0.9970072041327943,2,0.4771731610413956,word2vec
4,9,0.9970278595023966,2,0.39132841709379285,word2vec
3,7,0.9970068463911319,2,0.4771731610413956,word2vec
3,7,0.9970069848492478,2,0.4771731610413956,word2vec
5,7,0.9970058971031144,2,0.415473114452815,word2vec
2,8,0.9970029573762614,2,0.13290051173972986,word2vec
3,7,0.9970075884494732,2,0.4771731610413956,word2vec
4,10,0.9970018544737541,2,0.464115552019969,word2vec
4,11,0.9970001660650673,16,0.0,word2vec
2,7,0.9970073645625086,2,0.19777358950901439,word2vec
1,8,0.9970027891351037,2,0.0,word2vec
5,9,0.9970058569115094,8,0.14948423727524818,word2vec
3,7,0.9970040539414623,2,0.47680549771003383,word2vec
3,7,0.9970019133248631,2,0.47680549771003383,word2vec
4,8,0.9970023909778257,2,0.39760806675858107,word2vec
3,7,0.9970046688240025,2,0.47680549771003383,word2vec
30,7,0.9970044608469083,2,0.0,word2vec
2,10,0.9970009879864499,2,0.014297468807920759,word2vec
4,9,0.9970048252246976,2,0.38998165529234835,word2vec
3,7,0.9970079939598,2,0.4771731610413956,word2vec
13,7,0.9970074336867504,2,0.4281565534933652,word2vec
3,8,0.9970027016340463,2,0.41847351393427606,word2vec
3,7,0.9970079458057504,2,0.4771731610413956,word2vec
2,7,0.9970080087457126,2,0.19777358950901439,word2vec
3,8,0.9970054341266338,2,0.41847351393427606,word2vec
4,7,0.9970016548122465,2,0.40873777908084624,word2vec
3,8,0.9970080959618921,2,0.4186833751836504,word2vec
1,21,0.9970038314181763,4,0.0,word2vec
4,9,0.9970063597829875,2,0.38998165529234835,word2vec
2,7,0.9970099983204405,2,0.19777358950901439,word2vec
3,8,0.9970044054134949,2,0.41847351393427606,word2vec
5,10,0.9970002816672597,2,0.3928872534191217,word2vec
3,6,0.9970086447206005,2,0.45192136915631903,word2vec
2,7,0.9970021404267029,2,0.19777358950901439,word2vec
4,5,0.9970065215158661,2,0.3958212388437195,word2vec
3,7,0.9970050625498874,2,0.4771731610413956,word2vec
3,7,0.9970045247777901,2,0.47680549771003383,word2vec
25,7,0.9970056567538442,2,0.0,word2vec
3,7,0.9970103488355714,2,0.4771731610413956,word2vec
2,8,0.9970101982262777,2,0.13290051173972986,word2vec
3,6,0.9970082113885065,8,0.09995309151593526,word2vec
2,8,0.9970113063592194,2,0.13290051173972986,word2vec
3,7,0.9970041137514867,2,0.47680549771003383,word2vec
3,7,0.9970069970980435,2,0.4771731610413956,word2vec
3,6,0.9970074815435209,2,0.45192136915631903,word2vec
4,7,0.9970091772667703,2,0.40873777908084624,word2vec
1,8,0.9970125408189956,2,0.0,word2vec
2,6,0.9970101851259291,16,0.0,word2vec
4,9,0.99700643289753,2,0.38998165529234835,word2vec
5,25,0.9970076897073791,2,0.0,word2vec
3,7,0.9970132611014224,2,0.4771731610413956,word2vec
2,6,0.997013039173201,2,0.2707736555900839,word2vec
3,8,0.9970093238230989,2,0.4186833751836504,word2vec
3,7,0.9970115157240101,2,0.4771731610413956,word2vec
4,7,0.997011569262129,2,0.40873777908084624,word2vec
16,7,0.9970139471145532,2,0.0,word2vec
3,8,0.9970113209026616,2,0.4186833751836504,word2vec
2,5,0.9970073467270978,2,0.3439627412198573,word2vec
3,7,0.9970151503824626,2,0.4771731610413956,word2vec
4,6,0.9970159059050195,2,0.3948003296653004,word2vec
3,6,0.9970390573517578,4,0.2402064222434661,word2vec
11,20,0.9970664229592265,4,0.0,tfidf
8,5,0.9970490941834367,4,0.0,tfidf
14,15,0.9970617766886136,8,0.0005189382882717061,tfidf
29,20,0.9970397228329225,8,0.0008380032763368497,tfidf
23,26,0.9970391979538199,8,0.001015647801338571,tfidf
22,7,0.9970946411190226,4,0.0,tfidf
2,2,0.997047642801271,2,0.41241106736442773,tfidf
21,10,0.9970002181618841,8,0.001015647801338571,tfidf
8,26,0.9970614704916875,2,0.31471953943352354,tfidf
24,5,0.9970428435507378,2,0.0,tfidf
1,1,0.9970202044902584,16,0.34473401535561754,tfidf
2,2,0.9970148296278809,16,0.015228090354272151,tfidf
1,1,0.9970314788384163,16,0.34473401535561754,tfidf
5,12,0.9970190531938582,16,0.0,tfidf
5,1,0.9970259329240769,2,0.006145966297616663,tfidf
16,9,0.9970062273092185,2,0.0,tfidf
1,14,0.9970143726809049,16,0.0,tfidf
5,19,0.9970268681743913,16,0.0,tfidf
16,5,0.9970326248229958,2,0.0,tfidf
10,29,0.9970545252093744,16,0.0,tfidf
13,4,0.9970209092322878,2,0.0,tfidf
1,1,0.9970316696103225,16,0.34473401535561754,tfidf
4,3,0.9970352690204868,16,0.08221242192087064,tfidf
3,8,0.997009254368469,16,0.0,tfidf
8,1,0.9970249869443653,16,0.3033355323655254,tfidf
7,6,0.9970465340541804,16,0.053231349441459706,tfidf
1,11,0.9970322019254112,2,0.0,tfidf
3,3,0.9970184134895272,4,0.03314912551583478,tfidf
6,8,0.9970439036273834,16,0.0,tfidf
11,3,0.9970748250989413,4,0.0,tfidf
19,18,0.9970507596684571,2,0.0,tfidf
1,1,0.997033964240456,16,0.34473401535561754,tfidf
3,1,0.9970283597912689,16,0.34412956035995995,tfidf
3,6,0.9970371995393855,16,0.0,tfidf
1,4,0.9970234753014827,16,0.0,tfidf
28,23,0.9970398113738206,8,0.0008380032763368497,tfidf
9,3,0.9970302928797375,4,0.0,tfidf
7,7,0.9970378572806763,8,0.000884920107051841,tfidf
13,5,0.997051132018423,16,0.026179081095590005,tfidf
4,13,0.9970451623259341,16,0.0,tfidf
6,16,0.9970306792292642,8,0.020801579514897136,tfidf
1,1,0.997034327311267,16,0.34473401535561754,tfidf
2,2,0.9970404783366181,16,0.015228090354272151,tfidf
2,2,0.9970276933753476,16,0.015228090354272151,tfidf
4,4,0.9970208374743206,16,0.026180772575359997,tfidf
1,2,0.9970357522617522,2,0.28046104103442443,tfidf
5,1,0.9970146264806455,4,0.007301980018639686,tfidf
2,7,0.9970238642173682,16,0.0,tfidf
26,5,0.9970397485533992,2,0.0,tfidf
19,9,0.9970294696894437,16,0.018452287510823645,tfidf
6,3,0.9970434641852928,16,0.17362067386733465,tfidf
1,1,0.9970342187948914,16,0.34473401535561754,tfidf
3,1,0.9970335253264474,16,0.34412956035995995,tfidf
2,4,0.9970268331928603,16,0.0,tfidf
4,2,0.9970347350835099,16,0.15006584523247404,tfidf
1,6,0.9970472650259316,2,0.0,tfidf
4,22,0.9970177087631341,16,0.0,tfidf
1,2,0.9970231370838257,8,0.0019226349472012327,tfidf
3,30,0.9970418324471024,16,0.0,tfidf
7,4,0.9970309543053556,2,0.0,tfidf
5,1,0.9970374758627266,16,0.3421426521481756,tfidf
1,1,0.9970337137962041,16,0.34473401535561754,tfidf
2,3,0.9970278672436975,16,0.006227423589339688,tfidf
2,1,0.9970331341686907,16,0.3444478646530751,tfidf
1,3,0.9970367458894847,16,0.0,tfidf
4,2,0.9970253422925333,16,0.15006584523247404,tfidf
3,4,0.9970422042231508,4,0.044584704209726767,tfidf
2,5,0.9970221033585792,16,0.0,tfidf
5,1,0.9970307610154902,2,0.006145966297616663,tfidf
1,3,0.9970490310539215,16,0.0,tfidf
3,2,0.997017627671558,16,0.07653573806000265,tfidf
1,1,0.9970354325706429,16,0.34473401535561754,tfidf
1,2,0.9970332334925668,16,0.0,tfidf
3,1,0.9970388526155672,16,0.34412956035995995,tfidf
2,5,0.997028304575605,16,0.0,tfidf
30,3,0.9970251742968432,16,0.01254125089489423,tfidf
1,4,0.9970449719077469,8,0.0,tfidf
6,26,0.9970322599389586,2,0.0,tfidf
4,6,0.9970412142459807,16,0.0,tfidf
2,2,0.9970204064493118,4,0.19668520106951692,tfidf
18,1,0.9970382092238701,16,0.17915742288774536,tfidf
1,1,0.9970357166243836,16,0.34473401535561754,tfidf
1,3,0.9970359120526715,16,0.0,tfidf
2,1,0.9970303195997307,16,0.3444478646530751,tfidf
3,2,0.9970340542581149,16,0.07708235395886637,tfidf
23,17,0.997026111148055,16,0.03749375686638907,tfidf
12,2,0.9970399898824297,16,0.040431908556882855,tfidf
2,1,0.9970297347109902,2,0.42641429309712664,tfidf
4,4,0.997029090578851,2,0.004856538364379973,tfidf
2,3,0.9970320751927194,2,0.40750539899520866,tfidf
15,5,0.9970230171648108,2,0.0,tfidf
2,3,0.997031723375681,2,0.40750539899520866,tfidf
2,3,0.997031123915001,2,0.40750539899520866,tfidf
5,3,0.9970267669154309,2,0.00010988218155735495,tfidf
3,2,0.9970311224924544,2,0.09055808988859894,tfidf
2,7,0.9970288923625751,2,0.22181510185315398,tfidf
3,4,0.9970252831590303,2,0.08698599910350441,tfidf
4,6,0.9970317878737579,2,0.021812503189543836,tfidf
2,14,0.9970388811065973,2,0.0,tfidf
2,3,0.9970195816681631,2,0.40694322073953837,tfidf
3,3,0.9970192741185635,2,0.08698599910350441,tfidf
2,3,0.9970218738213678,2,0.40694322073953837,tfidf
2,4,0.9970219864045765,2,0.3907774843420596,tfidf
5,4,0.9970218818821391,2,0.00010988218155735495,tfidf
2,5,0.9970159277843137,2,0.349939117720374,tfidf
4,5,0.9970124459846073,2,0.004856538364379973,tfidf
2,11,0.9970168697370496,2,0.0,tfidf
