density_threshold,distance_threshold,tsne_n_components,NMI,embedding
0.10517584994171088,0.9997141640332543,2,0.382157516033229,BERT
0.10292520597172876,0.9658603833535019,2,0.3794092733531277,BERT
0.19047446942553603,0.9437624218627656,2,0.3780478212046033,BERT
0.13116494642507323,0.9060269864040504,8,0.3448272900273588,BERT
0.01110628063148051,0.9787222676191526,2,0.3804482049548584,BERT
0.08848335242195132,0.9599715143465286,2,0.3787758279501966,BERT
0.15772062094309885,0.9845829807758786,2,0.3811487901734622,BERT
0.032251068543083405,0.9295341683827062,16,0.34473401535561754,BERT
0.054831301348282846,0.9992716051347733,2,0.3820579701122528,BERT
0.061494963322365086,0.9932251317979887,2,0.3817740670321174,BERT
0.11151607153277507,0.9994860908725789,2,0.38210508973824553,BERT
0.11009531170283535,0.9983493013957591,2,0.3819531865072716,BERT
0.3744050869486958,0.9621180995830014,2,0.3792842118017146,BERT
0.1423516112012112,0.9442188854826725,4,0.3458566526879389,BERT
0.2029014484476488,0.9696489223614201,2,0.3798901070213207,BERT
0.23741469319885566,0.909204395835259,2,0.3762212652625593,BERT
0.07797614418146738,0.8860111539772899,2,0.37431841648682634,BERT
0.11477231134462862,0.9994306067109241,2,0.38210508973824553,BERT
0.10540504995414028,0.9798160666466664,2,0.3804482049548584,BERT
0.12324457343450235,0.948917553197105,2,0.3780635553030592,BERT
0.17600640776813142,0.9996831944573716,2,0.382157516033229,BERT
0.17354876932843877,0.9785217844347106,2,0.3804482049548584,BERT
0.2801482121195641,0.9589155901207785,2,0.378714250950156,BERT
0.2187325834120708,0.997505340502599,2,0.38200801427972314,BERT
0.04543112138466216,0.9991906205680227,2,0.3820579701122528,BERT
0.14618399878117305,0.9301471183799795,2,0.3772386119547992,BERT
0.06970680191636011,0.9731312506543023,2,0.37994182476522614,BERT
0.025556779364965553,0.9430012465775947,2,0.3780478212046033,BERT
0.05137317550606769,0.9995384871954829,2,0.382157516033229,BERT
0.07975354673181514,0.9787198463575166,2,0.3804482049548584,BERT
0.04906191136278448,0.9608855517314335,2,0.3789790915173765,BERT
0.0953918474592148,0.5294126512644703,2,0.3574282327930058,BERT
0.011546377233627324,0.7668263712113995,8,0.3448272900273588,BERT
0.12654885012802214,0.9992515943569378,2,0.3820579701122528,BERT
0.16281373940679345,0.9761311257997599,2,0.3802052127576478,BERT
0.06112745164744455,0.9171725881537792,2,0.3766241296468053,BERT
0.5083644088116789,0.9507299763285679,2,0.3782039830202877,BERT
0.034127430844438575,0.9809606599441227,16,0.34473401535561754,BERT
0.053696015869943915,0.9991472146576014,2,0.3820579701122528,BERT
0.09099593984373956,0.9607971004999216,2,0.3789790915173765,BERT
0.04409389779431016,0.9961870003245151,2,0.38189361354282286,BERT
0.02941152489571741,0.9978059427357346,2,0.38219902801565886,BERT
0.07495058627463558,0.9365734408969077,2,0.3775436416719819,BERT
0.010112011407045688,0.9693346402813376,4,0.3458566526879389,BERT
0.1167467058131473,0.9804749914064556,2,0.3806301532937824,BERT
0.026999411173887516,0.950523600259594,2,0.3782039830202877,BERT
0.0980496848921909,0.9267009233680171,2,0.37706904799678453,BERT
0.06511805569632921,0.9669371642556733,2,0.3794880215128471,BERT
0.040595967544500754,0.999733467405063,2,0.382157516033229,BERT
0.02891515438805628,0.9796625364240853,2,0.3804482049548584,BERT
0.04710456245278073,0.9862225076816112,2,0.3814502028461768,BERT
0.08103290962547273,0.9990766835310456,2,0.3820579701122528,BERT
0.13693082448316343,0.9596649720636935,2,0.378631591362381,BERT
0.4257211301345371,0.9989001124755026,2,0.3819531865072716,BERT
0.3306837866751404,0.9483243752026227,2,0.3779394591128386,BERT
0.18834526938451102,0.7035077945397779,2,0.3638441151293485,BERT
0.10820148625250044,0.414703126566725,2,0.3546775401195578,BERT
0.06249454604489905,0.9783222647979487,2,0.3804482049548584,BERT
0.04813973840412153,0.9972855840059045,2,0.38200801427972314,BERT
0.040869932155964885,0.968567602280828,2,0.37967187453336354,BERT
0.027879813381176233,0.9813937330437297,2,0.3807420170591347,BERT
0.5473370879140248,0.9973047759797156,2,0.38200801427972314,BERT
0.08910813506174405,0.9997168254238322,2,0.382157516033229,BERT
0.09032280471018776,0.9581277148157676,2,0.3786083291122358,BERT
0.14285695615832475,0.9371454146079015,8,0.3448272900273588,BERT
0.07118435079622779,0.8039965402860827,2,0.36854102974921626,BERT
0.11345312542995103,0.977724541038337,2,0.3804086194473457,BERT
0.17387073803925457,0.9623755613300689,2,0.3793305578689381,BERT
0.011118306141006458,0.9977821006377493,2,0.38219902801565886,BERT
0.014980842238440255,0.9993909493235673,2,0.38210508973824553,BERT
0.014057975573684005,0.9991040839413579,2,0.3820579701122528,BERT
0.012969248014608217,0.9787434306959362,2,0.3804482049548584,BERT
0.03231228155544796,0.9520212190033946,2,0.3782552096509299,BERT
0.08371401698517522,0.9777246376932887,2,0.3804086194473457,BERT
0.03350893019386939,0.9383304705483458,16,0.34473401535561754,BERT
0.061969553913465814,0.9662964137313095,4,0.3458566526879389,BERT
0.09722384572177545,0.6315290230079756,2,0.3614155852575948,BERT
0.05098920464802942,0.9807942603838138,2,0.38067683813226905,BERT
0.0673239054880996,0.9987698455433466,2,0.3819531865072716,BERT
0.011497678680051644,0.9999985733580297,2,0.3821975376058522,BERT
0.010892589031092997,0.9997458768451571,2,0.382157516033229,BERT
0.0102570113697383,0.9996458484165113,2,0.382157516033229,BERT
0.03315000988786996,0.9674209356816579,2,0.3794880215128471,BERT
0.024372392955960977,0.7500903385017029,2,0.36626082935231213,BERT
0.04437566869980056,0.9786764001388932,2,0.3804482049548584,BERT
0.01971625350839412,0.9504449340323309,2,0.3782039830202877,BERT
0.011719904645412595,0.9998698264264952,2,0.382157516033229,BERT
0.2885826836467919,0.19439559126509587,4,0.3452992845509769,word2vec
0.7451940303651333,0.8560938915504022,8,0.3448739462937842,word2vec
0.6620623595385741,0.25851886630621046,8,0.3448739462937842,word2vec
0.6396201443515652,0.7030990528412885,16,0.34473401535561754,word2vec
0.09580242063858783,0.4447082084994916,2,0.3568288192077179,word2vec
0.8241997457938891,0.7359271560019583,16,0.34473401535561754,word2vec
0.6188106474177831,0.8918946292849715,4,0.3452992845509769,word2vec
0.9670068527290212,0.1481001920153387,8,0.3448739462937842,word2vec
0.9033464966557789,0.5265599292166023,4,0.3452992845509769,word2vec
0.25645317155055314,0.7126376703306596,8,0.3448739462937842,word2vec
0.059351258067701494,0.014210913552518634,2,0.3483142953832187,word2vec
0.031244976389905785,0.07873583568154573,2,0.3493751057266037,word2vec
0.011220760092041138,0.3920646599021034,2,0.35535696474440415,word2vec
0.20215671865523915,0.38847335992752763,2,0.3552886018078213,word2vec
0.41593963516330074,0.42883343332510865,2,0.3563660133688298,word2vec
0.3817499225576135,0.5271480278603344,2,0.35973752477090526,word2vec
0.4518531790400998,0.5528983093589733,2,0.36054432044219487,word2vec
0.46017067808488854,0.5680970086995784,2,0.3608854148931423,word2vec
0.5091437808469581,0.6134169892168685,2,0.3623753546205917,word2vec
0.49767879938336085,0.9890269788095714,16,0.34473401535561754,word2vec
0.5619713993527091,0.6087535203674154,2,0.36254161235399146,word2vec
0.5398271609369706,0.6172821233713154,2,0.36249070655178695,word2vec
0.5620547377581488,0.6319866758424934,2,0.36262570191454097,word2vec
0.5595301397677337,0.645000026079215,2,0.3630113463593769,word2vec
0.5644477818371414,0.6447797740640558,2,0.3630113463593769,word2vec
0.7504573283871637,0.6863710434477435,2,0.36494852963184393,word2vec
0.7145969642635186,0.7745367004878392,2,0.37029106810527446,word2vec
0.7643111768016879,0.8285365980437948,4,0.3452992845509769,word2vec
0.7145263591646007,0.7735544021896087,16,0.34473401535561754,word2vec
0.8241954076509572,0.8004204742518493,4,0.3452992845509769,word2vec
0.6806924684377802,0.6870756807705536,2,0.36498482201833427,word2vec
0.6827402358827508,0.6847787744941449,2,0.36484449471172675,word2vec
0.7200798492346742,0.7156108597352662,2,0.3668060873548786,word2vec
0.7538390321416087,0.7517512336234643,2,0.36881374631662633,word2vec
0.6503602896931916,0.7541264106773597,2,0.36884070359870447,word2vec
0.6199349982884192,0.8746440976237189,8,0.3448739462937842,word2vec
0.8005294902293005,0.7744216180370054,2,0.37029106810527446,word2vec
0.7958034539484068,0.7631421365016996,16,0.34473401535561754,word2vec
0.8357547080504685,0.8270028753961183,8,0.3448739462937842,word2vec
0.8752754038581998,0.909648164407749,2,0.3787179886725215,word2vec
0.8698599863290482,0.9106247710629627,4,0.3452992845509769,word2vec
0.9063570135907878,0.7794638124753054,2,0.37055712645332495,word2vec
0.9473775021083247,0.9332713644610967,2,0.3809638189442008,word2vec
0.9730343499500516,0.926527571206516,2,0.38011169796371425,word2vec
0.9646269961651335,0.9745648772158519,2,0.383869372614147,word2vec
0.9852653947008367,0.9335580670688829,8,0.3448739462937842,word2vec
0.9298976556549163,0.9975983091829135,2,0.38493393375726065,word2vec
0.9483295211981646,0.9994161560825666,16,0.34473401535561754,word2vec
0.9454228566617173,0.9409401235037755,2,0.38145925783436696,word2vec
0.9448822850888343,0.966523963218194,2,0.3835472242880325,word2vec
0.9403675410611148,0.9663397650057877,2,0.3835472242880325,word2vec
0.9949582030570466,0.9537119544549455,2,0.38259747390061716,word2vec
0.9946295897161418,0.9770298371509274,2,0.38395257939678096,word2vec
0.9934675361620954,0.9686652495740561,2,0.3835651928749336,word2vec
0.9159255303332396,0.8682318062910256,2,0.37566102491180914,word2vec
0.9942319064510143,0.9755581653556815,2,0.3840239280378087,word2vec
0.9789524265082588,0.9834795271740916,4,0.3452992845509769,word2vec
0.9926552446843065,0.9985080859059698,2,0.3853211777673625,word2vec
0.8900966362817452,0.9992174019948838,2,0.3854489157433437,word2vec
0.8774440486323187,0.9994054817752038,8,0.3448739462937842,word2vec
0.9065723745161508,0.8966247442581649,2,0.37775570619459575,word2vec
0.9962791982118249,0.966408692452253,2,0.3835472242880325,word2vec
0.9251873284031766,0.8979583473749134,2,0.377995314892998,word2vec
0.9679795724444554,0.8530568269408495,2,0.37495309233978225,word2vec
0.9965520977426046,0.9558103815353626,2,0.3825969413671674,word2vec
0.866422814084044,0.9986540034525796,2,0.3853211777673625,word2vec
0.8838646080234053,0.9990256473929148,2,0.3854489157433437,word2vec
0.8783800807889157,0.9145974513369604,16,0.34473401535561754,word2vec
0.86055446139293,0.8669038211612693,2,0.37556638066742226,word2vec
0.9047147451431139,0.9955728877431302,2,0.3848857966015978,word2vec
0.9192803415336764,0.9310571265752997,2,0.38073968695451443,word2vec
0.896641430688458,0.9963255786898063,2,0.3848857966015978,word2vec
0.8926738962840098,0.9887337649743392,2,0.3848590552688641,word2vec
0.8482207342238565,0.9991171906558278,2,0.3854489157433437,word2vec
0.8478059198757472,0.9454985075264171,2,0.38151507966974396,word2vec
0.8441159168498472,0.999915448243349,4,0.3452992845509769,word2vec
0.812959121948576,0.8860042391424685,2,0.37696199960943555,word2vec
0.7840269037831963,0.9452543489878968,2,0.38151507966974396,word2vec
0.8285116755305069,0.9140866021567904,2,0.379255255190579,word2vec
0.894775262315124,0.9985436766043007,2,0.3853211777673625,word2vec
0.8481280329020907,0.8978317421701703,8,0.3448739462937842,word2vec
0.8965783250022172,0.9504785101898418,2,0.3819179430179303,word2vec
0.9250498543867441,0.9919799578910907,2,0.3846641624990821,word2vec
0.8841158153034557,0.9249633463107693,2,0.3799267449952356,word2vec
0.8156644599252371,0.9981948164104677,2,0.38498749237391156,word2vec
0.8145387271751787,0.9430470693076973,16,0.34473401535561754,word2vec
0.7841481153270099,0.8383561958020067,2,0.37409565713777543,word2vec
0.8584595362223272,0.8823329059016239,2,0.3767137617994141,word2vec
0.821883397042696,0.9696106337324433,2,0.3836858053283444,word2vec
0.9282753401295503,0.9186793168025486,2,0.3793290721522573,word2vec
0.8739757517082549,0.9575878309395571,4,0.3452992845509769,word2vec
0.892781589186767,0.9989806928699569,2,0.3853211777673625,word2vec
0.9549378819212011,0.9979795983522717,2,0.38493393375726065,word2vec
0.9494295018850127,0.9688325768876133,2,0.3835651928749336,word2vec
0.9622104990408358,0.9354167499897801,2,0.3810738824960108,word2vec
0.8604550754530097,0.9998960226018178,2,0.38555633476687273,word2vec
0.8552491410247294,0.9744902501867726,2,0.38382157415295814,word2vec
0.7938998943412499,0.9535247329767582,2,0.38259747390061716,word2vec
0.9310630777253244,0.8978145397797105,2,0.377995314892998,word2vec
0.7675778953252743,0.9232944676644059,8,0.3448739462937842,word2vec
0.840408601258392,0.9735201319771308,2,0.38382157415295814,word2vec
0.8879120992035616,0.9843946527702563,2,0.3846023437148691,word2vec
0.9147716500859725,0.9999553966729301,2,0.38555633476687273,word2vec
0.906017445734255,0.9526960731179006,2,0.38253906328679443,word2vec
0.8628689202266154,0.9997071795151993,2,0.38555633476687273,word2vec
0.8109549184550461,0.9784934235594535,2,0.3840410740659756,word2vec
0.8623409653973652,0.9383793383677363,16,0.34473401535561754,word2vec
0.8333686973759901,0.9560614329580215,2,0.3825969413671674,word2vec
0.8742137214888028,0.9158324535895739,2,0.3790560443176238,word2vec
0.9092794184561254,0.9818462197684951,2,0.384339879948718,word2vec
0.9728058736952279,0.8739760332691235,2,0.37577850632025134,word2vec
0.9326604846004655,0.9989460553179237,2,0.3853211777673625,word2vec
0.9367697713424566,0.9766779947012678,2,0.38395257939678096,word2vec
0.884856638798617,0.9597428998173851,2,0.3828391460540473,word2vec
0.8585983898219185,0.9989640917373598,2,0.3853211777673625,word2vec
0.9129761245462561,0.9988009349391661,2,0.3853211777673625,word2vec
0.8524946991810674,0.9285036276767763,4,0.3452992845509769,word2vec
0.9631992530634275,0.9592483003932937,2,0.3828391460540473,word2vec
0.8856472439237665,0.9050488247147832,2,0.378388859460616,word2vec
0.8658587033022141,0.9389626160677025,2,0.38126457478326553,word2vec
0.8316143373136377,0.9834863312888797,2,0.3843805890356384,word2vec
0.9171623666613888,0.9825131574266041,2,0.384339879948718,word2vec
0.9060440958654935,0.9984498097795944,2,0.385218683953552,word2vec
0.9388994603927103,0.9623762230253653,2,0.38319284278862625,word2vec
0.9192154381925158,0.9971058163333308,2,0.38493393375726065,word2vec
0.9005692763367301,0.9368696287783658,2,0.381102673205128,word2vec
0.8655074934033317,0.9996319822273886,8,0.3448739462937842,word2vec
0.9764555862719148,0.963997519504127,2,0.38333948319034883,word2vec
0.9430220221423834,0.9121622863997368,2,0.3789917115781917,word2vec
0.8465917549977786,0.9796550058918021,2,0.384339879948718,word2vec
0.7312259978577793,0.9414808855345925,16,0.34473401535561754,word2vec
0.8963919118788545,0.9988909967890529,2,0.3853211777673625,word2vec
0.8899437133313753,0.9689837103473857,2,0.3836962927994023,word2vec
0.8737564364042181,0.9992423229453216,2,0.3854489157433437,word2vec
0.8061272366521658,0.954290606306223,2,0.3825969413671674,word2vec
0.8310351393097528,0.9780070654335665,2,0.38400043685838586,word2vec
0.9197421175648832,0.9251789004372368,2,0.3799267449952356,word2vec
0.8686755593930582,0.9535781382409559,2,0.38259747390061716,word2vec
0.954035409197549,0.9995082307988378,2,0.38555633476687273,word2vec
0.9518227051796412,0.8880744810271907,2,0.37705193090678935,word2vec
0.9787443729367626,0.975059738895751,4,0.3452992845509769,word2vec
0.9226361402228572,0.9980908408930385,2,0.38498749237391156,word2vec
0.8801531901996482,0.9794300509763321,2,0.3842097091212609,word2vec
0.9576456512757665,0.9459712717491143,2,0.38151507966974396,word2vec
0.8510318655296072,0.965046398622781,2,0.38333948319034883,word2vec
0.9364329561235267,0.9976063178075101,2,0.38493393375726065,word2vec
0.7698350942228711,0.9307796174706453,2,0.38073968695451443,word2vec
0.9038184820081276,0.9794503192023227,2,0.3842097091212609,word2vec
0.8790069686324216,0.9993387301844311,2,0.38550261777211986,word2vec
0.797567043256511,0.9546432602954442,2,0.3825969413671674,word2vec
0.8317867901030104,0.8554633771149858,2,0.375091863253514,word2vec
0.8750441822629925,0.9993852424423468,2,0.38550261777211986,word2vec
0.8711001521992534,0.9785589954391454,2,0.3840410740659756,word2vec
0.8895428946760908,0.7984960610491179,2,0.3722756506596494,word2vec
0.851054970553483,0.9660265352733878,2,0.3835472242880325,word2vec
0.870728238033761,0.9996320931308426,2,0.38555633476687273,word2vec
0.8837404157708005,0.9447241367928598,8,0.3448739462937842,word2vec
0.9997917294603412,0.7243014332294789,2,0.3673541604951329,word2vec
0.9319353819733389,0.9784424068504487,2,0.3840410740659756,word2vec
0.9618469424432035,0.9995683202043405,16,0.34473401535561754,word2vec
0.9037587172857385,0.9089053795430164,2,0.37845645169834763,word2vec
0.8547323394004867,0.9847854423171548,2,0.384712526670451,word2vec
0.8283057410243044,0.4845760851804551,2,0.3584513832968549,word2vec
0.8725940189090469,0.9626149781751783,2,0.3832990742099895,word2vec
0.8145439465933618,0.9990864747828809,2,0.3854489157433437,word2vec
0.8407454757780847,0.9789947848747528,2,0.3842097091212609,word2vec
0.8153804233669594,0.9521413655744031,2,0.3824916891357138,word2vec
0.8957760342720003,0.932079637805008,2,0.38088416688928156,word2vec
0.8756333963700819,0.9809295494491773,2,0.384339879948718,word2vec
0.925026744537654,0.6904499112295688,2,0.3653589113347422,word2vec
0.9459485493415545,0.9996081098818471,2,0.38555633476687273,word2vec
0.9399071327871351,0.5885000561962703,2,0.36171331907105675,word2vec
0.9138091543095044,0.9661704143242771,2,0.3835472242880325,word2vec
0.9655908003868077,0.9962362685998474,2,0.3848857966015978,word2vec
0.8903960105872764,0.9823299787173932,2,0.384339879948718,word2vec
0.6257243600407942,0.9606883029939652,4,0.3452992845509769,word2vec
0.9802781935528686,0.9998601606558104,2,0.38555633476687273,word2vec
0.9804501089596539,0.6438985466732712,2,0.36298529824205467,word2vec
0.8592731682224121,0.9455419077876294,2,0.38151507966974396,word2vec
0.6635620940666909,0.9779374146019455,2,0.38400043685838586,word2vec
0.955995267085091,0.3160063928813319,2,0.3533626081189854,word2vec
0.9781621814150993,0.9932314818340732,2,0.38474672509484487,word2vec
0.9398450453645347,0.9974706396533649,2,0.38493393375726065,word2vec
0.5931294081013565,0.9654546643804486,2,0.38341071395947973,word2vec
0.9102902084761074,0.998452408217029,2,0.3853211777673625,word2vec
0.8747941261647926,0.9984494889328426,2,0.385218683953552,word2vec
0.924980957084006,0.7363390615878824,2,0.36823517091416214,word2vec
0.8432922971737136,0.9686631554135648,2,0.3835651928749336,word2vec
0.7848954637017976,0.9453161241832153,8,0.3448739462937842,word2vec
0.8927448992304547,0.9994971218626482,2,0.38555633476687273,word2vec
0.7006751030452397,0.9784547722770585,2,0.3840410740659756,word2vec
0.8895405018036161,0.9986376038441744,2,0.3853211777673625,word2vec
0.8675064552273071,0.9761483024685508,2,0.38389360560477775,word2vec
0.904725591908689,0.9991688384365812,2,0.3854489157433437,word2vec
0.895095051463311,0.9593904630904149,2,0.3828391460540473,word2vec
0.9106622633987944,0.9787637111455433,2,0.38414284314926306,word2vec
0.820053659571099,0.9352783827176037,16,0.34473401535561754,word2vec
0.7464866614957528,0.955209579492169,2,0.3825969413671674,word2vec
0.858339415113873,0.9808408491126406,2,0.384339879948718,word2vec
0.48149242210726995,0.5371579348863517,2,0.36008188923916573,word2vec
0.4564759782599573,0.3788094881384648,8,0.34475732929251446,tfidf
0.9619974547072511,0.23497048026558084,4,0.3448739462937842,tfidf
0.5232279227018902,0.2701101300486743,8,0.34475732929251446,tfidf
0.21501821533755602,0.7718732088405607,4,0.3448739462937842,tfidf
0.29402145051668,0.34705969328083947,8,0.34475732929251446,tfidf
0.145159986587524,0.9513986368421998,8,0.34475732929251446,tfidf
0.7820599613905626,0.2576296496432947,2,0.35193445744863466,tfidf
0.7773946545271351,0.8024283647694099,4,0.3448739462937842,tfidf
0.11635454234683844,0.749862127556048,8,0.34475732929251446,tfidf
0.4382004902469751,0.6222858086013173,8,0.34475732929251446,tfidf
0.6936782624250549,0.026375281398535066,2,0.3490536335512368,tfidf
0.7066894552518448,0.013506661282373295,2,0.3486954977536543,tfidf
0.6903642899055482,0.029330595998870362,2,0.34906009456517406,tfidf
0.9123568829404456,0.13971370033427205,16,0.34417843319539354,tfidf
0.792791343133499,0.15092812655344334,2,0.35125503512895445,tfidf
0.8674008441935158,0.47293908945254254,2,0.35385182729681897,tfidf
0.9849712555929107,0.49315380791357616,2,0.3541769740208145,tfidf
