bandwidth,tsne_n_components,NMI,embedding
0.46290056206006863,2,0.3574142904156845,word2vec
0.0835252276558913,2,0.3494949622721615,word2vec
0.09087618866984161,4,0.34541140222914885,word2vec
0.6227883507970775,2,0.3628939846579415,word2vec
0.08526235343055936,8,0.3448739462937842,word2vec
0.5704742140763722,8,0.3448739462937842,word2vec
0.87087031731676,2,0.37307687882867213,word2vec
0.9076101172187694,2,0.37429169069236257,word2vec
0.903451084965255,2,0.37424128134518675,word2vec
0.8881326150947958,2,0.37360943165898136,word2vec
0.7563951032859512,2,0.36783604539787773,word2vec
0.752225140026706,2,0.36773841418383485,word2vec
0.887286098736626,4,0.34541140222914885,word2vec
0.6949293793837035,16,0.34473401535561754,word2vec
0.8108247881731812,8,0.3448739462937842,word2vec
0.8881879635037258,2,0.37364761544501823,word2vec
0.5631559893689257,2,0.3609375395637332,word2vec
0.8976646238327447,2,0.3738773882250409,word2vec
0.80875339950331,2,0.37019517706325356,word2vec
0.9054735510775592,2,0.37422209947810203,word2vec
0.7301144926649451,2,0.36694512843013755,word2vec
0.8133068296596409,2,0.370370901588233,word2vec
0.9078725061940084,4,0.34541140222914885,word2vec
0.6898373656772289,8,0.3448739462937842,word2vec
0.8262655450915426,16,0.34473401535561754,word2vec
0.7480881910288251,16,0.34473401535561754,word2vec
0.8366879576840331,2,0.37165287496136085,word2vec
0.9024021100243541,2,0.3740775381069269,word2vec
0.7820981414349153,2,0.36880836175143644,word2vec
0.8405611345337185,2,0.3714003742820097,word2vec
0.7857885681574144,2,0.3688927887634541,word2vec
0.8503485817584011,4,0.34541140222914885,word2vec
0.35894109205557556,2,0.35422323610444423,word2vec
0.9043201863975276,16,0.34473401535561754,word2vec
0.8503687164858372,2,0.37186469148123336,word2vec
0.7244515902157304,2,0.3670057875825718,word2vec
0.7804417690481993,2,0.368866179305646,word2vec
0.9080535032421506,2,0.37434880059103637,word2vec
0.9089682055412126,2,0.37441644838726534,word2vec
0.851715161368436,2,0.37194700930212915,word2vec
0.8520804081191725,8,0.3448739462937842,word2vec
0.7905516261930063,2,0.36912762009356137,word2vec
0.6415104214472875,2,0.3633197955165627,word2vec
0.8211317833289556,4,0.34541140222914885,word2vec
0.8664299620612675,2,0.37276097776705774,word2vec
0.907567947026737,2,0.37429169069236257,word2vec
0.8729813903468364,8,0.3448739462937842,word2vec
0.9036381542218834,2,0.37424128134518675,word2vec
0.876722651167755,2,0.3734052686602516,word2vec
0.8192887468000135,2,0.37076542235757104,word2vec
0.7722086351192005,2,0.3683675580111957,word2vec
0.8654611370377556,2,0.37276097776705774,word2vec
0.9084197869777814,2,0.37434880059103637,word2vec
0.8095129357001967,2,0.3702699881473912,word2vec
0.8727337888081417,16,0.34473401535561754,word2vec
0.9094583586856417,4,0.34541140222914885,word2vec
0.7576794320572849,2,0.36787785541872536,word2vec
0.9081665009721673,2,0.37434880059103637,word2vec
0.8802852556866164,2,0.37346985348108785,word2vec
0.8387795408521697,2,0.3713716496732706,word2vec
0.8081065028486845,2,0.3700594754218964,word2vec
0.876450955780421,2,0.3734052686602516,word2vec
0.83497859368017,2,0.371548787048942,word2vec
0.8728779475585597,8,0.3448739462937842,word2vec
0.900584546986515,2,0.3739434249050313,word2vec
0.7918550478710742,2,0.369191807770758,word2vec
0.8358552357857493,16,0.34473401535561754,word2vec
0.9055736980313305,2,0.37422209947810203,word2vec
0.9068107868466351,2,0.37436917860297164,word2vec
0.8539606605428054,2,0.37209580303800205,word2vec
0.8847912202108169,2,0.37351249310382767,word2vec
0.9085898752855436,2,0.37441644838726534,word2vec
0.8553132227999535,2,0.37236291032976415,word2vec
0.804732332407784,2,0.36982874594452186,word2vec
0.8821198350541014,4,0.34541140222914885,word2vec
0.8313057610222723,2,0.3712844404956617,word2vec
0.9098778478584407,2,0.37428117723496046,word2vec
0.9049815871010402,2,0.37430466687501357,word2vec
0.8832282532211984,2,0.3736002131315837,word2vec
0.8548628956711356,2,0.37212520625711704,word2vec
0.8851969242046079,2,0.37345400874284956,word2vec
0.8283294344652175,2,0.37125409006767596,word2vec
0.8596332912707473,2,0.3723486145395593,word2vec
0.9090237713139917,8,0.3448739462937842,word2vec
0.886234978618714,2,0.37352124672089815,word2vec
0.7972179604247367,2,0.369497592294973,word2vec
0.8592241635566233,16,0.34473401535561754,word2vec
0.9070380084579717,2,0.37445105086375025,word2vec
0.8884400613207462,2,0.37364761544501823,word2vec
0.8249495708216726,2,0.3710764203571233,word2vec
0.8913849399975807,2,0.37382753997424695,word2vec
0.8642179813833146,2,0.37266300353666243,word2vec
0.843576683599832,2,0.3716702408144957,word2vec
0.9073345554322557,4,0.34541140222914885,word2vec
0.8647813625718717,2,0.37272297465556137,word2vec
0.813048431103011,2,0.370370901588233,word2vec
0.8906533954196826,2,0.37379575863583236,word2vec
0.9089671967031916,2,0.37441644838726534,word2vec
0.9089337113475155,2,0.37441644838726534,word2vec
0.8697346470330465,2,0.3729994033752731,word2vec
0.8437433686838736,2,0.3716702408144957,word2vec
0.8915002274057092,2,0.37382753997424695,word2vec
0.8917818719649627,2,0.37382753997424695,word2vec
0.8677999928870617,8,0.3448739462937842,word2vec
0.9095786729216953,2,0.37441644838726534,word2vec
0.8433263393726168,2,0.3716257807610407,word2vec
0.9094205695192736,2,0.37441644838726534,word2vec
0.9098149656407799,2,0.37428117723496046,word2vec
0.8716925721660773,2,0.3731462317575987,word2vec
0.8934475853983332,2,0.3738324206577152,word2vec
0.828151615315032,2,0.37125409006767585,word2vec
0.8724095284544265,2,0.3731462317575987,word2vec
0.8924584553013527,16,0.34473401535561754,word2vec
0.8545873667868017,2,0.3720702477172969,word2vec
0.9080379453238546,2,0.37434880059103637,word2vec
0.9096362542333394,2,0.37441644838726534,word2vec
0.8789425478753966,4,0.34541140222914885,word2vec
0.8912441337785424,2,0.37382753997424695,word2vec
0.8504940726322942,2,0.37186469148123336,word2vec
0.907302577243562,2,0.37445105086375025,word2vec
0.8728816163307291,2,0.3731535846335851,word2vec
0.8231868285019659,2,0.37084714233302346,word2vec
0.9096361018507142,2,0.37441644838726534,word2vec
0.9097141905153163,2,0.37441644838726534,word2vec
0.7728115605249926,2,0.3683675580111957,word2vec
0.8463055485384386,2,0.37180537077866294,word2vec
0.8832452695632302,2,0.3736002131315837,word2vec
0.9086938074807033,2,0.37441644838726534,word2vec
0.8893044813881471,2,0.37373575667342135,word2vec
0.9099977540865212,2,0.37428117723496046,word2vec
0.8624470840370383,2,0.37261466628819406,word2vec
0.8802917663970176,2,0.37346985348108785,word2vec
0.8622118345181493,8,0.3448739462937842,word2vec
0.8940321887224265,2,0.3738706594951765,word2vec
0.9096112901402323,2,0.37441644838726534,word2vec
0.8368451101660187,2,0.37154344911674386,word2vec
0.874045558696523,2,0.37319843642741135,word2vec
0.8929228812003012,2,0.3738324206577152,word2vec
0.909896756624378,2,0.37428117723496046,word2vec
0.8926746130344622,2,0.3738428979919251,word2vec
0.9098982553299478,2,0.37428117723496046,word2vec
0.6888188521500177,16,0.34473401535561754,word2vec
0.8588301171460644,2,0.37227644754699646,word2vec
0.535790182709914,2,0.3601621562914678,word2vec
0.8783277127015308,2,0.37317128933220023,word2vec
0.840453306553171,2,0.3714003742820097,word2vec
0.8719200596759741,4,0.34541140222914885,word2vec
0.8932914020384809,2,0.3738324206577152,word2vec
0.8949225602826553,2,0.3738706594951765,word2vec
0.9088273006966263,2,0.37441644838726534,word2vec
0.9099407213297959,2,0.37428117723496046,word2vec
0.8783559644623995,2,0.37317128933220023,word2vec
0.8579643171361677,2,0.37217511828636374,word2vec
0.8043085041986476,2,0.36982874594452186,word2vec
0.8945511534219776,2,0.3738706594951765,word2vec
0.8774447095442074,2,0.3734261625857012,word2vec
0.8551958818896122,2,0.37216980484855333,word2vec
0.9079780290701068,2,0.37434880059103637,word2vec
0.9090060058858987,2,0.37441644838726534,word2vec
0.8919137421038902,2,0.37388305421667817,word2vec
0.876557122233915,2,0.3734052686602516,word2vec
0.8925553641952834,2,0.3738830542166781,word2vec
0.9090759750802816,2,0.37441644838726534,word2vec
0.6153281792284012,8,0.3448739462937842,word2vec
0.8649345430861309,2,0.37272297465556137,word2vec
0.9085931062582168,2,0.37441644838726534,word2vec
0.35525072912671907,2,0.35419857601816823,word2vec
0.90976425299909,2,0.37428117723496046,word2vec
0.8881401794276498,2,0.37360943165898136,word2vec
0.8804956432930013,2,0.37346985348108785,word2vec
0.7453491778123533,2,0.36734049066517793,word2vec
0.9096290236246397,2,0.37441644838726534,word2vec
0.9080285997174975,2,0.37434880059103637,word2vec
0.8678167691669907,16,0.34473401535561754,word2vec
0.8467216611526696,2,0.3718602277695247,word2vec
0.9092427631784591,2,0.37441644838726534,word2vec
0.888240506942762,2,0.37364761544501823,word2vec
0.8927672605143643,2,0.3738428979919251,word2vec
0.9096202893991646,2,0.37441644838726534,word2vec
0.9097318857097835,2,0.37441644838726534,word2vec
0.8766020805572916,2,0.3734052686602516,word2vec
0.8923676540070536,2,0.37388305421667817,word2vec
0.8635525678157737,2,0.37283928047783577,word2vec
0.7159276260085345,2,0.36655364113567646,word2vec
0.8926405026785985,4,0.34541140222914885,word2vec
0.8756781286512225,2,0.3733657678413776,word2vec
0.8460350286678182,2,0.37180537077866294,word2vec
0.9051748419467606,2,0.37430466687501357,word2vec
0.909205356997652,2,0.37441644838726534,word2vec
0.9097330845239727,2,0.37441644838726534,word2vec
0.8880679963974938,2,0.37360943165898136,word2vec
0.8767456576607283,2,0.3734052686602516,word2vec
0.9099333326805594,2,0.37428117723496046,word2vec
0.8880094777734544,2,0.37360943165898136,word2vec
0.8632489157662107,2,0.37270915725949766,word2vec
0.892823560102669,2,0.3738324206577152,word2vec
0.37067415662897557,16,0.34473401535561754,tfidf
0.22216082385790023,8,0.34475732929251446,tfidf
0.39860326588867995,8,0.34475732929251446,tfidf
0.27333368198985686,2,0.35199100825968666,tfidf
0.4176482726062633,8,0.34475732929251446,tfidf
0.10530287712402175,16,0.34473401535561754,tfidf
0.4225589773067267,2,0.35326518813511343,tfidf
0.1287808166050934,16,0.34473401535561754,tfidf
0.6610373212482193,8,0.34475732929251446,tfidf
0.8566622943874177,2,0.3604571935691107,tfidf
0.8204187396809651,4,0.3448739462937842,tfidf
0.5627349704361186,2,0.355040369200117,tfidf
0.9067308885219731,2,0.3619239782763685,tfidf
0.8629551996671047,2,0.3607245120916403,tfidf
0.8983647074070735,2,0.3615493422755801,tfidf
0.7429752994126548,4,0.3448739462937842,tfidf
0.9097436406389808,2,0.36202859913816954,tfidf
0.7338226688617756,2,0.3577389671465485,tfidf
0.5755234906370599,2,0.35541817080452187,tfidf
0.7767834087280885,4,0.3448739462937842,tfidf
0.9076887331979446,2,0.3619239782763685,tfidf
0.9069024425109126,2,0.3619239782763685,tfidf
0.7864207976532653,2,0.3588128696670075,tfidf
0.9089412682451095,2,0.36202859913816954,tfidf
0.6813071226173892,2,0.3574733528528073,tfidf
0.8325358957192196,2,0.35985097008808925,tfidf
0.81983025657274,2,0.3594726360111767,tfidf
0.7005737187877484,4,0.3448739462937842,tfidf
0.7942189381387698,16,0.34473401535561754,tfidf
0.6358312395856377,16,0.34473401535561754,tfidf
0.7508704293748983,2,0.35816845621978977,tfidf
0.9061111432110972,2,0.36182451848183494,tfidf
0.861314945844058,2,0.3605901562468729,tfidf
0.903361345990646,2,0.3617461356024982,tfidf
0.8280971889704627,8,0.34475732929251446,tfidf
0.767838075288895,2,0.35846532675835757,tfidf
0.8568405433025726,8,0.34475732929251446,tfidf
0.9073904487966811,2,0.3619239782763685,tfidf
0.32418113806145865,2,0.35214441692279136,tfidf
0.710796917222382,16,0.34473401535561754,tfidf
0.8000621195829632,8,0.34475732929251446,tfidf
0.9076089402756732,2,0.3619239782763685,tfidf
0.860544056999299,2,0.3605901562468729,tfidf
0.8620542199554284,2,0.3606530761663608,tfidf
0.8181954785869868,2,0.3593857611162305,tfidf
0.7706922759963033,2,0.3585419435576266,tfidf
0.8835670366801707,2,0.3614282848074633,tfidf
0.8506234821265662,4,0.3448739462937842,tfidf
0.810675403367726,2,0.3593197796634895,tfidf
0.8788568134878881,16,0.34473401535561754,tfidf
0.4788758884982057,2,0.35396948579529824,tfidf
0.9085197851169234,2,0.36202859913816954,tfidf
0.8629271533057264,2,0.3607245120916403,tfidf
0.8358916950770401,2,0.35988649215314666,tfidf
0.8838134245737477,2,0.3614282848074633,tfidf
0.7313354224879839,2,0.3576182228732666,tfidf
0.7978119873423604,2,0.35921142697858116,tfidf
0.8351776212593933,8,0.34475732929251446,tfidf
0.8859318910443461,4,0.3448739462937842,tfidf
0.789214907011419,2,0.3589505824689789,tfidf
0.9068797207498226,2,0.3619239782763685,tfidf
0.9090234468580568,2,0.36202859913816954,tfidf
0.8394875199913178,2,0.3600349773596241,tfidf
0.876545634614822,2,0.36122010837948604,tfidf
0.8777148771055375,2,0.36126231123587627,tfidf
0.83744221864093,2,0.35994781911518564,tfidf
0.9090651303839925,2,0.36202859913816954,tfidf
0.7679481628523047,2,0.35846532675835757,tfidf
0.8168072265710947,16,0.34473401535561754,tfidf
0.882612323505414,4,0.3448739462937842,tfidf
0.9097883821723904,2,0.36202859913816954,tfidf
0.9099370365005195,2,0.36202859913816954,tfidf
0.8710479669097431,2,0.36088869553248043,tfidf
0.8459616988297398,2,0.3603518342396488,tfidf
0.9057203649614416,2,0.36179838708145234,tfidf
0.8198570250710068,2,0.3594726360111767,tfidf
0.9084533027238281,2,0.36202859913816954,tfidf
0.8583420510935792,8,0.34475732929251446,tfidf
0.9094606551930952,2,0.36202859913816954,tfidf
0.7973785778618371,2,0.3591344436006726,tfidf
0.8860205175601814,2,0.3612280174458867,tfidf
0.8918837362876664,2,0.3615417919831109,tfidf
0.8565574582723361,2,0.3604571935691107,tfidf
0.9093502583568237,2,0.36202859913816954,tfidf
0.8429750207677768,2,0.3601835851434002,tfidf
0.8732200266577917,2,0.3610283445757636,tfidf
0.8169247332618946,2,0.3593343367384338,tfidf
0.8907449471323406,16,0.34473401535561754,tfidf
0.8479146428408797,2,0.36038745526229077,tfidf
0.9080389673239165,2,0.3619664092945195,tfidf
0.8676508637333742,4,0.3448739462937842,tfidf
0.9058440641594733,2,0.36182451848183494,tfidf
0.8909083259018389,2,0.36150587440537374,tfidf
0.9098489976099883,2,0.36202859913816954,tfidf
0.8675229477761326,2,0.36080104053235296,tfidf
0.8347255028250529,2,0.35988649215314666,tfidf
0.8912533033958683,2,0.3615417919831109,tfidf
0.8031776342068994,2,0.3591913446156101,tfidf
0.8542539551472146,8,0.34475732929251446,tfidf
0.7783628542196723,2,0.3585881941092401,tfidf
0.8276926233421837,2,0.35979136899135317,tfidf
0.9070054488765219,2,0.3619239782763685,tfidf
0.9093537027967755,2,0.36202859913816954,tfidf
0.8778925110266174,2,0.3612524930045879,tfidf
0.8903255870056858,2,0.3614699639634328,tfidf
0.8693160665865535,2,0.36089849399865864,tfidf
0.8517918750143478,2,0.36052317891345836,tfidf
0.8923540098090932,16,0.34473401535561754,tfidf
0.8718095715348805,2,0.36088869553248043,tfidf
0.8251720375232764,2,0.35971065456004786,tfidf
0.9096327256825745,2,0.36202859913816954,tfidf
0.8915079855193041,2,0.3615417919831109,tfidf
0.8498262533337447,2,0.3604587184387256,tfidf
0.8722751211622708,2,0.36091465676504136,tfidf
0.8937220074633125,2,0.3615417919831109,tfidf
0.9040650347538088,2,0.3617461356024982,tfidf
0.864584433081681,4,0.3448739462937842,tfidf
0.8417427904993857,2,0.36015775345499706,tfidf
0.8847770031388358,8,0.34475732929251446,tfidf
0.8047608910110199,2,0.3591913446156101,tfidf
0.8777295358438243,2,0.36126231123587627,tfidf
0.9053734321199429,2,0.36179838708145234,tfidf
0.9093936373136727,2,0.36202859913816954,tfidf
0.9088831264001557,2,0.36202859913816954,tfidf
0.8613529980556482,2,0.3605901562468729,tfidf
0.8882570721045807,2,0.36128119872871056,tfidf
0.8356959144116504,2,0.35988649215314666,tfidf
0.8547055330456718,2,0.3605749793230125,tfidf
0.9096240427430614,2,0.36202859913816954,tfidf
0.876664586013673,2,0.36124611731731865,tfidf
0.8900604229665012,16,0.34473401535561754,tfidf
0.9071409998633186,2,0.3619239782763685,tfidf
0.8756341773310365,2,0.36113229233359717,tfidf
0.909142944606026,2,0.36202859913816954,tfidf
0.9099404593034425,2,0.36202859913816954,tfidf
0.8516170129865868,2,0.36052317891345836,tfidf
0.8899377107553066,2,0.3614438980820122,tfidf
0.8214090132957392,2,0.3596173530775676,tfidf
0.8662551521135066,4,0.3448739462937842,tfidf
0.8876093453816721,2,0.3612094742063064,tfidf
0.8418711894202059,2,0.36015775345499706,tfidf
0.9099487784536338,2,0.36202859913816954,tfidf
0.9098888794501108,2,0.36202859913816954,tfidf
0.8766156103212775,2,0.36124611731731865,tfidf
0.8900440706700835,2,0.3614438980820122,tfidf
0.862847283489654,2,0.3607245120916403,tfidf
0.8917895025110292,2,0.3615417919831109,tfidf
0.8707963458933639,8,0.34475732929251446,tfidf
0.909946090953589,2,0.36202859913816954,tfidf
0.5977674626284443,2,0.3558719322604298,tfidf
0.8506563132554756,2,0.3603224663978698,tfidf
0.8925234249294726,2,0.3615417919831109,tfidf
0.9090789870135468,2,0.36202859913816954,tfidf
0.8789445594835358,2,0.36129470342902176,tfidf
0.8936223585995683,2,0.3615417919831109,tfidf
0.4832387788449187,2,0.35404376030819823,tfidf
0.8637725870461652,2,0.360713428102322,tfidf
0.9092002416087747,2,0.36202859913816954,tfidf
0.8796279687865012,2,0.36129470342902176,tfidf
0.726306274022706,16,0.34473401535561754,tfidf
0.8307585028405982,2,0.3597994057765923,tfidf
0.7537707471566696,2,0.35826072230116524,tfidf
0.8947311971067746,2,0.36152326101754745,tfidf
0.9097027707905272,2,0.36202859913816954,tfidf
0.6635734992999931,2,0.3570068035898344,tfidf
0.9096531352773193,2,0.36202859913816954,tfidf
0.8749576286414513,2,0.3610901198477229,tfidf
