min_cluster_size,min_samples,umap_n_components,NMI,embedding
99,72,16,0.7766720606197566,fasttext
68,58,8,0.7766720606197566,fasttext
45,24,16,0.7766720606197566,fasttext
61,64,8,0.7766720606197566,fasttext
15,49,8,0.7766720606197566,fasttext
30,40,8,0.7766720606197566,fasttext
52,83,8,0.7766720606197566,fasttext
38,92,8,0.7766720606197566,fasttext
23,184,4,0.7754219867303539,fasttext
33,9,16,0.7766720606197566,fasttext
56,55,8,0.7766720606197566,fasttext
117,21,16,0.7766720606197566,fasttext
138,44,8,0.7766720606197566,fasttext
111,61,16,0.7766720606197566,fasttext
74,12,16,0.7766720606197566,fasttext
64,32,16,0.7766720606197566,fasttext
82,21,16,0.7766720606197566,fasttext
86,98,16,0.7766720606197566,fasttext
71,37,2,0.7765273283031227,fasttext
11,5,8,0.6534615537388472,fasttext
131,16,16,0.7766720606197566,fasttext
122,30,8,0.7766720606197566,fasttext
17,109,16,0.7766720606197566,fasttext
59,25,8,0.7766720606197566,fasttext
164,50,8,0.7766720606197566,fasttext
53,71,8,0.7766720606197566,fasttext
155,54,8,0.7766720606197566,fasttext
145,66,8,0.7766720606197566,fasttext
180,60,16,0.7766720606197566,fasttext
141,39,4,0.7754219867303539,fasttext
152,78,8,0.7766720606197566,fasttext
125,47,16,0.7766720606197566,fasttext
45,13,16,0.7766720606197566,fasttext
113,76,8,0.7766720606197566,fasttext
73,41,16,0.7766720606197566,fasttext
96,88,16,0.7766720606197566,fasttext
67,52,16,0.7766720606197566,fasttext
63,122,16,0.7766720606197566,fasttext
5,44,16,0.7766720606197566,fasttext
78,57,8,0.7766720606197566,fasttext
50,64,16,0.7766720606197566,fasttext
87,102,8,0.7766720606197566,fasttext
134,34,2,0.7765273283031227,fasttext
12,95,16,0.7766720606197566,fasttext
69,47,16,0.7766720606197566,fasttext
58,56,16,0.7766720606197566,fasttext
84,59,16,0.7766720606197566,fasttext
41,50,16,0.7766720606197566,fasttext
72,115,8,0.7766720606197566,fasttext
80,22,16,0.7766720606197566,fasttext
76,18,8,0.7766720606197566,fasttext
170,43,16,0.7766720606197566,fasttext
8,28,4,0.7754219867303539,fasttext
35,109,8,0.7766720606197566,fasttext
25,137,16,0.7766720606197566,fasttext
19,67,16,0.7766720606197566,fasttext
30,118,16,0.7766720606197566,fasttext
47,52,16,0.7766720606197566,fasttext
65,105,16,0.7766720606197566,fasttext
106,64,8,0.7766720606197566,fasttext
130,98,16,0.7766720606197566,fasttext
120,46,8,0.7766720606197566,fasttext
22,167,16,0.7766720606197566,fasttext
39,127,16,0.7766720606197566,fasttext
55,37,16,0.7766720606197566,fasttext
59,35,16,0.7766720606197566,fasttext
61,41,16,0.7766720606197566,fasttext
68,25,16,0.7766720606197566,fasttext
51,32,8,0.7766720606197566,fasttext
126,55,2,0.7765273283031227,fasttext
64,10,16,0.7766720606197566,fasttext
15,72,8,0.7766720606197566,fasttext
43,61,16,0.7766720606197566,fasttext
145,81,8,0.7766720606197566,fasttext
112,85,16,0.7766720606197566,fasttext
118,69,16,0.7766720606197566,fasttext
71,74,16,0.7766720606197566,fasttext
115,39,16,0.7766720606197566,fasttext
124,17,16,0.7766720606197566,fasttext
74,123,8,0.7766720606197566,fasttext
5,131,16,0.7766720606197566,fasttext
108,49,4,0.7754219867303539,fasttext
103,93,16,0.7766720606197566,fasttext
92,62,8,0.7766720606197566,fasttext
83,111,8,0.7766720606197566,fasttext
79,102,8,0.7766720606197566,fasttext
97,106,8,0.7766720606197566,fasttext
136,98,8,0.7766720606197566,fasttext
88,57,16,0.7766720606197566,fasttext
55,91,8,0.7766720606197566,fasttext
76,44,16,0.7766720606197566,fasttext
9,52,8,0.7766720606197566,fasttext
69,88,16,0.7766720606197566,fasttext
