k,nc,umap_n_components,NMI,embedding
34,6,16,0.7501406185828564,fasttext
35,6,16,0.8355599382909094,fasttext
31,6,8,0.7501722883551282,fasttext
33,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,16,0.8355599382909094,fasttext
37,6,16,0.8354824017403321,fasttext
36,6,4,0.8316522745486828,fasttext
34,6,16,0.7501406185828564,fasttext
32,6,16,0.7501406185828564,fasttext
39,6,16,0.8327453434244818,fasttext
38,6,2,0.7871160800310238,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
36,6,16,0.8362278335065569,fasttext
37,6,16,0.8354824017403321,fasttext
33,6,16,0.7501406185828564,fasttext
39,6,16,0.8327453434244818,fasttext
35,6,16,0.8355599382909094,fasttext
38,6,16,0.8327453434244818,fasttext
41,6,16,0.8334432725689187,fasttext
34,6,16,0.7501406185828564,fasttext
37,6,8,0.8340615330994793,fasttext
32,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
35,6,16,0.8355599382909094,fasttext
34,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
40,6,16,0.8334432725689187,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,4,0.8291571114656012,fasttext
33,6,2,0.7689055801546979,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
34,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
39,6,16,0.8327453434244818,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,16,0.8355599382909094,fasttext
38,6,16,0.8327453434244818,fasttext
33,6,16,0.7501406185828564,fasttext
37,6,16,0.8354824017403321,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
16,6,16,0.7421033620586606,fasttext
34,6,16,0.7501406185828564,fasttext
37,6,16,0.8354824017403321,fasttext
39,6,8,0.8235962985635022,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
34,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
37,6,16,0.8354824017403321,fasttext
37,6,16,0.8354824017403321,fasttext
33,6,4,0.828158572229186,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
39,6,2,0.7870593716255728,fasttext
36,6,16,0.8362278335065569,fasttext
34,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
37,6,16,0.8354824017403321,fasttext
34,6,16,0.7501406185828564,fasttext
35,6,16,0.8355599382909094,fasttext
37,6,16,0.8354824017403321,fasttext
38,6,16,0.8327453434244818,fasttext
40,6,16,0.8334432725689187,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,16,0.8355599382909094,fasttext
36,6,16,0.8362278335065569,fasttext
38,6,16,0.8327453434244818,fasttext
33,6,16,0.7501406185828564,fasttext
23,6,16,0.7501406185828564,fasttext
35,6,8,0.8310232271687981,fasttext
34,6,16,0.7501406185828564,fasttext
36,6,16,0.8362278335065569,fasttext
36,6,16,0.8362278335065569,fasttext
37,6,16,0.8354824017403321,fasttext
35,6,16,0.8355599382909094,fasttext
37,6,16,0.8354824017403321,fasttext
36,6,16,0.8362278335065569,fasttext
35,6,16,0.8355599382909094,fasttext
38,6,16,0.8327453434244818,fasttext
11,6,4,0.738933014479037,fasttext
