min_samples,eps,umap_n_components,NMI,embedding
6,0.752667641793491,4,0.8094773084323799,BERT
6,0.8044803568701595,4,0.8094773084323799,BERT
6,0.8820381009598249,4,0.7316300708399065,BERT
5,0.8346172756897653,4,0.8094773084323799,BERT
6,0.7887381883237692,4,0.8094773084323799,BERT
7,0.7157227129087215,8,0.809072830008703,BERT
5,0.6663182893778458,4,0.8094773084323799,BERT
5,0.8144811211311151,4,0.8094773084323799,BERT
5,0.6170976108009221,4,0.8094773084323799,BERT
6,0.8650025521633965,4,0.8094773084323799,BERT
5,0.8272536164939777,4,0.8094773084323799,BERT
5,0.8463618776437223,4,0.8094773084323799,BERT
5,0.7719481033697917,4,0.8094773084323799,BERT
5,0.8065867092192115,4,0.8094773084323799,BERT
5,0.8855939723757432,4,0.7316300708399065,BERT
5,0.7864433345827455,4,0.8094773084323799,BERT
5,0.7568284738953274,2,0.5835316442747802,BERT
5,0.8331902248595203,4,0.8094773084323799,BERT
5,0.8555643236653127,4,0.8094773084323799,BERT
6,0.7225814317867844,4,0.8094773084323799,BERT
5,0.8200419796513709,4,0.8094773084323799,BERT
5,0.8654637396696568,4,0.8094773084323799,BERT
5,0.8418379448196434,4,0.8094773084323799,BERT
5,0.9048880221998995,4,0.7316300708399065,BERT
5,0.7982484028969868,4,0.8094773084323799,BERT
5,0.8798134620839114,4,0.7316300708399065,BERT
7,0.8243861950519273,4,0.8094773084323799,BERT
5,0.7427756987741928,4,0.8094773084323799,BERT
6,0.7713429168871773,16,0.7290705720770341,BERT
5,0.8413498346063591,4,0.8094773084323799,BERT
5,0.8051329192685861,4,0.8094773084323799,BERT
5,0.777908394856699,4,0.8094773084323799,BERT
5,0.760473369720893,4,0.8094773084323799,BERT
5,0.7022974740810213,4,0.8094773084323799,BERT
5,0.8573026506504111,4,0.8094773084323799,BERT
5,0.7879723093345624,8,0.7299547532444566,BERT
6,0.7352160120183342,4,0.8094773084323799,BERT
5,0.8081258910891935,4,0.8094773084323799,BERT
5,0.8263510045391709,4,0.8094773084323799,BERT
5,0.8760330092730418,4,0.7316300708399065,BERT
6,0.7907605359072042,4,0.8094773084323799,BERT
6,0.8428476716200098,4,0.8094773084323799,BERT
6,0.8143250095539944,4,0.8094773084323799,BERT
6,0.7489673678966235,4,0.8094773084323799,BERT
5,0.7668233730049826,4,0.8094773084323799,BERT
10,0.828357126553254,4,0.8094773084323799,BERT
5,0.8560883571707103,2,0.5835316442747802,BERT
9,0.7928001418171262,4,0.8094773084323799,BERT
6,0.8926928751468817,4,0.7316300708399065,BERT
5,0.6903448674050355,4,0.8094773084323799,BERT
5,0.7181001188440741,4,0.8094773084323799,BERT
5,0.6770110971114217,4,0.8094773084323799,BERT
5,0.7354230686836325,4,0.8094773084323799,BERT
5,0.8086080181159526,4,0.8094773084323799,BERT
5,0.555463261176203,4,0.8087567014563101,BERT
6,0.7802062452411781,4,0.8094773084323799,BERT
5,0.8374517989570149,4,0.8094773084323799,BERT
8,0.7594376086315295,16,0.7290705720770341,BERT
5,0.8224044777838558,4,0.8094773084323799,BERT
10,0.7652875932727736,8,0.6019823182303079,word2vec
6,0.9167641278507739,4,0.62667435149053,word2vec
5,0.7756127793381112,16,0.4250175972286361,word2vec
9,0.42738837145226005,8,0.7041199804071285,word2vec
5,0.5865386783790688,4,0.7304231612021117,word2vec
10,0.1360854617404166,2,0.4396580382933215,word2vec
6,0.9031609928404484,4,0.62667435149053,word2vec
8,0.4023846761275349,2,0.5994388232141897,word2vec
8,0.8576800770524274,2,0.45232515024397096,word2vec
9,0.9568345011357213,4,0.62667435149053,word2vec
5,0.6682980688166418,16,0.7241064508329612,word2vec
5,0.6138944435353937,16,0.7417455207488551,word2vec
6,0.6113429470626024,16,0.7417455207488551,word2vec
6,0.5922388809421413,16,0.7327985630500943,word2vec
7,0.4421004263905064,16,0.7154071106782671,word2vec
7,0.6712922038251555,16,0.7426022935230121,word2vec
7,0.7083172523653785,16,0.6034078563986666,word2vec
7,0.5184766071876222,16,0.7267357510948398,word2vec
8,0.7828362405643802,16,0.6041996608501687,word2vec
5,0.6725846228590628,8,0.6019823182303079,word2vec
9,0.8440262706574491,16,0.4250175972286361,word2vec
6,0.6233665479114116,16,0.7427743746602324,word2vec
6,0.528809856740376,16,0.7267357510948398,word2vec
7,0.6933142405738515,16,0.6034078563986666,word2vec
6,0.9891648577732375,16,0.4250175972286361,word2vec
5,0.6317993678871456,16,0.724301872042256,word2vec
7,0.5373480302845626,16,0.727561764909739,word2vec
6,0.7338116228675794,2,0.6242675789130303,word2vec
5,0.6569066492834246,8,0.6019823182303079,word2vec
7,0.775477381716854,8,0.6019823182303079,word2vec
6,0.7285072338134818,16,0.6034078563986666,word2vec
6,0.615048700994985,16,0.7417455207488551,word2vec
5,0.5827853893970322,16,0.7419386544019435,word2vec
5,0.479882553214414,16,0.7160008251831752,word2vec
5,0.5765202591263638,16,0.7324623973601712,word2vec
5,0.5535922751329535,4,0.7293917866634774,word2vec
5,0.6478613206993347,16,0.724301872042256,word2vec
6,0.48978199476023865,8,0.7260572921465669,word2vec
5,0.5761608277198473,4,0.7304231612021117,word2vec
6,0.3779841295371782,2,0.6067117926423238,word2vec
8,0.6202501912076878,16,0.7336080511150841,word2vec
6,0.6162224160761434,16,0.7417455207488551,word2vec
5,0.6946542416232561,16,0.6034078563986666,word2vec
6,0.6079936464316331,16,0.7417455207488551,word2vec
7,0.6602402465658682,16,0.7427743746602324,word2vec
7,0.7334503878347391,16,0.6034078563986666,word2vec
8,0.5676005156053584,2,0.6175751529827127,word2vec
10,0.6666791350947614,4,0.6179682119033204,word2vec
7,0.795230912498099,16,0.4250175972286361,word2vec
8,0.6516567662852302,16,0.7427743746602324,word2vec
9,0.7055546997173938,16,0.6034078563986666,word2vec
8,0.6681804261586045,16,0.7426022935230121,word2vec
8,0.6588963108975223,16,0.7427743746602324,word2vec
8,0.6569194254680234,16,0.7427743746602324,word2vec
9,0.7364101576813091,16,0.6034078563986666,word2vec
8,0.6374649243504424,16,0.7427743746602324,word2vec
8,0.6452060391752806,16,0.7427743746602324,word2vec
8,0.6418426887901204,16,0.7427743746602324,word2vec
9,0.6924973251237944,2,0.6238181889457746,word2vec
8,0.7624931109619173,4,0.62667435149053,word2vec
8,0.5864062056384957,16,0.7327985630500943,word2vec
8,0.6384815865494584,16,0.7427743746602324,word2vec
8,0.6865136102684342,16,0.7241064508329612,word2vec
8,0.6465881911568446,16,0.7427743746602324,word2vec
9,0.5498220042628567,16,0.7261162366343111,word2vec
8,0.7195164314062235,8,0.6019823182303079,word2vec
8,0.6064614085279733,16,0.7327985630500943,word2vec
9,0.6637716715805265,16,0.7426022935230121,word2vec
7,0.6370910164735558,16,0.7427743746602324,word2vec
7,0.7531374069490775,16,0.6034078563986666,word2vec
8,0.7085616812908884,16,0.6034078563986666,word2vec
8,0.6447623689419226,16,0.7427743746602324,word2vec
8,0.5960972617899932,16,0.7327985630500943,word2vec
8,0.6766929567231774,16,0.7426022935230121,word2vec
8,0.6356308460723521,16,0.7427743746602324,word2vec
7,0.6845179039352,16,0.7241064508329612,word2vec
8,0.6062053223915631,8,0.7138389638737337,word2vec
9,0.5612833906667487,16,0.7267668444235643,word2vec
7,0.6516779586223375,16,0.7427743746602324,word2vec
8,0.7119030216133754,2,0.6242675789130303,word2vec
8,0.6233793372814298,16,0.7336080511150841,word2vec
8,0.646464651870598,16,0.7427743746602324,word2vec
8,0.5882538224543253,16,0.7327985630500943,word2vec
8,0.6277016894002607,16,0.7336080511150841,word2vec
8,0.6691726518445557,16,0.7426022935230121,word2vec
8,0.6936239734081842,4,0.62667435149053,word2vec
7,0.6276736546150976,16,0.7427743746602324,word2vec
8,0.5327707741760376,16,0.7267357510948398,word2vec
9,0.6015602027728217,16,0.7327985630500943,word2vec
7,0.5750401384493817,16,0.7324623973601712,word2vec
8,0.6637477538076717,8,0.5934320921792962,word2vec
8,0.6486336846154227,16,0.7427743746602324,word2vec
8,0.6843125199408286,16,0.7241064508329612,word2vec
8,0.6368985821558939,16,0.7427743746602324,word2vec
8,0.7187609679287761,16,0.6034078563986666,word2vec
8,0.6137562349468136,16,0.7325996904756343,word2vec
9,0.5969259134242091,16,0.7327985630500943,word2vec
8,0.6598614152000961,2,0.6238181889457746,word2vec
7,0.7456498082029414,16,0.6034078563986666,word2vec
8,0.7053276618584763,16,0.6034078563986666,word2vec
8,0.5587334394356228,4,0.7293917866634774,word2vec
7,0.6366457382927678,16,0.7427743746602324,word2vec
7,0.6488056832627591,16,0.7427743746602324,word2vec
7,0.6220673458751348,16,0.7427743746602324,word2vec
10,0.685884861412922,16,0.7426022935230121,word2vec
8,0.6737442616865715,16,0.7426022935230121,word2vec
7,0.574325578686133,16,0.7324623973601712,word2vec
8,0.6573353466009879,16,0.7427743746602324,word2vec
8,0.6350758120384227,16,0.7427743746602324,word2vec
6,0.5888930322729262,16,0.7327985630500943,word2vec
7,0.6085711286092874,16,0.7325996904756343,word2vec
8,0.6459531390031401,16,0.7427743746602324,word2vec
8,0.6965506089282963,16,0.6034078563986666,word2vec
8,0.6759993346830666,16,0.7426022935230121,word2vec
8,0.6219291631709077,16,0.7336080511150841,word2vec
8,0.7290512072877217,8,0.6019823182303079,word2vec
8,0.714050872203057,16,0.6034078563986666,word2vec
8,0.6415010440035295,16,0.7427743746602324,word2vec
9,0.6565209990382901,2,0.6238181889457746,word2vec
8,0.6010074430105302,16,0.7327985630500943,word2vec
8,0.6753882659252118,16,0.7426022935230121,word2vec
8,0.6271822016556451,16,0.7336080511150841,word2vec
8,0.6403547506377333,16,0.7427743746602324,word2vec
8,0.6953942057484198,16,0.6034078563986666,word2vec
8,0.6151091444157526,16,0.7325996904756343,word2vec
8,0.5843757111573499,16,0.7327985630500943,word2vec
8,0.6617548114667691,4,0.62667435149053,word2vec
8,0.6383234389982726,16,0.7427743746602324,word2vec
7,0.6032887792073665,16,0.7327985630500943,word2vec
6,0.67839545792631,16,0.7241064508329612,word2vec
8,0.6556756102554366,16,0.7427743746602324,word2vec
7,0.6314098298230848,16,0.7427743746602324,word2vec
7,0.6532116806053931,16,0.7427743746602324,word2vec
7,0.6991534624434335,16,0.6034078563986666,word2vec
7,0.6256048635928347,16,0.7427743746602324,word2vec
8,0.6679259124718346,16,0.7426022935230121,word2vec
8,0.5950359633087421,16,0.7327985630500943,word2vec
8,0.5605962553388865,8,0.7314344620540144,word2vec
7,0.6859460034190127,16,0.7241064508329612,word2vec
8,0.6433576226490112,16,0.7427743746602324,word2vec
8,0.6133351993333392,16,0.7325996904756343,word2vec
8,0.6500952538727712,16,0.7427743746602324,word2vec
8,0.6650505053119767,16,0.7426022935230121,word2vec
8,0.634097297921087,16,0.7427743746602324,word2vec
8,0.5818561966708731,16,0.7327985630500943,word2vec
8,0.707417423365652,2,0.6242675789130303,word2vec
6,0.6150007541862372,16,0.7417455207488551,word2vec
8,0.6807610211360304,16,0.7426022935230121,word2vec
7,0.6455903581778775,16,0.7427743746602324,word2vec
8,0.6625502065993114,4,0.62667435149053,word2vec
8,0.7183162490176794,16,0.6034078563986666,word2vec
7,0.627280850277984,16,0.7427743746602324,word2vec
7,0.5972547491997826,16,0.7327985630500943,word2vec
7,0.6450789709373391,16,0.7427743746602324,word2vec
7,0.623530674625711,16,0.7427743746602324,word2vec
8,0.6807860073698951,16,0.7426022935230121,word2vec
7,0.6563825106521374,16,0.7427743746602324,word2vec
8,0.6112367127799232,16,0.7325996904756343,word2vec
8,0.697556965235077,16,0.6034078563986666,word2vec
8,0.6293887105509799,16,0.7427743746602324,word2vec
8,0.5726719262580429,16,0.7324623973601712,word2vec
8,0.6480480543253271,16,0.7427743746602324,word2vec
8,0.662755197861257,16,0.7426022935230121,word2vec
8,0.6395258808312483,16,0.7427743746602324,word2vec
8,0.6763351737531866,16,0.7426022935230121,word2vec
8,0.6000135128983826,16,0.7327985630500943,word2vec
7,0.625268390928229,16,0.7427743746602324,word2vec
8,0.6505880865742643,8,0.5934320921792962,word2vec
8,0.5430243548356227,16,0.727561764909739,word2vec
7,0.6914745810688111,16,0.7241064508329612,word2vec
6,0.6699324746470745,16,0.7241064508329612,word2vec
8,0.6382649171123782,16,0.7427743746602324,word2vec
8,0.6113089367661894,16,0.7325996904756343,word2vec
8,0.6361521768222288,16,0.7427743746602324,word2vec
8,0.6620484524591992,16,0.7426022935230121,word2vec
8,0.5953917261845428,2,0.6145245419699212,word2vec
8,0.6212498480052884,16,0.7336080511150841,word2vec
8,0.6488441395977415,16,0.7427743746602324,word2vec
8,0.6827665744077829,16,0.7426022935230121,word2vec
8,0.5870524378254657,4,0.7304231612021117,word2vec
9,0.6362520865046044,16,0.7427743746602324,word2vec
7,0.6533537738791387,16,0.7427743746602324,word2vec
7,0.6141440489600609,16,0.7417455207488551,word2vec
7,0.6379912589685084,16,0.7427743746602324,word2vec
7,0.6247675769135145,16,0.7427743746602324,word2vec
7,0.6657668478515938,16,0.7426022935230121,word2vec
8,0.6977392925140313,16,0.6034078563986666,word2vec
8,0.6683263942710141,16,0.7426022935230121,word2vec
7,0.642159680234251,16,0.7427743746602324,word2vec
6,0.6059202724373135,16,0.7419386544019435,word2vec
8,0.6847710183285358,16,0.7241064508329612,word2vec
7,0.6484003744578591,16,0.7427743746602324,word2vec
7,0.6293500915234044,16,0.7427743746602324,word2vec
7,0.6574999811744753,16,0.7427743746602324,word2vec
7,0.6157348364214301,16,0.7417455207488551,word2vec
8,0.6699351190395331,16,0.7426022935230121,word2vec
7,0.6249566350280221,16,0.7427743746602324,word2vec
8,0.6472690621530214,16,0.7427743746602324,word2vec
7,0.58783154541114,16,0.7327985630500943,word2vec
8,0.7086974312286053,8,0.6019823182303079,word2vec
8,0.9404637970238904,4,0.4216016921903888,tfidf
10,0.5204834073233027,2,0.40229777429367347,tfidf
7,0.20751304280055372,4,0.47929817195877267,tfidf
6,0.24966498491261604,8,0.5250954595890799,tfidf
8,0.15714422748266818,2,0.49226460826457263,tfidf
7,0.2759581351369239,16,0.5317743067697858,tfidf
7,0.22586098423308235,16,0.48710235301731875,tfidf
6,0.20224881765619696,4,0.4833238761639317,tfidf
5,0.27318416265389,4,0.5579342497068353,tfidf
5,0.9533908391243058,8,0.43839051339883617,tfidf
5,0.4315436946027331,4,0.6859345982158556,tfidf
5,0.4331360828135924,4,0.6859345982158556,tfidf
5,0.44594408981732714,4,0.6433973751206614,tfidf
6,0.6509643808905268,4,0.6130825300729453,tfidf
10,0.3990852387322734,4,0.640214240741867,tfidf
5,0.637091220673181,4,0.6130825300729453,tfidf
9,0.37861180558829993,8,0.5950363862170016,tfidf
6,0.549424651657555,2,0.407780867403731,tfidf
5,0.11107529717439402,16,0.37055010857301746,tfidf
6,0.36356284124072724,4,0.6479712874158241,tfidf
9,0.4726509686701069,4,0.6406129624260332,tfidf
6,0.3758569835392437,4,0.6488913409231506,tfidf
5,0.3509083155682773,4,0.6476282558333577,tfidf
6,0.45615780423743657,4,0.6472654011109256,tfidf
5,0.319925920849156,4,0.6116074569053384,tfidf
6,0.3294137434383301,4,0.6062510380932321,tfidf
7,0.6043456685288826,2,0.42908522589361003,tfidf
5,0.4306866091609111,8,0.639674743078121,tfidf
6,0.5197842116725516,16,0.5936360570786685,tfidf
5,0.7343536682032266,4,0.6130825300729453,tfidf
8,0.3929216142667043,4,0.6415956207117174,tfidf
6,0.3167514558138646,4,0.5918213804386602,tfidf
6,0.4815411145995993,4,0.6515191818861161,tfidf
7,0.4932288303560608,4,0.6533122945919326,tfidf
7,0.5081624561367104,4,0.6540686359477513,tfidf
7,0.5103376670638975,2,0.40066066168317904,tfidf
8,0.5662355527241699,4,0.6686185277896809,tfidf
9,0.5822011710829905,8,0.6735117033763013,tfidf
9,0.5777195601105762,8,0.6735117033763013,tfidf
9,0.6994283935043719,8,0.6143365469308251,tfidf
10,0.5569491072717565,8,0.6701219432357219,tfidf
10,0.5578179830468891,8,0.6701219432357219,tfidf
10,0.429477171799495,8,0.5899203349696628,tfidf
9,0.5996615883336607,8,0.6735117033763013,tfidf
9,0.6004391575103729,8,0.6735117033763013,tfidf
9,0.7520827222585177,8,0.41747118687829454,tfidf
8,0.4433169767160947,8,0.625397248370349,tfidf
9,0.6754807352773543,8,0.604598652815991,tfidf
9,0.6293538886560703,8,0.6730240138074539,tfidf
8,0.5888396530670335,16,0.5808004523818645,tfidf
9,0.5369095977180531,8,0.6689708312073054,tfidf
9,0.5809361804874755,8,0.6735117033763013,tfidf
9,0.6258224077499454,8,0.6730240138074539,tfidf
10,0.599130124932643,8,0.6738366209424791,tfidf
10,0.5275896735682469,8,0.6690766218245631,tfidf
10,0.4828428378167706,8,0.6347736101561868,tfidf
10,0.6715602329621095,2,0.42908522589361003,tfidf
8,0.6135482913535185,8,0.6735117033763013,tfidf
9,0.5388687992940777,16,0.593928851628214,tfidf
10,0.4637469639006382,8,0.6058256396816263,tfidf
5,0.4197662831389305,8,0.6264962855204185,tfidf
9,0.6008453531345682,8,0.6735117033763013,tfidf
9,0.5743272042982275,8,0.6735117033763013,tfidf
8,0.6594174256713015,8,0.6690042563782769,tfidf
9,0.6404111744713249,8,0.6730240138074539,tfidf
8,0.6002629139509217,2,0.42908522589361003,tfidf
9,0.5085875257181627,8,0.6674106638669517,tfidf
10,0.40636019835193893,16,0.6239095156976378,tfidf
5,0.46746523122340233,8,0.6630603712931497,tfidf
10,0.5452932990432586,4,0.6543456011129145,tfidf
9,0.5903832391381271,8,0.6735117033763013,tfidf
9,0.5829999343674466,8,0.6735117033763013,tfidf
9,0.5620287173197898,8,0.6735117033763013,tfidf
9,0.6086212854834515,8,0.6735117033763013,tfidf
8,0.4921143620281194,8,0.6663480649114183,tfidf
5,0.5180258782376806,4,0.6686185277896809,tfidf
9,0.449021422689787,8,0.6035619526452596,tfidf
10,0.6452903855982861,2,0.42908522589361003,tfidf
9,0.5716421294920393,4,0.668531705189301,tfidf
8,0.5328117928480021,8,0.6689708312073054,tfidf
7,0.6229340436809628,8,0.6690042563782769,tfidf
8,0.5814803795337204,8,0.6735117033763013,tfidf
9,0.6086879978855427,8,0.6735117033763013,tfidf
8,0.5526976064057936,8,0.6698055476128213,tfidf
9,0.7012793702202511,8,0.6143365469308251,tfidf
5,0.6233965274923381,4,0.6130825300729453,tfidf
8,0.5051947585514145,8,0.6685325525605743,tfidf
7,0.5649359946491028,16,0.5803289975448771,tfidf
9,0.5312329015036263,8,0.6689708312073054,tfidf
10,0.617577324559607,4,0.6035153265952249,tfidf
9,0.6517943752538548,8,0.6690042563782769,tfidf
9,0.587123013715318,8,0.6735117033763013,tfidf
9,0.601433187600199,8,0.6735117033763013,tfidf
9,0.6351265826104673,8,0.6730240138074539,tfidf
9,0.5929438747564033,8,0.6735117033763013,tfidf
10,0.5449295666897525,8,0.6690766218245631,tfidf
8,0.48219070414252946,8,0.6613196651754726,tfidf
9,0.6640278936242073,2,0.42908522589361003,tfidf
9,0.5703824786746188,4,0.668531705189301,tfidf
5,0.6073908339875286,8,0.6735101674450839,tfidf
6,0.5022418744807591,8,0.6688410237438421,tfidf
9,0.576174678326437,8,0.6735117033763013,tfidf
9,0.5237959759959157,8,0.6685325525605743,tfidf
9,0.5525894091811162,8,0.6698055476128213,tfidf
9,0.6361757365799032,8,0.6730240138074539,tfidf
9,0.5941245724485252,8,0.6735117033763013,tfidf
10,0.612151189909083,16,0.5801862090927947,tfidf
8,0.5739055341320854,4,0.6680801831510129,tfidf
9,0.5451021643942385,8,0.6689708312073054,tfidf
10,0.6489551288919644,8,0.6687858656322455,tfidf
7,0.6223599939170239,8,0.6690042563782769,tfidf
9,0.5915288328784045,8,0.6735117033763013,tfidf
9,0.5800421875891588,8,0.6735117033763013,tfidf
9,0.5596313870088381,8,0.6698055476128213,tfidf
9,0.6019601614791955,8,0.6735117033763013,tfidf
9,0.6793363037365738,4,0.6130825300729453,tfidf
9,0.5277608443626896,8,0.6689708312073054,tfidf
5,0.6377711762503446,8,0.6916633052782475,tfidf
5,0.6363694594716616,2,0.42908522589361003,tfidf
5,0.4674236834959963,8,0.6630603712931497,tfidf
5,0.6182147831598229,4,0.6130825300729453,tfidf
5,0.5657745387967975,8,0.6735101674450839,tfidf
5,0.591834446306173,8,0.6735101674450839,tfidf
9,0.6514405400716908,8,0.6690042563782769,tfidf
9,0.6255138816090181,8,0.6730240138074539,tfidf
8,0.5452631388311497,8,0.6689708312073054,tfidf
