min_samples,xi,umap_n_components,NMI,embedding
101,0.15232804181716456,8,0.8418625763724099,BERT
124,0.11514791196720457,16,0.8532001533063894,BERT
108,0.19310034598798767,16,0.7831461357622188,BERT
112,0.07643407026021937,16,0.8468832706816485,BERT
105,0.1309495665017692,2,0.6223819342610647,BERT
118,0.09142449653659747,16,0.8462355650354607,BERT
115,0.16284090659922507,16,0.8409714625602229,BERT
109,0.18086117454859946,16,0.7831461357622188,BERT
107,0.12576604163107657,16,0.8550414433959462,BERT
103,0.13893437497156416,16,0.8486443472713087,BERT
99,0.12723668030016583,16,0.8486443472713087,BERT
105,0.10781029536753602,16,0.8550414433959462,BERT
112,0.14882018164674005,16,0.8550414433959462,BERT
121,0.09641627551369734,16,0.8462355650354607,BERT
116,0.1628354696603494,16,0.8397993641362987,BERT
91,0.05832144829340681,16,0.795559274097403,BERT
107,0.11816853725310845,4,0.8397123102890941,BERT
102,0.22894847360437554,16,0.8205926943861913,BERT
109,0.1442575130366157,16,0.8550414433959462,BERT
112,0.14729032934381137,16,0.8550414433959462,BERT
110,0.17194632380015457,16,0.7831461357622188,BERT
117,0.1112943022019332,16,0.8539182680994442,BERT
105,0.08669307377375857,16,0.8475358301303058,BERT
112,0.1323122735187021,16,0.8550414433959462,BERT
101,0.1593446570793704,16,0.8486443472713087,BERT
107,0.19113829010276293,16,0.7831461357622188,BERT
95,0.48337019476141097,16,0.4316622590143,BERT
121,0.1015604009972656,16,0.8539182680994442,BERT
108,0.12989750200933126,16,0.8550414433959462,BERT
113,0.12312354018974736,16,0.8550414433959462,BERT
105,0.14987141526336123,16,0.8550414433959462,BERT
99,0.11160969040390778,16,0.8486443472713087,BERT
116,0.12994612311044207,8,0.8404641897083448,BERT
110,0.0804071455988958,16,0.8468832706816485,BERT
106,0.16699540182257813,16,0.8409714625602229,BERT
110,0.5810538633272414,2,0.4400171579289756,BERT
103,0.25540020326365964,16,0.7645319747519529,BERT
115,0.14437458396871589,16,0.8550414433959462,BERT
105,0.10833659193932646,16,0.8550414433959462,BERT
107,0.10006128016917902,16,0.8479882245343101,BERT
99,0.12414956799663882,16,0.8486443472713087,BERT
112,0.11418905617229279,16,0.8550414433959462,BERT
103,0.3264926189083849,16,0.6457523491245056,BERT
119,0.07545024324240773,16,0.8457826934044261,BERT
108,0.15048008494022644,16,0.8550414433959462,BERT
96,0.09098785431553573,16,0.8439346681826974,BERT
114,0.18194115157668114,16,0.7831461357622188,BERT
7,0.7020380306420599,8,0.42375830420111427,word2vec
82,0.7613797129290659,2,0.0,word2vec
171,0.3123738565274487,8,0.5975266344457107,word2vec
85,0.14166788666916508,16,0.7136004705852309,word2vec
67,0.6482867101827509,16,0.4239152702972829,word2vec
22,0.5700258002441883,8,0.45885691123524636,word2vec
115,0.3878714059237495,8,0.4239152702972829,word2vec
157,0.7531108886920451,4,0.0,word2vec
139,0.08727227721158741,4,0.7280773396112526,word2vec
35,0.7924840546816886,4,0.0,word2vec
133,0.015464916697291609,4,0.7656630090637397,word2vec
131,0.014467493582484774,4,0.7247743264645645,word2vec
141,0.01857664770074338,4,0.7585351983865906,word2vec
188,0.20625345764290845,4,0.7260681247630822,word2vec
111,0.014983368356997605,2,0.5916316912655959,word2vec
148,0.23255727742592894,4,0.7281883912564865,word2vec
195,0.9042133223602942,4,0.0,word2vec
124,0.462835791416324,4,0.4239152702972829,word2vec
166,0.11492232109239475,16,0.7128756932669587,word2vec
94,0.24421712186470299,2,0.5904851646641963,word2vec
64,0.1440470547544097,4,0.5756665793483514,word2vec
143,0.23735477395797902,4,0.7281883912564865,word2vec
152,0.01548048264163319,4,0.7586962041357731,word2vec
178,0.048821001782909934,4,0.7871832987089099,word2vec
177,0.07959870803569385,4,0.7851792835921138,word2vec
174,0.0923321415281648,4,0.7251723884533189,word2vec
181,0.1578437304125179,4,0.7251723884533189,word2vec
161,0.0639483180837015,2,0.6974539756360191,word2vec
195,0.18326805356807513,16,0.7051184155985651,word2vec
177,0.08532601252578018,8,0.711240123223158,word2vec
124,0.29598037138049194,4,0.7279954781672313,word2vec
153,0.0717606461328012,4,0.7281883912564865,word2vec
157,0.014668244491621803,4,0.7637663622564947,word2vec
165,0.14282928804187472,4,0.7263896437567444,word2vec
180,0.05337882744525655,4,0.7842639740904401,word2vec
186,0.1678507393146255,2,0.7022555020853682,word2vec
173,0.1094657290988013,16,0.7069968359958955,word2vec
101,0.05251371859365241,8,0.7192006591498007,word2vec
185,0.12515721254143924,4,0.7251723884533189,word2vec
74,0.195945018605535,8,0.7142430657176806,word2vec
134,0.05957621037251348,4,0.7279954781672313,word2vec
162,0.045231162611819795,4,0.7272848559498528,word2vec
172,0.10385096177579478,4,0.7263896437567444,word2vec
155,0.05650111611853063,4,0.7281883912564865,word2vec
179,0.12837265007011256,4,0.7251723884533189,word2vec
165,0.010351853605830977,4,0.7650552374992025,word2vec
168,0.010477284911573417,16,0.7538248850802775,word2vec
145,0.08966891973154395,4,0.7281883912564865,word2vec
186,0.1643182041660823,4,0.7251723884533189,word2vec
131,0.04759152648536892,4,0.7092208580801149,word2vec
10,0.10842740629237232,2,0.32628906586663126,word2vec
157,0.011090644062030641,4,0.7637663622564947,word2vec
194,0.04235716661304331,4,0.7824547058221262,word2vec
190,0.048434034999571725,4,0.784107296787422,word2vec
193,0.07356443898896008,4,0.7816351585433321,word2vec
195,0.13493476950754124,4,0.7260681247630822,word2vec
190,0.07316136021658867,4,0.7849021244506974,word2vec
182,0.1907245147755245,8,0.710220665117869,word2vec
189,0.04853779233004437,4,0.784107296787422,word2vec
52,0.09738758905753434,4,0.6757222440661759,word2vec
177,0.15122605249696713,16,0.7051184155985651,word2vec
191,0.051197100375912206,4,0.7849021244506974,word2vec
188,0.07758029439667007,4,0.7857867462985377,word2vec
181,0.08649072169060021,4,0.7251723884533189,word2vec
189,0.11346287509255745,4,0.7260681247630822,word2vec
171,0.22221726022367402,4,0.7263896437567444,word2vec
176,0.1710797192906107,4,0.7251723884533189,word2vec
188,0.07932451024674861,2,0.7027762254083805,word2vec
170,0.03459592786694276,4,0.787799900130881,word2vec
169,0.13296008463371978,4,0.7263896437567444,word2vec
182,0.26015537296875757,4,0.7251723884533189,word2vec
189,0.04955841522142084,4,0.784107296787422,word2vec
176,0.04223325729051444,4,0.7879553847943318,word2vec
177,0.07777978928570492,4,0.7851792835921138,word2vec
161,0.03397508846234278,4,0.7871682821727507,word2vec
150,0.03371609243148086,4,0.7848831643675521,word2vec
161,0.08109505402735238,8,0.7122720002706904,word2vec
172,0.11219226726261006,4,0.7263896437567444,word2vec
163,0.025505942536342408,4,0.7575883933281023,word2vec
175,0.0815655193695024,16,0.7069968359958955,word2vec
167,0.15354134228421135,4,0.7263896437567444,word2vec
182,0.034869860376391046,4,0.7862687761225738,word2vec
184,0.0697006800764704,4,0.783364379767114,word2vec
177,0.024327826173602025,4,0.7879553847943318,word2vec
159,0.0267999526416378,4,0.7631150764846717,word2vec
177,0.031383581099183946,4,0.7879553847943318,word2vec
169,0.028443313136765264,2,0.7437899884388487,word2vec
146,0.03011658977575357,4,0.7848831643675521,word2vec
183,0.10813514496127,4,0.7251723884533189,word2vec
174,0.13299950854632858,4,0.7251723884533189,word2vec
154,0.010436163387737452,8,0.75163735631338,word2vec
178,0.06781078190077573,4,0.7851792835921138,word2vec
178,0.03919185038612386,4,0.7879553847943318,word2vec
107,0.03109718516317969,4,0.7156246342723249,word2vec
165,0.09580082920823155,4,0.7263896437567444,word2vec
185,0.06229428172863091,4,0.7841593375551127,word2vec
173,0.039403986541314384,4,0.7881156902065168,word2vec
85,0.03582707378744067,4,0.6674141008531366,word2vec
167,0.03941305509154849,4,0.787799900130881,word2vec
160,0.03767796047021622,16,0.7479393832177854,word2vec
170,0.010270052409318477,4,0.7646374062664539,word2vec
180,0.06211849512327861,4,0.7842639740904401,word2vec
140,0.03499960897125429,4,0.7857353992542127,word2vec
167,0.10105100404577569,4,0.7263896437567444,word2vec
176,0.05996897731445814,4,0.7863767418739951,word2vec
174,0.05723934161538321,4,0.7865221798368427,word2vec
174,0.12351247581866431,4,0.7251723884533189,word2vec
165,0.05495878293953326,2,0.7684473561338769,word2vec
156,0.09463673956606758,4,0.7281883912564865,word2vec
172,0.06246961782379955,4,0.7865221798368427,word2vec
172,0.022920132597148295,4,0.757980786802083,word2vec
179,0.057897085380621556,4,0.7842639740904401,word2vec
162,0.04429436681330992,4,0.7272848559498528,word2vec
170,0.09158937852199327,4,0.7263896437567444,word2vec
151,0.11628843396425714,4,0.7281883912564865,word2vec
175,0.061859646352744165,4,0.7851792835921138,word2vec
164,0.011018066853987082,4,0.764867077633006,word2vec
185,0.06920381162084788,4,0.7841593375551127,word2vec
126,0.14697098532398983,8,0.7216791476848021,word2vec
38,0.04840961813082415,4,0.3951448288452056,word2vec
158,0.09309919996522603,4,0.7281883912564865,word2vec
179,0.0340682523655467,4,0.7870249496972453,word2vec
178,0.029686044250087855,4,0.7879553847943318,word2vec
169,0.028177978864772746,4,0.7568667990156519,word2vec
179,0.04090073544105514,4,0.7870249496972453,word2vec
180,0.04455086376095602,4,0.7862687761225738,word2vec
186,0.02349100552942071,4,0.7549267910697186,word2vec
193,0.01064099573879954,16,0.7473137249328926,word2vec
178,0.0380275122126336,4,0.7879553847943318,word2vec
180,0.08035460809319846,4,0.7251723884533189,word2vec
183,0.037453925858373524,2,0.7353013664108478,word2vec
177,0.040059947489811204,4,0.7879553847943318,word2vec
177,0.04364718418703372,4,0.7879553847943318,word2vec
177,0.07738193052443086,4,0.7851792835921138,word2vec
166,0.01052946833298211,4,0.7661649216318556,word2vec
170,0.36547808227001827,4,0.4239152702972829,word2vec
187,0.024796427472066396,4,0.7866819102010543,word2vec
174,0.1055984643040308,4,0.7251723884533189,word2vec
191,0.044054231933536615,4,0.784107296787422,word2vec
118,0.08029895687472911,4,0.7206019739410376,word2vec
183,0.02842127991850449,4,0.7861111563170918,word2vec
179,0.043719357363658916,4,0.7862687761225738,word2vec
167,0.06791160346182412,4,0.7263896437567444,word2vec
178,0.041270237603113644,4,0.7879553847943318,word2vec
172,0.029807703970708255,4,0.757980786802083,word2vec
177,0.01032025982963345,4,0.7655676426263676,word2vec
162,0.09681089035107249,4,0.7263896437567444,word2vec
184,0.060685777401743524,4,0.783364379767114,word2vec
175,0.04894286278907822,8,0.7722409623342643,word2vec
170,0.12158181117116913,4,0.7263896437567444,word2vec
182,0.07868793867141022,16,0.7051184155985651,word2vec
178,0.03677963898594831,4,0.7879553847943318,word2vec
177,0.030287020440730738,4,0.7879553847943318,word2vec
174,0.053293776267644324,4,0.7865221798368427,word2vec
187,0.025266729632317877,4,0.7866819102010543,word2vec
166,0.06508129639663068,4,0.7272848559498528,word2vec
176,0.09024045022611624,4,0.7251723884533189,word2vec
170,0.04311978149630732,4,0.786572214176545,word2vec
182,0.023867668762248054,4,0.7867435233627034,word2vec
173,0.4569311642839941,4,0.4239152702972829,word2vec
191,0.01010939912048536,2,0.7430348227332858,word2vec
179,0.03772303214561563,4,0.7870249496972453,word2vec
178,0.0646370927928673,4,0.7851792835921138,word2vec
186,0.03854127206978271,4,0.7853699681198384,word2vec
181,0.02633499851390865,4,0.7870249496972453,word2vec
168,0.050654469867404996,4,0.786572214176545,word2vec
173,0.07662517111823405,4,0.7251723884533189,word2vec
164,0.0581542540548776,4,0.7272848559498528,word2vec
177,0.2151218303269127,4,0.7251723884533189,word2vec
183,0.10299060975698551,4,0.7251723884533189,word2vec
195,0.01049791910081799,4,0.7656315038209881,word2vec
178,0.040301968711500234,4,0.7879553847943318,word2vec
177,0.03470206177274786,4,0.7879553847943318,word2vec
172,0.044702734229277855,4,0.7881156902065168,word2vec
174,0.0735130323804056,4,0.785325432299068,word2vec
171,0.05086124894804821,4,0.7881156902065168,word2vec
170,0.05511699514347545,4,0.7857873593353444,word2vec
176,0.18155477654871333,4,0.7251723884533189,word2vec
169,0.2775769899000071,4,0.7263896437567444,word2vec
186,0.02651077520519006,8,0.7422342489751289,word2vec
172,0.08783555713939115,4,0.7263896437567444,word2vec
178,0.04478815004971229,4,0.7879553847943318,word2vec
178,0.23718914425868595,4,0.7251723884533189,word2vec
181,0.04333164016854534,4,0.7862687761225738,word2vec
174,0.026823582539353172,4,0.7893599686186121,word2vec
176,0.023223481354434417,4,0.7571186046927799,word2vec
184,0.05706595388778081,4,0.783364379767114,word2vec
189,0.2034966003260536,4,0.7260681247630822,word2vec
96,0.010146845508836252,4,0.5434171710855701,word2vec
172,0.06927257720166334,16,0.7069968359958955,word2vec
180,0.6064506295950934,4,0.4239152702972829,word2vec
167,0.03861805777590395,4,0.787799900130881,word2vec
175,0.04068800980471652,4,0.7879553847943318,word2vec
175,0.050044397088530305,4,0.787138223736764,word2vec
179,0.027185034866805846,4,0.7870249496972453,word2vec
171,0.0683871458781376,4,0.7263896437567444,word2vec
184,0.037871789498593364,4,0.7853699681198384,word2vec
64,0.026812793290112016,4,0.4992478686201253,word2vec
176,0.3200619548500433,4,0.5985524279726975,word2vec
180,0.052986464403694596,2,0.7632166121945164,word2vec
42,0.11838497081776249,16,0.4335916983658571,tfidf
150,0.2797967643418966,4,0.4602186368547287,tfidf
56,0.29377665127958186,16,0.4216016921903888,tfidf
126,0.21979674913916483,4,0.4602186368547287,tfidf
39,0.14078582463656383,4,0.4233726820873257,tfidf
43,0.4482915582535277,2,0.4352649364178546,tfidf
184,0.305015131448112,4,0.4602186368547287,tfidf
24,0.46634446425363857,8,0.43839051339883617,tfidf
82,0.31976772859920305,4,0.4602186368547287,tfidf
28,0.7238836053463211,2,0.42908522589361003,tfidf
143,0.010816005523255123,8,0.5253422259557428,tfidf
150,0.05895833467438378,8,0.464423253313546,tfidf
155,0.044185461476908,8,0.7173445281727214,tfidf
195,0.013926939825986837,8,0.7557348261959188,tfidf
189,0.03278276032055652,8,0.7755843927541556,tfidf
186,0.14000563508999442,8,0.42752329654054305,tfidf
194,0.020577205779081193,8,0.7596840779669733,tfidf
99,0.1684182417462793,8,0.3952823765523988,tfidf
168,0.09253340690435191,8,0.628696023376657,tfidf
125,0.20060964835348058,2,0.4227267627808183,tfidf
6,0.4082388099104632,16,0.21830137617878195,tfidf
195,0.010161448636737682,8,0.7557348261959188,tfidf
171,0.08360945884502641,8,0.4711179300158619,tfidf
174,0.030395754170626104,8,0.6777045356919534,tfidf
195,0.12133824157408138,8,0.6472106687052127,tfidf
129,0.19224301377381547,8,0.4310480252489084,tfidf
165,0.05846267891636381,8,0.7218744663704081,tfidf
182,0.09933450914797053,8,0.4158607008939032,tfidf
138,0.01967678004418183,16,0.51443297030163,tfidf
107,0.11791032589772457,2,0.4512658091018921,tfidf
157,0.21284823106928966,16,0.5038642510753535,tfidf
193,0.011845440041273407,8,0.7557348261959188,tfidf
195,0.08568181843737507,8,0.6260068523629242,tfidf
178,0.1459176099652893,8,0.45773391979045364,tfidf
183,0.014891830071641712,8,0.7063257502151984,tfidf
173,0.07236662493515258,8,0.4711179300158619,tfidf
162,0.22863042280202123,4,0.6478652561414832,tfidf
80,0.15456173649595356,16,0.4049346059824004,tfidf
188,0.07599551113081068,8,0.6274427043082912,tfidf
195,0.24071211848942145,4,0.4602186368547287,tfidf
178,0.16355227497147454,2,0.4472525111571311,tfidf
195,0.010552093423719988,8,0.7557348261959188,tfidf
186,0.05485804065684259,8,0.4101481843280236,tfidf
164,0.10415584140559223,8,0.4754600265815125,tfidf
145,0.04310347819453131,8,0.5935844354674463,tfidf
59,0.012183697314068377,8,0.4836436886093475,tfidf
187,0.1209739856770028,8,0.42752329654054305,tfidf
175,0.05496602980484692,4,0.7116107552691961,tfidf
153,0.276302148072417,8,0.45773391979045364,tfidf
189,0.18129429344163753,8,0.45773391979045364,tfidf
162,0.13469032661274202,2,0.4190225833905464,tfidf
194,0.01765929444950782,8,0.7596840779669733,tfidf
182,0.056072114992214345,8,0.41147843037237564,tfidf
189,0.03802408865128456,8,0.7755843927541556,tfidf
172,0.1026793174338365,8,0.4754600265815125,tfidf
179,0.04619293944711948,8,0.5480055897975554,tfidf
187,0.08289390659560818,8,0.4145275504891629,tfidf
172,0.047193732367829505,8,0.5862649761470901,tfidf
158,0.12923408443450138,16,0.642785953081321,tfidf
169,0.16437693456955582,8,0.6477497101145535,tfidf
108,0.08617566391664913,4,0.46059440522771666,tfidf
191,0.010162245580761833,8,0.7563177581191449,tfidf
189,0.03526254796315776,8,0.7755843927541556,tfidf
189,0.03191972648901718,8,0.7755843927541556,tfidf
180,0.03520728376179202,8,0.5728656737084477,tfidf
188,0.0757485768247248,8,0.6274427043082912,tfidf
189,0.10827187082399048,8,0.6274427043082912,tfidf
180,0.0351249829343556,8,0.5728656737084477,tfidf
146,0.05794493443585484,2,0.39612881410722,tfidf
168,0.10101572920402091,8,0.6330720374375166,tfidf
183,0.13910137270346173,8,0.42752329654054305,tfidf
191,0.026372362806734342,8,0.7591245497721768,tfidf
191,0.03372904689136924,8,0.7591245497721768,tfidf
176,0.03592962434798244,8,0.6777045356919534,tfidf
184,0.07832414720291023,8,0.41147843037237564,tfidf
195,0.06739811003117728,8,0.7172963188695888,tfidf
191,0.038038875907442996,16,0.7164742478147565,tfidf
176,0.10515705066578471,8,0.4754600265815125,tfidf
133,0.0303555106273671,8,0.5701067233641005,tfidf
167,0.0666523026251872,8,0.628696023376657,tfidf
78,0.13917025710872122,4,0.5663592831168487,tfidf
190,0.014137792700980326,8,0.7593663357936382,tfidf
184,0.028519554873144354,8,0.6646004988179981,tfidf
190,0.08758422611166308,8,0.6308805783783116,tfidf
191,0.06197966427464165,8,0.7163586279494888,tfidf
183,0.02727071520320072,8,0.6646004988179981,tfidf
121,0.11730118816778706,2,0.4518461207109126,tfidf
177,0.012674587928443354,8,0.7111804996094628,tfidf
12,0.053185795057618786,8,0.3712928870136636,tfidf
195,0.18085060369055472,8,0.45773391979045364,tfidf
186,0.08831067945658348,8,0.4145275504891629,tfidf
191,0.011581880719626231,8,0.7563177581191449,tfidf
190,0.03658919542673166,8,0.7781840568751834,tfidf
181,0.03973018883431867,8,0.5728656737084477,tfidf
171,0.06857297669505358,8,0.4711179300158619,tfidf
187,0.04838891591479332,16,0.7136675408833879,tfidf
176,0.1223975459619597,8,0.4754600265815125,tfidf
161,0.030829644345043514,8,0.7795696348088885,tfidf
158,0.0977211891288648,8,0.6330720374375166,tfidf
180,0.07022387929171231,8,0.41147843037237564,tfidf
163,0.03005352302726485,4,0.7280479720798292,tfidf
192,0.02778499527099474,8,0.7591245497721768,tfidf
184,0.05530000961691635,8,0.4826823508051323,tfidf
192,0.04442256217590325,8,0.6995759803490924,tfidf
187,0.010364679740293783,8,0.704335437716002,tfidf
173,0.08883870601728557,8,0.4711179300158619,tfidf
195,0.07404842759591318,8,0.6260068523629242,tfidf
88,0.030662405689016375,2,0.5887760196615153,tfidf
50,0.14940113462588145,8,0.404375384896845,tfidf
180,0.11394173022421165,8,0.4158607008939032,tfidf
189,0.04976690605083875,8,0.7014042237205295,tfidf
192,0.02625664368543375,8,0.7591245497721768,tfidf
185,0.02425159882715277,8,0.7052098401651999,tfidf
190,0.06479866063885889,8,0.6265045080013076,tfidf
195,0.04320228283531531,8,0.700374023400926,tfidf
179,0.0910283411806099,8,0.4158607008939032,tfidf
186,0.022552905289084983,16,0.7645507895862647,tfidf
184,0.07540801845061883,16,0.6126121058973193,tfidf
174,0.054891400526364015,16,0.6201323165010051,tfidf
187,0.02145324772754405,16,0.7645507895862647,tfidf
168,0.01092342071476293,16,0.7150607939605439,tfidf
188,0.042093097837044166,16,0.7137833126537201,tfidf
182,0.028279999677188833,16,0.7646049503352,tfidf
182,0.058435897513996915,16,0.6126121058973193,tfidf
177,0.01207434095455806,16,0.7494679639647551,tfidf
186,0.07882313784795204,16,0.6126121058973193,tfidf
